id,plan_name,global_plan,region,plan_type,data,validity,package_name,retail_price,wholesale_price,cost_price,singleUse,test_plan,isRegional,created_at,updated_at,deleted_at,vendor_id,recharge,countries
1628,Malawi UNL 7D,0,Africa,2,Unlimited,7,esim_UL_7D_MW_V2,160.00,128.00,98.72,0,0,0,2024-04-09 16:49:51,2024-04-09 16:49:51,\N,3,0,
1629,Malaysia UNL 10D,0,Asia,2,Unlimited,10,esim_UL_10D_MY_V2,50.00,39.00,30.25,0,0,0,2024-04-09 16:49:51,2024-04-09 16:49:51,\N,3,0,
1630,Malaysia UNL 15D,0,Asia,2,Unlimited,15,esim_UL_15D_MY_V2,75.00,60.00,45.10,0,0,0,2024-04-09 16:49:51,2024-04-09 16:49:51,\N,3,0,
1631,Malaysia UNL 1D,0,Asia,2,Unlimited,1,esim_UL_1D_MY_V2,6.00,5.00,3.52,0,0,0,2024-04-09 16:49:51,2024-04-09 16:49:51,\N,3,0,
1632,Malaysia UNL 30D,0,Asia,2,Unlimited,30,esim_UL_30D_MY_V2,146.00,117.00,89.65,0,0,0,2024-04-09 16:49:51,2024-04-09 16:49:51,\N,3,0,
1633,Malaysia UNL 3D,0,Asia,2,Unlimited,3,esim_UL_3D_MY_V2,18.00,12.00,9.46,0,0,0,2024-04-09 16:49:51,2024-04-09 16:49:51,\N,3,0,
1634,Malaysia UNL 5D,0,Asia,2,Unlimited,5,esim_UL_5D_MY_V2,25.00,20.00,15.40,0,0,0,2024-04-09 16:49:51,2024-04-09 16:49:51,\N,3,0,
1635,Malaysia UNL 7D,0,Asia,2,Unlimited,7,esim_UL_7D_MY_V2,35.00,32.00,21.34,0,0,0,2024-04-09 16:49:51,2024-04-09 16:49:51,\N,3,0,
1636,Mali 2GB,0,Africa,2,2,15,maliconnected-15days-2gb,14.00,11.50,9.30,0,0,0,2024-04-09 16:49:51,2024-04-09 16:49:51,\N,1,0,
1637,Mali UNL 10D,0,Africa,2,Unlimited,10,esim_UL_10D_ML_V2,229.00,183.00,#N/A,0,0,0,2024-04-09 16:49:51,2024-04-09 16:49:51,2024-07-05 16:49:34,3,0,
1638,Mali UNL 1D,0,Africa,2,Unlimited,1,esim_UL_1D_ML_V2,24.00,19.00,14.57,0,0,0,2024-04-09 16:49:51,2024-04-09 16:49:51,\N,3,0,
1639,Mali UNL 3D,0,Africa,2,Unlimited,3,esim_UL_3D_ML_V2,69.00,55.00,42.62,0,0,0,2024-04-09 16:49:51,2024-04-09 16:49:51,\N,3,0,
1640,Mali UNL 5D,0,Africa,2,Unlimited,5,esim_UL_5D_ML_V2,115.00,92.00,70.67,0,0,0,2024-04-09 16:49:51,2024-04-09 16:49:51,\N,3,0,
1641,Mali UNL 7D,0,Africa,2,Unlimited,7,esim_UL_7D_ML_V2,160.00,128.00,98.72,0,0,0,2024-04-09 16:49:51,2024-04-09 16:49:51,\N,3,0,
1642,Malta 2GB,0,Europe,2,2,15,esim_2GB_15D_MT_V2,9.00,4.50,2.63,0,0,0,2024-04-09 16:49:51,2024-04-09 16:49:51,\N,3,0,
1643,Malta 50GB,0,Europe,2,50,30,esim_50GB_30D_MT_V2,61.00,49.00,37.67,0,0,0,2024-04-09 16:49:51,2024-04-09 16:49:51,\N,3,0,
1644,Malta UNL 10D,0,Europe,2,Unlimited,10,esim_UL_10D_MT_V2,35.00,27.50,15.40,0,0,0,2024-04-09 16:49:51,2024-04-09 16:49:51,\N,3,0,
1645,Malta UNL 15D,0,Europe,2,Unlimited,15,esim_UL_15D_MT_V2,45.00,36.00,22.82,0,0,0,2024-04-09 16:49:51,2024-04-09 16:49:51,\N,3,0,
1646,Malta UNL 1D,0,Europe,2,Unlimited,1,esim_UL_1D_MT_V2,6.00,3.50,2.03,0,0,0,2024-04-09 16:49:51,2024-04-09 16:49:51,\N,3,0,
1647,Malta UNL 30D,0,Europe,2,Unlimited,30,esim_UL_30D_MT_V2,70.00,60.00,45.10,0,0,0,2024-04-09 16:49:51,2024-04-09 16:49:51,\N,3,0,
1648,Malta UNL 3D,0,Europe,2,Unlimited,3,esim_UL_3D_MT_V2,15.00,10.00,5.00,0,0,0,2024-04-09 16:49:51,2024-04-09 16:49:51,\N,3,0,
1649,Malta UNL 5D,0,Europe,2,Unlimited,5,esim_UL_5D_MT_V2,25.00,14.00,7.97,0,0,0,2024-04-09 16:49:51,2024-04-09 16:49:51,\N,3,0,
1650,Malta UNL 7D,0,Europe,2,Unlimited,7,esim_UL_7D_MT_V2,30.00,20.00,10.94,0,0,0,2024-04-09 16:49:51,2024-04-09 16:49:51,\N,3,0,
1651,Martinique 2GB,0,Caribbean,2,2,15,jardin-mobile-15days-2gb,8.00,6.50,5.00,0,0,0,2024-04-09 16:49:51,2024-04-09 16:49:51,\N,1,0,
1652,Martinique UNL 10D,0,Caribbean,2,Unlimited,10,esim_UL_10D_MQ_V2,109.00,87.00,66.55,0,0,0,2024-04-09 16:49:51,2024-04-09 16:49:51,\N,3,0,
1653,Martinique UNL 15D,0,Caribbean,2,Unlimited,15,esim_UL_15D_MQ_V2,161.00,129.00,99.55,0,0,0,2024-04-09 16:49:51,2024-04-09 16:49:51,\N,3,0,
1654,Martinique UNL 1D,0,Caribbean,2,Unlimited,1,esim_UL_1D_MQ_V2,11.00,9.00,7.15,0,0,0,2024-04-09 16:49:51,2024-04-09 16:49:51,\N,3,0,
1655,Martinique UNL 3D,0,Caribbean,2,Unlimited,3,esim_UL_3D_MQ_V2,33.00,26.00,20.35,0,0,0,2024-04-09 16:49:51,2024-04-09 16:49:51,\N,3,0,
1656,Martinique UNL 5D,0,Caribbean,2,Unlimited,5,esim_UL_5D_MQ_V2,55.00,44.00,33.55,0,0,0,2024-04-09 16:49:51,2024-04-09 16:49:51,\N,3,0,
1657,Martinique UNL 7D,0,Caribbean,2,Unlimited,7,esim_UL_7D_MQ_V2,76.00,61.00,46.75,0,0,0,2024-04-09 16:49:51,2024-04-09 16:49:51,\N,3,0,
1658,Mauritania 2GB,0,Africa,2,2,15,esim_2GB_15D_MR_V2,43.00,34.00,25.96,0,0,0,2024-04-09 16:49:51,2024-04-09 16:49:51,\N,3,0,
1659,Mauritania UNL 1D,0,Africa,2,Unlimited,1,esim_UL_1D_MR_V2,30.00,24.00,18.70,0,0,0,2024-04-09 16:49:51,2024-04-09 16:49:51,\N,3,0,
1660,Mauritania UNL 3D,0,Africa,2,Unlimited,3,esim_UL_3D_MR_V2,89.00,71.00,55.00,0,0,0,2024-04-09 16:49:51,2024-04-09 16:49:51,\N,3,0,
1661,Mauritania UNL 5D,0,Africa,2,Unlimited,5,esim_UL_5D_MR_V2,149.00,119.00,91.30,0,0,0,2024-04-09 16:49:51,2024-04-09 16:49:51,\N,3,0,
1662,Mauritania UNL 7D,0,Africa,2,Unlimited,7,esim_UL_7D_MR_V2,208.00,166.00,127.60,0,0,0,2024-04-09 16:49:51,2024-04-09 16:49:51,\N,3,0,
1663,Mauritius 2GB,0,Africa,2,2,15,mornecom-15days-2gb,14.00,12.00,10.40,0,0,0,2024-04-09 16:49:51,2024-04-09 16:49:51,\N,1,0,
1664,Mauritius 3GB,0,Africa,2,3,30,mornecom-30days-3gb,19.50,17.00,15.50,0,0,0,2024-04-09 16:49:51,2024-04-09 16:49:51,\N,1,0,
1665,Mauritius 5GB,0,Africa,2,5,30,mornecom-30days-5gb,30.00,28.00,25.50,0,0,0,2024-04-09 16:49:51,2024-04-09 16:49:51,\N,1,0,
1666,Mauritius UNL 10D,0,Africa,2,Unlimited,10,esim_UL_10D_MU_V2,175.00,140.00,107.80,0,0,0,2024-04-09 16:49:51,2024-04-09 16:49:51,\N,3,0,
1667,Mauritius UNL 1D,0,Africa,2,Unlimited,1,esim_UL_1D_MU_V2,19.00,15.00,11.27,0,0,0,2024-04-09 16:49:51,2024-04-09 16:49:51,\N,3,0,
1668,Mauritius UNL 3D,0,Africa,2,Unlimited,3,esim_UL_3D_MU_V2,54.00,43.00,32.72,0,0,0,2024-04-09 16:49:51,2024-04-09 16:49:51,\N,3,0,
1669,Mauritius UNL 5D,0,Africa,2,Unlimited,5,esim_UL_5D_MU_V2,88.00,70.00,54.17,0,0,0,2024-04-09 16:49:51,2024-04-09 16:49:51,\N,3,0,
1670,Mauritius UNL 7D,0,Africa,2,Unlimited,7,esim_UL_7D_MU_V2,123.00,98.00,75.62,0,0,0,2024-04-09 16:49:51,2024-04-09 16:49:51,\N,3,0,
1671,Mayotte 2GB,0,Africa,2,2,15,esim_2GB_15D_YT_V2,9.00,7.00,5.17,0,0,0,2024-04-09 16:49:51,2024-04-09 16:49:51,\N,3,0,
1672,Mayotte 50GB,0,Africa,2,50,30,esim_50GB_30D_YT_V2,135.00,108.00,83.05,0,0,0,2024-04-09 16:49:51,2024-04-09 16:49:51,\N,3,0,
1673,Mayotte UNL 10D,0,Africa,2,Unlimited,10,esim_UL_10D_YT_V2,55.00,44.00,33.55,0,0,0,2024-04-09 16:49:51,2024-04-09 16:49:51,\N,3,0,
1674,Mayotte UNL 15D,0,Africa,2,Unlimited,15,esim_UL_15D_YT_V2,81.00,65.00,50.05,0,0,0,2024-04-09 16:49:51,2024-04-09 16:49:51,\N,3,0,
1675,Mayotte UNL 1D,0,Africa,2,Unlimited,1,esim_UL_1D_YT_V2,6.00,5.00,3.85,0,0,0,2024-04-09 16:49:51,2024-04-09 16:49:51,\N,3,0,
1676,Mayotte UNL 30D,0,Africa,2,Unlimited,30,esim_UL_30D_YT_V2,161.00,129.00,99.55,0,0,0,2024-04-09 16:49:51,2024-04-09 16:49:51,\N,3,0,
1677,Mayotte UNL 3D,0,Africa,2,Unlimited,3,esim_UL_3D_YT_V2,18.00,14.00,10.45,0,0,0,2024-04-09 16:49:51,2024-04-09 16:49:51,\N,3,0,
1678,Mayotte UNL 5D,0,Africa,2,Unlimited,5,esim_UL_5D_YT_V2,28.00,22.00,17.05,0,0,0,2024-04-09 16:49:51,2024-04-09 16:49:51,\N,3,0,
1679,Mayotte UNL 7D,0,Africa,2,Unlimited,7,esim_UL_7D_YT_V2,39.00,31.00,23.65,0,0,0,2024-04-09 16:49:51,2024-04-09 16:49:51,\N,3,0,
1680,Mexico 2GB,0,North America,2,2,15,esim_2GB_15D_MX_V2,10.00,8.00,6.14,0,0,0,2024-04-09 16:49:51,2024-04-09 16:49:51,\N,3,0,
1681,Mexico 50GB,0,North America,2,50,30,esim_50GB_30D_MX_V2,163.00,130.00,100.37,0,0,0,2024-04-09 16:49:51,2024-04-09 16:49:51,\N,3,0,
1682,Mexico UNL 10D,0,North America,2,Unlimited,10,esim_UL_10D_MX_V2,66.00,53.00,40.48,0,0,0,2024-04-09 16:49:51,2024-04-09 16:49:51,\N,3,0,
1683,Mexico UNL 15D,0,North America,2,Unlimited,15,esim_UL_15D_MX_V2,99.00,79.00,60.44,0,0,0,2024-04-09 16:49:51,2024-04-09 16:49:51,\N,3,0,
1684,Mexico UNL 1D,0,North America,2,Unlimited,1,esim_UL_1D_MX_V2,7.50,5.00,4.54,0,0,0,2024-04-09 16:49:51,2024-04-09 16:49:51,\N,3,0,
1685,Mexico UNL 30D,0,North America,2,Unlimited,30,esim_UL_30D_MX_V2,195.00,156.00,120.34,0,0,0,2024-04-09 16:49:51,2024-04-09 16:49:51,\N,3,0,
1686,Mexico UNL 3D,0,North America,2,Unlimited,3,esim_UL_3D_MX_V2,20.00,16.00,12.53,0,0,0,2024-04-09 16:49:51,2024-04-09 16:49:51,\N,3,0,
1687,Mexico UNL 5D,0,North America,2,Unlimited,5,esim_UL_5D_MX_V2,34.00,27.00,20.51,0,0,0,2024-04-09 16:49:51,2024-04-09 16:49:51,\N,3,0,
1688,Mexico UNL 7D,0,North America,2,Unlimited,7,esim_UL_7D_MX_V2,46.00,37.00,28.50,0,0,0,2024-04-09 16:49:51,2024-04-09 16:49:51,\N,3,0,
1689,Middle East & Africa 10GB,0,Middle East & Africa,2,10,30,esim_10GB_30D_RME_V2,55.00,45.00,29.83,0,0,0,2024-04-09 16:49:52,2024-04-09 16:49:52,\N,3,0,
1690,Middle East & Africa 1GB,0,Middle East & Africa,2,1,7,esim_1GB_7D_RME_V2,7.50,5.00,3.91,0,0,0,2024-04-09 16:49:52,2024-04-09 16:49:52,\N,3,0,
1691,Middle East & Africa 20GB,0,Middle East & Africa,2,20,30,esim_20GB_30D_RME_V2,80.00,65.00,53.35,0,0,0,2024-04-09 16:49:52,2024-04-09 16:49:52,\N,3,0,
1692,Middle East & Africa 2GB,0,Middle East & Africa,2,2,15,esim_2GB_15D_RME_V2,12.00,9.00,7.27,0,0,0,2024-04-09 16:49:52,2024-04-09 16:49:52,\N,3,0,
1693,Middle East & Africa 3GB,0,Middle East & Africa,2,3,30,esim_3GB_30D_RME_V2,18.00,14.00,10.05,0,0,0,2024-04-09 16:49:52,2024-04-09 16:49:52,\N,3,0,
1694,Middle East & Africa 50GB,0,Middle East & Africa,2,50,30,esim_50GB_30D_RME_V2,196.00,157.00,120.55,0,0,0,2024-04-09 16:49:52,2024-04-09 16:49:52,\N,3,0,
1695,Middle East & Africa 5GB,0,Middle East & Africa,2,5,30,esim_5GB_30D_RME_V2,30.00,20.00,16.39,0,0,0,2024-04-09 16:49:52,2024-04-09 16:49:52,\N,3,0,
1696,Middle East & Africa UNL 10D,0,Middle East & Africa,2,Unlimited,10,esim_UL_10D_RME_V2,79.00,63.00,48.55,0,0,0,2024-04-09 16:49:52,2024-04-09 16:49:52,\N,3,0,
1697,Middle East & Africa UNL 15D,0,Middle East & Africa,2,Unlimited,15,esim_UL_15D_RME_V2,118.00,94.00,72.55,0,0,0,2024-04-09 16:49:52,2024-04-09 16:49:52,\N,3,0,
1698,Middle East & Africa UNL 1D,0,Middle East & Africa,2,Unlimited,1,esim_UL_1D_RME_V2,10.00,7.50,5.35,0,0,0,2024-04-09 16:49:52,2024-04-09 16:49:52,\N,3,0,
1699,Middle East & Africa UNL 30D,0,Middle East & Africa,2,Unlimited,30,esim_UL_30D_RME_V2,235.00,188.00,144.55,0,0,0,2024-04-09 16:49:52,2024-04-09 16:49:52,\N,3,0,
1700,Middle East & Africa UNL 3D,0,Middle East & Africa,2,Unlimited,3,esim_UL_3D_RME_V2,24.00,19.00,14.95,0,0,0,2024-04-09 16:49:52,2024-04-09 16:49:52,\N,3,0,
1701,Middle East & Africa UNL 5D,0,Middle East & Africa,2,Unlimited,5,esim_UL_5D_RME_V2,40.00,32.00,24.55,0,0,0,2024-04-09 16:49:52,2024-04-09 16:49:52,\N,3,0,
1702,Middle East & Africa UNL 7D,0,Middle East & Africa,2,Unlimited,7,esim_UL_7D_RME_V2,55.00,44.00,34.15,0,0,0,2024-04-09 16:49:52,2024-04-09 16:49:52,\N,3,0,
1703,Moldova 10GB,0,Eastern Europe,2,10,30,soroca-mobile-30days-10gb,18.00,15.00,12.00,0,0,0,2024-04-09 16:49:52,2024-04-09 16:49:52,\N,1,0,
1704,Moldova UNL 10D,0,Eastern Europe,2,Unlimited,10,esim_UL_10D_MD_V2,70.00,56.00,43.45,0,0,0,2024-04-09 16:49:52,2024-04-09 16:49:52,\N,3,0,
1705,Moldova UNL 15D,0,Eastern Europe,2,Unlimited,15,esim_UL_15D_MD_V2,105.00,84.00,64.90,0,0,0,2024-04-09 16:49:52,2024-04-09 16:49:52,\N,3,0,
1706,Moldova UNL 1D,0,Eastern Europe,2,Unlimited,1,esim_UL_1D_MD_V2,8.00,6.00,4.84,0,0,0,2024-04-09 16:49:52,2024-04-09 16:49:52,\N,3,0,
1707,Moldova UNL 30D,0,Eastern Europe,2,Unlimited,30,esim_UL_30D_MD_V2,210.00,168.00,129.25,0,0,0,2024-04-09 16:49:52,2024-04-09 16:49:52,\N,3,0,
1708,Moldova UNL 3D,0,Eastern Europe,2,Unlimited,3,esim_UL_3D_MD_V2,21.00,17.00,13.42,0,0,0,2024-04-09 16:49:52,2024-04-09 16:49:52,\N,3,0,
1709,Moldova UNL 5D,0,Eastern Europe,2,Unlimited,5,esim_UL_5D_MD_V2,36.00,29.00,22.00,0,0,0,2024-04-09 16:49:52,2024-04-09 16:49:52,\N,3,0,
1710,Moldova UNL 7D,0,Eastern Europe,2,Unlimited,7,esim_UL_7D_MD_V2,50.00,40.00,30.58,0,0,0,2024-04-09 16:49:52,2024-04-09 16:49:52,\N,3,0,
1711,Monaco 1GB,0,Europe,2,1,7,grand-7days-1gb,9.50,8.50,7.60,0,0,0,2024-04-09 16:49:52,2024-04-09 16:49:52,\N,1,0,
1712,Monaco 2GB,0,Europe,2,2,15,grand-15days-2gb,18.50,17.00,15.00,0,0,0,2024-04-09 16:49:52,2024-04-09 16:49:52,\N,1,0,
1713,Monaco UNL 10D,0,Europe,2,Unlimited,10,esim_UL_10D_MC_V2,175.00,150.00,#N/A,0,0,0,2024-04-09 16:49:52,2024-04-09 16:49:52,2024-07-05 16:49:34,3,0,
1714,Monaco UNL 1D,0,Europe,2,Unlimited,1,esim_UL_1D_MC_V2,25.00,20.00,14.57,0,0,0,2024-04-09 16:49:52,2024-04-09 16:49:52,\N,3,0,
1715,Monaco UNL 3D,0,Europe,2,Unlimited,3,esim_UL_3D_MC_V2,60.00,50.00,42.62,0,0,0,2024-04-09 16:49:52,2024-04-09 16:49:52,\N,3,0,
1716,Monaco UNL 5D,0,Europe,2,Unlimited,5,esim_UL_5D_MC_V2,115.00,92.00,70.67,0,0,0,2024-04-09 16:49:52,2024-04-09 16:49:52,\N,3,0,
1717,Monaco UNL 7D,0,Europe,2,Unlimited,7,esim_UL_7D_MC_V2,125.00,100.00,98.72,0,0,0,2024-04-09 16:49:52,2024-04-09 16:49:52,\N,3,0,
1718,Mongolia 2GB,0,Asia,2,2,15,mongo-mobile-fiber-15days-2gb,11.50,9.50,7.70,0,0,0,2024-04-09 16:49:52,2024-04-09 16:49:52,\N,1,0,
1719,Mongolia UNL 1D,0,Asia,2,Unlimited,1,esim_UL_1D_MN_V2,35.00,28.00,21.17,0,0,0,2024-04-09 16:49:52,2024-04-09 16:49:52,\N,3,0,
1720,Mongolia UNL 3D,0,Asia,2,Unlimited,3,esim_UL_3D_MN_V2,101.00,81.00,62.42,0,0,0,2024-04-09 16:49:52,2024-04-09 16:49:52,\N,3,0,
1721,Mongolia UNL 5D,0,Asia,2,Unlimited,5,esim_UL_5D_MN_V2,169.00,135.00,103.67,0,0,0,2024-04-09 16:49:52,2024-04-09 16:49:52,\N,3,0,
1722,Mongolia UNL 7D,0,Asia,2,Unlimited,7,esim_UL_7D_MN_V2,235.00,188.00,#N/A,0,0,0,2024-04-09 16:49:52,2024-04-09 16:49:52,2024-07-05 16:49:34,3,0,
1723,Montenegro 10GB,0,Eastern Europe,2,10,30,jezero-30days-10gb,25.00,22.00,18.00,0,0,0,2024-04-09 16:49:52,2024-04-09 16:49:52,\N,1,0,
1724,Montenegro 2GB,0,Eastern Europe,2,2,15,jezero-15days-2gb,8.00,6.00,3.90,0,0,0,2024-04-09 16:49:52,2024-04-09 16:49:52,\N,1,0,
1725,Montenegro UNL 10D,0,Eastern Europe,2,Unlimited,10,esim_UL_10D_ME_V2,95.00,76.00,58.30,0,0,0,2024-04-09 16:49:52,2024-04-09 16:49:52,\N,3,0,
1726,Montenegro UNL 15D,0,Eastern Europe,2,Unlimited,15,esim_UL_15D_ME_V2,141.00,113.00,87.17,0,0,0,2024-04-09 16:49:52,2024-04-09 16:49:52,\N,3,0,
1727,Montenegro UNL 1D,0,Eastern Europe,2,Unlimited,1,esim_UL_1D_ME_V2,10.00,8.00,6.32,0,0,0,2024-04-09 16:49:52,2024-04-09 16:49:52,\N,3,0,
1728,Montenegro UNL 3D,0,Eastern Europe,2,Unlimited,3,esim_UL_3D_ME_V2,29.00,23.00,17.87,0,0,0,2024-04-09 16:49:52,2024-04-09 16:49:52,\N,3,0,
1729,Montenegro UNL 5D,0,Eastern Europe,2,Unlimited,5,esim_UL_5D_ME_V2,48.00,38.00,29.42,0,0,0,2024-04-09 16:49:52,2024-04-09 16:49:52,\N,3,0,
1730,Montenegro UNL 7D,0,Eastern Europe,2,Unlimited,7,esim_UL_7D_ME_V2,66.00,53.00,40.97,0,0,0,2024-04-09 16:49:52,2024-04-09 16:49:52,\N,3,0,
1731,Montserrat UNL 1D,0,Caribbean,2,Unlimited,1,esim_UL_1D_MS_V2,55.00,44.00,33.55,0,0,0,2024-04-09 16:49:52,2024-04-09 16:49:52,\N,3,0,
1732,Montserrat UNL 3D,0,Caribbean,2,Unlimited,3,esim_UL_3D_MS_V2,161.00,129.00,99.55,0,0,0,2024-04-09 16:49:52,2024-04-09 16:49:52,\N,3,0,
1733,Morocco 2GB,0,Africa,2,2,15,esim_2GB_15D_MA_V2,6.00,5.00,4.01,0,0,0,2024-04-09 16:49:52,2024-04-09 16:49:52,\N,3,0,
1734,Morocco 50GB,0,Africa,2,50,30,esim_50GB_30D_MA_V2,101.00,81.00,62.42,0,0,0,2024-04-09 16:49:52,2024-04-09 16:49:52,\N,3,0,
1735,Morocco UNL 10D,0,Africa,2,Unlimited,10,esim_UL_10D_MA_V2,41.00,33.00,25.30,0,0,0,2024-04-09 16:49:52,2024-04-09 16:49:52,\N,3,0,
1736,Morocco UNL 15D,0,Africa,2,Unlimited,15,esim_UL_15D_MA_V2,61.00,49.00,37.67,0,0,0,2024-04-09 16:49:52,2024-04-09 16:49:52,\N,3,0,
1737,Morocco UNL 1D,0,Africa,2,Unlimited,1,esim_UL_1D_MA_V2,5.00,4.00,3.02,0,0,0,2024-04-09 16:49:52,2024-04-09 16:49:52,\N,3,0,
1738,Morocco UNL 30D,0,Africa,2,Unlimited,30,esim_UL_30D_MA_V2,121.00,97.00,74.80,0,0,0,2024-04-09 16:49:52,2024-04-09 16:49:52,\N,3,0,
1739,Morocco UNL 3D,0,Africa,2,Unlimited,3,esim_UL_3D_MA_V2,13.00,10.00,7.97,0,0,0,2024-04-09 16:49:52,2024-04-09 16:49:52,\N,3,0,
1740,Morocco UNL 5D,0,Africa,2,Unlimited,5,esim_UL_5D_MA_V2,21.00,17.00,12.92,0,0,0,2024-04-09 16:49:52,2024-04-09 16:49:52,\N,3,0,
1741,Morocco UNL 7D,0,Africa,2,Unlimited,7,esim_UL_7D_MA_V2,29.00,23.00,17.87,0,0,0,2024-04-09 16:49:52,2024-04-09 16:49:52,\N,3,0,
1742,Mozambique UNL 1D,0,Africa,2,Unlimited,1,esim_UL_1D_MZ_V2,69.00,55.00,42.62,0,0,0,2024-04-09 16:49:52,2024-04-09 16:49:52,\N,3,0,
1743,Mozambique UNL 3D,0,Africa,2,Unlimited,3,esim_UL_3D_MZ_V2,206.00,165.00,126.77,0,0,0,2024-04-09 16:49:52,2024-04-09 16:49:52,\N,3,0,
1744,Namibia 2GB,0,Africa,2,2,15,namibia-15days-2gb,17.50,15.00,13.40,0,0,0,2024-04-09 16:49:52,2024-04-09 16:49:52,\N,1,0,
1745,Namibia UNL 1D,0,Africa,2,Unlimited,1,esim_UL_1D_NA_V2,51.00,41.00,31.40,0,0,0,2024-04-09 16:49:52,2024-04-09 16:49:52,\N,3,0,
1746,Namibia UNL 3D,0,Africa,2,Unlimited,3,esim_UL_3D_NA_V2,151.00,121.00,93.11,0,0,0,2024-04-09 16:49:52,2024-04-09 16:49:52,\N,3,0,
1747,Namibia UNL 5D,0,Africa,2,Unlimited,5,esim_UL_5D_NA_V2,251.00,201.00,#N/A,0,0,0,2024-04-09 16:49:53,2024-04-09 16:49:53,2024-07-05 16:49:34,3,0,
1748,Nauru 1GB,0,Oceania,2,1,7,nauru-digital-7days-1gb,10.00,8.00,7.70,0,0,0,2024-04-09 16:49:53,2024-04-09 16:49:53,\N,1,0,
1749,Nauru UNL 1D,0,Oceania,2,Unlimited,1,esim_UL_1D_NR_V2,39.00,31.00,24.14,0,0,0,2024-04-09 16:49:53,2024-04-09 16:49:53,\N,3,0,
1750,Nauru UNL 3D,0,Oceania,2,Unlimited,3,esim_UL_3D_NR_V2,116.00,93.00,71.33,0,0,0,2024-04-09 16:49:53,2024-04-09 16:49:53,\N,3,0,
1751,Nauru UNL 5D,0,Oceania,2,Unlimited,5,esim_UL_5D_NR_V2,193.00,154.00,118.52,0,0,0,2024-04-09 16:49:53,2024-04-09 16:49:53,\N,3,0,
1752,Netherlands 2GB,0,Europe,2,2,15,esim_2GB_15D_NL_V2,9.00,4.50,2.63,0,0,0,2024-04-09 16:49:53,2024-04-09 16:49:53,\N,3,0,
1753,Netherlands 50GB,0,Europe,2,50,30,esim_50GB_30D_NL_V2,61.00,49.00,37.67,0,0,0,2024-04-09 16:49:53,2024-04-09 16:49:53,\N,3,0,
1754,Netherlands Antilles 2GB,0,Europe,2,2,15,esim_2GB_15D_AN_V2,50.00,45.00,46.75,0,0,0,2024-04-09 16:49:53,2024-04-09 16:49:53,\N,3,0,
1755,Netherlands Antilles UNL 1D,0,Europe,2,Unlimited,1,esim_UL_1D_AN_V2,50.00,45.00,33.55,0,0,0,2024-04-09 16:49:53,2024-04-09 16:49:53,\N,3,0,
1756,Netherlands Antilles UNL 3D,0,Europe,2,Unlimited,3,esim_UL_3D_AN_V2,120.00,106.00,99.55,0,0,0,2024-04-09 16:49:53,2024-04-09 16:49:53,\N,3,0,
1757,Netherlands UNL 10D,0,Europe,2,Unlimited,10,esim_UL_10D_NL_V2,35.00,27.50,15.40,0,0,0,2024-04-09 16:49:53,2024-04-09 16:49:53,\N,3,0,
1758,Netherlands UNL 15D,0,Europe,2,Unlimited,15,esim_UL_15D_NL_V2,45.00,36.00,22.82,0,0,0,2024-04-09 16:49:53,2024-04-09 16:49:53,\N,3,0,
1759,Netherlands UNL 1D,0,Europe,2,Unlimited,1,esim_UL_1D_NL_V2,6.00,3.50,2.03,0,0,0,2024-04-09 16:49:53,2024-04-09 16:49:53,\N,3,0,
1760,Netherlands UNL 30D,0,Europe,2,Unlimited,30,esim_UL_30D_NL_V2,70.00,60.00,45.10,0,0,0,2024-04-09 16:49:53,2024-04-09 16:49:53,\N,3,0,
1761,Netherlands UNL 3D,0,Europe,2,Unlimited,3,esim_UL_3D_NL_V2,15.00,10.00,5.00,0,0,0,2024-04-09 16:49:53,2024-04-09 16:49:53,\N,3,0,
1762,Netherlands UNL 5D,0,Europe,2,Unlimited,5,esim_UL_5D_NL_V2,25.00,14.00,7.97,0,0,0,2024-04-09 16:49:53,2024-04-09 16:49:53,\N,3,0,
1763,Netherlands UNL 7D,0,Europe,2,Unlimited,7,esim_UL_7D_NL_V2,30.00,20.00,10.94,0,0,0,2024-04-09 16:49:53,2024-04-09 16:49:53,\N,3,0,
1764,New Zealand 2GB,0,Oceania,2,2,15,esim_2GB_15D_NZ_V2,10.00,8.00,6.14,0,0,0,2024-04-09 16:49:53,2024-04-09 16:49:53,\N,3,0,
1765,New Zealand 50GB,0,Oceania,2,50,30,esim_50GB_30D_NZ_V2,163.00,130.00,100.37,0,0,0,2024-04-09 16:49:53,2024-04-09 16:49:53,\N,3,0,
1766,New Zealand UNL 10D,0,Oceania,2,Unlimited,10,esim_UL_10D_NZ_V2,66.00,53.00,40.48,0,0,0,2024-04-09 16:49:53,2024-04-09 16:49:53,\N,3,0,
1767,New Zealand UNL 15D,0,Oceania,2,Unlimited,15,esim_UL_15D_NZ_V2,99.00,79.00,60.44,0,0,0,2024-04-09 16:49:53,2024-04-09 16:49:53,\N,3,0,
1768,New Zealand UNL 1D,0,Oceania,2,Unlimited,1,esim_UL_1D_NZ_V2,7.50,5.00,4.54,0,0,0,2024-04-09 16:49:53,2024-04-09 16:49:53,\N,3,0,
1769,New Zealand UNL 30D,0,Oceania,2,Unlimited,30,esim_UL_30D_NZ_V2,195.00,156.00,120.34,0,0,0,2024-04-09 16:49:53,2024-04-09 16:49:53,\N,3,0,
