id,plan_name,global_plan,region,plan_type,data,validity,package_name,retail_price,wholesale_price,cost_price,singleUse,test_plan,isRegional,created_at,updated_at,deleted_at,vendor_id,recharge,countries
750,Uruguay 20,0,LATAM,2,20,30,esim_20GB_30D_UY_V2,95.00,78.00,73.15,0,0,0,2023-09-05 16:17:44,2024-04-09 16:50:00,\N,3,0,
751,Japan 1GB,0,Asia,2,1,7,moshi-moshi-7days-1gb,4.50,3.50,2.40,0,0,0,2023-09-05 16:30:03,2024-04-09 16:49:47,\N,1,0,
752,Japan 3GB,0,Asia,2,3,15,moshi-moshi-30days-3gb,10.00,9.00,6.90,0,0,0,2023-09-05 16:31:27,2024-04-09 16:49:47,\N,1,0,
753,Japan 5GB,0,Asia,2,5,30,moshi-moshi-30days-5gb,11.50,11.00,10.00,0,0,0,2023-09-05 16:32:42,2024-04-09 16:49:47,\N,1,0,
754,Kyrgyzstan 1GB,0,Asia,2,1,7,doske-7days-1gb,8.00,4.70,1.70,0,0,0,2023-09-05 16:34:41,2024-04-09 16:49:48,\N,1,0,
755,Kyrgyzstan 3GB,0,Asia,2,3,15,doske-30days-3gb,21.00,10.00,4.70,0,0,0,2023-09-05 16:37:49,2024-04-09 16:49:48,\N,1,0,
756,Kyrgyzstan 5GB,0,Asia,2,5,30,doske-30days-5gb,24.00,12.00,7.50,0,0,0,2023-09-05 16:39:33,2024-04-09 16:49:48,\N,1,0,
757,Myanmar 1GB,0,Asia,2,1,7,JC108,5.00,3.00,0.00,0,0,0,2023-09-05 16:43:50,2024-04-09 16:49:52,\N,4,0,
758,Myanmar 3GB,0,Asia,2,3,15,JC125,12.50,8.40,0.00,0,0,0,2023-09-05 16:45:50,2024-04-09 16:49:52,\N,4,0,
759,Myanmar 5GB,0,Asia,2,5,30,JC126,15.00,13.30,0.00,0,0,0,2023-09-05 16:51:47,2024-04-09 16:49:52,\N,4,0,
760,Nepal 3GB,0,Asia,2,3,15,MB013,35.00,33.50,23.00,0,0,0,2023-09-05 16:54:26,2024-04-09 16:49:52,\N,4,0,
761,Nepal 5GB,0,Asia,2,5,30,MB014,55.00,52.90,0.00,0,0,0,2023-09-05 16:55:58,2024-04-09 16:49:52,\N,4,0,
762,Philippines 1GB,0,Asia,2,1,7,alpas-mobile-7days-1gb,4.50,3.10,1.70,0,0,0,2023-09-05 17:07:38,2024-04-09 16:49:54,\N,1,0,
763,Philippines 3GB,0,Asia,2,3,15,alpas-mobile-30days-3gb,9.50,7.10,4.70,0,0,0,2023-09-05 17:09:25,2024-04-09 16:49:54,\N,1,0,
764,Philippines 5GB,0,Asia,2,5,30,alpas-mobile-30days-5gb,13.00,10.25,7.50,0,0,0,2023-09-05 17:11:08,2024-04-09 16:49:54,\N,1,0,
765,Taiwan 1GB,0,Asia,2,1,7,xie-xie-7days-1gb,4.50,3.50,1.70,0,0,0,2023-09-05 17:18:32,2024-04-09 16:49:58,\N,1,0,
766,Taiwan 3GB,0,Asia,2,3,30,xie-xie-30days-3gb,9.50,6.50,4.70,0,0,0,2023-09-05 17:19:37,2024-04-09 16:49:58,\N,1,0,
767,Taiwan 5GB,0,Asia,2,5,30,xie-xie-30days-5gb,13.00,9.50,7.50,0,0,0,2023-09-05 17:21:55,2024-04-09 16:49:58,\N,1,0,
768,Tunisia 1GB,0,Africa,2,1,7,el-jem-communications-7days-1gb,4.50,3.50,1.80,0,0,0,2023-09-05 17:23:28,2024-04-09 16:49:59,\N,1,0,
769,Tunisia 3GB,0,Africa,2,3,30,el-jem-communications-30days-3gb,10.00,7.50,5.20,0,0,0,2023-09-05 17:24:30,2024-04-09 16:49:59,\N,1,0,
770,Tunisia 10GB,0,Asia,2,10,30,el-jem-communications-30days-10gb,23.00,19.00,16.50,0,0,0,2023-09-05 17:25:29,2024-04-09 16:49:59,\N,1,0,
771,Global Plan 1GB,1,GLOBAL,2,1,7,discover-1gb-7days,9.00,8.50,5.30,0,0,0,2023-09-06 14:02:25,2024-04-09 16:49:44,\N,1,0,
772,Global Plan 2GB,1,GLOBAL,2,2,15,discover-15days-2gb,17.00,16.00,10.40,0,0,0,2023-09-06 14:40:55,2024-04-09 16:49:44,\N,1,0,
773,Global Plan 3GB,1,GLOBAL,2,3,30,discover-30days-3gb,24.00,22.00,15.50,0,0,0,2023-09-06 14:52:19,2024-04-09 16:49:44,\N,1,0,
774,Global Plan 5GB,1,GLOBAL,2,5,60,discover-60days-5gb,35.00,32.00,25.50,0,0,0,2023-09-06 14:56:11,2024-04-09 16:49:44,\N,1,0,
775,Global Plan 10GB,1,GLOBAL,2,10,180,discover-180days-10gb,59.00,55.00,50.00,0,0,0,2023-09-06 15:00:57,2024-04-09 16:49:44,\N,1,0,
776,Global Plan 20GB,1,GLOBAL,2,20,365,discover-365days-20gb,69.00,65.00,58.50,0,0,0,2023-09-06 15:03:14,2024-04-09 16:49:44,\N,1,0,
777,Asia 1GB,0,Asia,2,1,7,asialink-7days-1gb,5.00,3.35,1.70,0,0,1,2023-09-06 15:24:29,2024-04-09 16:49:36,\N,1,0,
778,Asia 3GB,0,Asia,2,3,30,asialink-30days-3gb,13.00,8.85,4.70,0,0,1,2023-09-06 15:27:31,2024-04-09 16:49:36,\N,1,0,
779,Asia 5GB,0,Asia,2,5,30,asialink-30days-5gb,20.00,13.75,7.50,0,0,1,2023-09-06 15:29:20,2024-04-09 16:49:36,\N,1,0,
780,Asia 10GB,0,Asia,2,10,30,asialink-30days-10gb,37.00,25.75,14.50,0,0,1,2023-09-06 15:31:56,2024-04-09 16:49:36,\N,1,0,
781,Africa-24 3GB,0,Africa,2,3,30,21,42.00,38.00,0.00,0,0,1,2023-09-06 16:09:46,2024-04-09 16:49:34,2023-11-17 18:54:53,2,0,
782,Europe 1GB,0,Europe,2,1,365,7,8.00,7.00,0.00,0,0,1,2023-09-14 10:30:22,2024-04-09 16:49:42,2023-11-17 18:48:08,2,0,
783,Europe 5GB,0,Europe,2,5,365,7,20.00,18.00,0.00,0,0,1,2023-09-14 10:39:58,2024-04-09 16:49:42,2023-11-17 18:48:29,2,0,
784,Europe 10GB,0,Europe,2,10,365,7,35.00,33.00,0.00,0,0,1,2023-09-14 10:46:59,2024-04-09 16:49:42,2023-11-17 18:48:35,2,0,
785,Europe 25GB,0,Europe,2,25,365,7,79.00,65.00,50.00,0,0,1,2023-09-14 10:58:01,2024-04-09 16:49:42,2023-11-17 18:48:44,2,0,
786,Africa-24 1GB,0,Africa,2,1,365,14,30.00,27.00,24.00,0,0,1,2023-09-14 11:07:27,2024-04-09 16:49:34,2023-11-17 18:49:40,2,0,
787,Africa-24 5GB,0,Africa,2,5,365,14,90.00,85.00,0.00,0,0,1,2023-09-14 11:15:45,2024-04-09 16:49:34,2023-11-17 18:49:56,2,0,
788,Africa-24 10GB,0,Africa,2,10,365,14,165.00,160.00,0.00,0,0,1,2023-09-14 11:19:52,2024-04-09 16:49:34,2023-11-17 18:50:14,2,0,
789,Africa-24 25GB,0,Africa,2,25,365,14,375.00,371.00,300.00,0,0,1,2023-09-14 11:23:16,2024-04-09 16:49:34,2023-11-17 18:50:35,2,0,
790,North America 1GB,0,North America,2,1,365,9,11.00,9.00,0.00,0,0,1,2023-09-14 11:35:46,2024-04-09 16:49:53,2023-11-17 18:50:56,2,0,
791,North America 5GB,0,North America,2,5,365,9,35.00,33.00,0.00,0,0,1,2023-09-14 11:37:32,2024-04-09 16:49:53,2023-11-17 18:51:11,2,0,
792,North America 10GB,0,North America,2,10,365,9,65.00,62.00,0.00,0,0,1,2023-09-14 11:39:49,2024-04-09 16:49:53,2023-11-17 18:51:18,2,0,
793,North America 25GB,0,North America,2,25,365,9,150.00,148.00,125.00,0,0,1,2023-09-14 11:40:59,2024-04-09 16:49:53,2023-11-17 18:51:24,2,0,
794,Global 1GB,1,GLOBAL,2,1,365,28,25.00,21.00,0.00,0,0,0,2023-09-14 12:23:19,2024-04-09 16:49:44,2023-11-17 18:51:45,2,0,
795,Global 5GB,1,GLOBAL,2,5,365,28,70.00,64.00,0.00,0,0,0,2023-09-14 12:45:02,2024-04-09 16:49:44,2023-11-17 18:51:53,2,0,
796,Global 10GB,1,GLOBAL,2,10,365,28,130.00,121.00,0.00,0,0,0,2023-09-14 13:33:04,2024-04-09 16:49:44,2023-11-17 18:52:00,2,0,
797,Global 25GB,1,GLOBAL,2,25,365,28,300.00,282.00,250.00,0,0,0,2023-09-14 13:46:06,2024-04-09 16:49:44,2023-11-17 18:52:04,2,0,
798,Asia 20 1GB,0,Asia,2,1,7,JC183,6.00,4.00,2.90,0,0,1,2023-11-18 23:18:27,2024-04-09 16:49:36,\N,4,0,
799,Africa-29 1GB,0,Africa,2,1,7,CKH495,22.00,15.00,10.90,0,0,1,2023-12-08 20:42:30,2024-04-09 16:49:34,\N,4,0,
800,Rwanda 1GB,0,Africa,2,1,7,peace-mobile-7days-1gb,8.00,6.90,5.80,0,0,0,2023-12-08 21:54:43,2024-04-09 16:49:56,\N,1,0,
801,Rwanda 3GB,0,Africa,2,3,30,peace-mobile-30days-3gb,21.50,19.25,17.00,0,0,0,2023-12-08 21:56:29,2024-04-09 16:49:56,\N,1,0,
802,Rwanda 5GB,0,Africa,2,5,30,peace-mobile-30days-5gb,33.00,30.50,28.00,0,0,0,2023-12-08 21:57:29,2024-04-09 16:49:56,\N,1,0,
803,Rwanda 10GB,0,Africa,2,10,30,esim_10GB_30D_RW_V2,90.00,85.00,86.10,0,0,0,2023-12-08 21:59:30,2024-04-09 16:49:56,2024-01-21 16:16:55,3,0,
804,Africa-29 3GB,0,Africa,2,3,30,P1XXDOD0C,40.00,36.00,29.00,0,0,1,2023-12-08 23:17:01,2024-04-09 16:49:34,\N,4,0,
805,Africa-29 5GB,0,Africa,2,5,30,CKH497,60.00,55.00,43.00,0,0,1,2023-12-08 23:20:56,2024-04-09 16:49:34,\N,4,0,
806,Africa 29 10GB,0,Africa,2,10,30,CKH498,100.00,90.00,0.00,0,0,1,2023-12-08 23:25:24,2024-04-09 16:49:34,\N,4,0,
807,Africa 29 20GB,0,Africa,2,20,30,CKH846,150.00,130.00,0.00,0,0,1,2023-12-08 23:31:12,2024-04-09 16:49:34,\N,4,0,
808,Asia 7 1GB,0,Asia,2,1,7,JC165,4.25,3.00,1.99,0,0,1,2024-01-13 23:16:25,2024-04-09 16:49:36,\N,4,0,
809,Asia 7 3GB,0,Asia,2,3,15,JC166,9.00,7.50,5.89,0,0,1,2024-01-13 23:18:42,2024-04-09 16:49:36,\N,4,0,
810,Asia 7 5GB,0,Asia,2,5,30,JC167,15.00,12.00,9.60,0,0,1,2024-01-13 23:21:11,2024-04-09 16:49:36,\N,4,0,
811,Asia 7 10GB,0,Asia,2,10,30,JC168,25.00,21.00,18.90,0,0,1,2024-01-13 23:23:08,2024-04-09 16:49:36,\N,4,0,
812,Asia 7 20GB,0,Asia,2,20,30,JC169,45.00,40.00,37.00,0,0,1,2024-01-13 23:24:30,2024-04-09 16:49:36,\N,4,0,
813,India 20GB,0,Asia,2,20,30,indicomm-30days-20gb,40.00,38.00,34.00,0,0,0,2024-01-17 13:10:17,2024-04-09 16:49:46,\N,1,0,
814,Asia 20 3GB,0,Asia,2,3,15,JC179,12.00,9.00,7.90,0,0,1,2024-01-18 21:22:51,2024-04-09 16:49:36,\N,4,0,
815,Asia 20 5GB,0,Asia,2,5,30,JC178,20.00,18.00,15.00,0,0,1,2024-01-18 21:31:17,2024-04-09 16:49:36,\N,4,0,
816,Asia 20 10GB,0,Asia,2,10,30,JC180,40.00,35.00,29.00,0,0,1,2024-01-18 21:45:52,2024-04-09 16:49:36,\N,4,0,
817,Asia 20 20GB,0,Asia,2,20,90,JC181,50.00,45.00,40.00,0,0,1,2024-01-18 21:53:17,2024-04-09 16:49:36,\N,4,0,
818,Asia 20 50GB,0,Asia,2,50,180,JC182,120.00,100.00,90.00,0,0,1,2024-01-18 21:55:49,2024-04-09 16:49:36,\N,4,0,
819,Asia 7 50GB,0,Asia,2,50,180,P4GNDNA36,120.00,100.00,89.00,0,0,1,2024-01-18 22:05:57,2024-04-09 16:49:36,\N,4,0,
820,Global Plan 1GB,1,GLOBAL,2,1,365,PCQXBW5UJ,28.00,25.00,19.00,0,0,0,2024-01-18 23:30:07,2024-04-09 16:49:44,\N,4,0,
821,Global Plan 50GB,1,GLOBAL,2,50,180,PZS0IRQFF,175.00,150.00,130.00,0,0,0,2024-01-19 16:50:23,2024-04-09 16:49:44,\N,4,0,
822,Global Plan 100GB,1,GLOBAL,2,100,365,CKH1043,250.00,200.00,180.00,0,0,0,2024-01-19 17:06:56,2024-04-09 16:49:44,\N,4,0,
823,Africa-37 1GB,0,Africa,2,1,30,hello-africa-30days-1gb,27.00,20.00,12.00,0,0,1,2024-03-11 22:26:41,2024-04-09 16:49:34,\N,1,0,
824,Africa-37 3GB,0,Africa,2,3,30,hello-africa-30days-3gb,59.00,45.00,26.00,0,0,1,2024-03-11 22:30:43,2024-04-09 16:49:34,\N,1,0,
825,Africa-24 1GB,0,Africa,2,1,7,21,9.00,7.50,5.63,0,0,1,2024-03-14 14:32:11,2024-04-09 16:49:34,\N,2,0,
826,Aaland Islands 2GB,0,Europe,2,2,15,esim_2GB_15D_AX_V2,10.00,5.00,4.01,0,0,0,2024-04-09 16:49:34,2024-04-09 16:49:34,\N,3,0,
827,Aaland Islands 50GB,0,Europe,2,50,30,esim_50GB_30D_AX_V2,90.00,75.00,62.42,0,0,0,2024-04-09 16:49:34,2024-04-09 16:49:34,\N,3,0,
828,Aaland Islands UNL 10D,0,Europe,2,Unlimited,10,esim_UL_10D_AX_V2,50.00,30.00,25.30,0,0,0,2024-04-09 16:49:34,2024-04-09 16:49:34,\N,3,0,
829,Aaland Islands UNL 15D,0,Europe,2,Unlimited,15,esim_UL_15D_AX_V2,75.00,50.00,37.67,0,0,0,2024-04-09 16:49:34,2024-04-09 16:49:34,\N,3,0,
830,Aaland Islands UNL 1D,0,Europe,2,Unlimited,1,esim_UL_1D_AX_V2,7.50,5.00,3.02,0,0,0,2024-04-09 16:49:34,2024-04-09 16:49:34,\N,3,0,
831,Aaland Islands UNL 30D,0,Europe,2,Unlimited,30,esim_UL_30D_AX_V2,100.00,85.00,74.80,0,0,0,2024-04-09 16:49:34,2024-04-09 16:49:34,\N,3,0,
832,Aaland Islands UNL 3D,0,Europe,2,Unlimited,3,esim_UL_3D_AX_V2,18.00,15.00,7.97,0,0,0,2024-04-09 16:49:34,2024-04-09 16:49:34,\N,3,0,
833,Aaland Islands UNL 5D,0,Europe,2,Unlimited,5,esim_UL_5D_AX_V2,25.00,17.50,12.92,0,0,0,2024-04-09 16:49:34,2024-04-09 16:49:34,\N,3,0,
834,Aaland Islands UNL 7D,0,Europe,2,Unlimited,7,esim_UL_7D_AX_V2,30.00,20.00,17.87,0,0,0,2024-04-09 16:49:34,2024-04-09 16:49:34,\N,3,0,
835,Africa UNL 10D,0,Africa,2,Unlimited,10,esim_UL_10D_RAF_V2,100.00,95.00,91.30,0,0,0,2024-04-09 16:49:34,2024-04-09 16:49:34,\N,3,0,
836,Africa UNL 15D,0,Africa,2,Unlimited,15,esim_UL_15D_RAF_V2,150.00,142.00,#N/A,0,0,0,2024-04-09 16:49:34,2024-04-09 16:49:34,2024-07-05 16:49:34,3,0,
837,Africa UNL 1D,0,Africa,2,Unlimited,1,esim_UL_1D_RAF_V2,12.50,11.00,9.62,0,0,0,2024-04-09 16:49:34,2024-04-09 16:49:34,\N,3,0,
838,Africa UNL 3D,0,Africa,2,Unlimited,3,esim_UL_3D_RAF_V2,36.00,32.00,27.77,0,0,0,2024-04-09 16:49:34,2024-04-09 16:49:34,\N,3,0,
839,Africa UNL 5D,0,Africa,2,Unlimited,5,esim_UL_5D_RAF_V2,60.00,54.00,45.92,0,0,0,2024-04-09 16:49:34,2024-04-09 16:49:34,\N,3,0,
840,Africa UNL 7D,0,Africa,2,Unlimited,7,esim_UL_7D_RAF_V2,75.00,70.00,64.07,0,0,0,2024-04-09 16:49:34,2024-04-09 16:49:34,\N,3,0,
841,Africa-11 2GB,0,Africa,2,2,15,esim_2GB_15D_RAF_V2,20.00,16.00,13.25,0,0,0,2024-04-09 16:49:35,2024-04-09 16:49:35,\N,3,0,
842,Albania 2GB,0,Eastern Europe,2,2,15,esim_2GB_15D_AL_V2,8.00,7.00,4.71,0,0,0,2024-04-09 16:49:35,2024-04-09 16:49:35,\N,3,0,
843,Albania 50GB,0,Eastern Europe,2,50,30,esim_50GB_30D_AL_V2,100.00,85.00,74.80,0,0,0,2024-04-09 16:49:35,2024-04-09 16:49:35,\N,3,0,
844,Albania UNL 10D,0,Eastern Europe,2,Unlimited,10,esim_UL_10D_AL_V2,40.00,34.00,30.25,0,0,0,2024-04-09 16:49:35,2024-04-09 16:49:35,\N,3,0,
845,Albania UNL 15D,0,Eastern Europe,2,Unlimited,15,esim_UL_15D_AL_V2,50.00,45.00,45.10,0,0,0,2024-04-09 16:49:35,2024-04-09 16:49:35,\N,3,0,
846,Albania UNL 1D,0,Eastern Europe,2,Unlimited,1,esim_UL_1D_AL_V2,7.50,4.50,3.52,0,0,0,2024-04-09 16:49:35,2024-04-09 16:49:35,\N,3,0,
847,Albania UNL 30D,0,Eastern Europe,2,Unlimited,30,esim_UL_30D_AL_V2,100.00,90.00,89.65,0,0,0,2024-04-09 16:49:35,2024-04-09 16:49:35,\N,3,0,
848,Albania UNL 3D,0,Eastern Europe,2,Unlimited,3,esim_UL_3D_AL_V2,20.00,15.00,9.46,0,0,0,2024-04-09 16:49:35,2024-04-09 16:49:35,\N,3,0,
849,Albania UNL 5D,0,Eastern Europe,2,Unlimited,5,esim_UL_5D_AL_V2,28.00,18.00,15.40,0,0,0,2024-04-09 16:49:35,2024-04-09 16:49:35,\N,3,0,
850,Albania UNL 7D,0,Eastern Europe,2,Unlimited,7,esim_UL_7D_AL_V2,36.00,25.00,21.34,0,0,0,2024-04-09 16:49:35,2024-04-09 16:49:35,\N,3,0,
851,Algeria 2GB,0,Africa,2,2,15,algecom-15days-2gb,13.00,10.40,7.80,0,0,0,2024-04-09 16:49:35,2024-04-09 16:49:35,\N,1,0,
852,Algeria UNL 10D,0,Africa,2,Unlimited,10,esim_UL_10D_DZ_V2,100.00,92.00,91.30,0,0,0,2024-04-09 16:49:35,2024-04-09 16:49:35,\N,3,0,
853,Algeria UNL 15D,0,Africa,2,Unlimited,15,esim_UL_15D_DZ_V2,135.00,128.00,#N/A,0,0,0,2024-04-09 16:49:35,2024-04-09 16:49:35,2024-07-05 16:49:34,3,0,
854,Algeria UNL 1D,0,Africa,2,Unlimited,1,esim_UL_1D_DZ_V2,12.00,10.00,9.62,0,0,0,2024-04-09 16:49:35,2024-04-09 16:49:35,\N,3,0,
855,Algeria UNL 3D,0,Africa,2,Unlimited,3,esim_UL_3D_DZ_V2,32.00,29.00,27.77,0,0,0,2024-04-09 16:49:35,2024-04-09 16:49:35,\N,3,0,
856,Algeria UNL 5D,0,Africa,2,Unlimited,5,esim_UL_5D_DZ_V2,50.00,46.00,45.92,0,0,0,2024-04-09 16:49:35,2024-04-09 16:49:35,\N,3,0,
857,Algeria UNL 7D,0,Africa,2,Unlimited,7,esim_UL_7D_DZ_V2,70.00,65.00,64.07,0,0,0,2024-04-09 16:49:35,2024-04-09 16:49:35,\N,3,0,
858,Americas 10GB,0,LATAM,2,10,30,esim_10GB_30D_RLA_V2,40.00,35.00,25.44,0,0,0,2024-04-09 16:49:35,2024-04-09 16:49:35,\N,3,0,
859,Americas 1GB,0,LATAM,2,1,7,esim_1GB_7D_RLA_V2,5.00,4.00,3.40,0,0,0,2024-04-09 16:49:35,2024-04-09 16:49:35,\N,3,0,
860,Americas 20GB,0,LATAM,2,20,30,esim_20GB_30D_RLA_V2,60.00,52.00,45.43,0,0,0,2024-04-09 16:49:35,2024-04-09 16:49:35,\N,3,0,
861,Americas 2GB,0,LATAM,2,2,15,esim_2GB_15D_RLA_V2,10.00,7.25,6.26,0,0,0,2024-04-09 16:49:35,2024-04-09 16:49:35,\N,3,0,
862,Americas 3GB,0,LATAM,2,3,30,esim_3GB_30D_RLA_V2,15.00,12.00,8.63,0,0,0,2024-04-09 16:49:35,2024-04-09 16:49:35,\N,3,0,
863,Americas 50GB,0,LATAM,2,50,30,esim_50GB_30D_RLA_V2,120.00,100.00,102.55,0,0,0,2024-04-09 16:49:35,2024-04-09 16:49:35,\N,3,0,
864,Americas 5GB,0,LATAM,2,5,30,esim_5GB_30D_RLA_V2,20.00,17.50,14.01,0,0,0,2024-04-09 16:49:35,2024-04-09 16:49:35,\N,3,0,
865,Americas UNL 10D,0,LATAM,2,Unlimited,10,esim_UL_10D_RLA_V2,75.00,60.00,41.35,0,0,0,2024-04-09 16:49:35,2024-04-09 16:49:35,\N,3,0,
866,Americas UNL 15D,0,LATAM,2,Unlimited,15,esim_UL_15D_RLA_V2,95.00,75.00,61.75,0,0,0,2024-04-09 16:49:35,2024-04-09 16:49:35,\N,3,0,
867,Americas UNL 1D,0,LATAM,2,Unlimited,1,esim_UL_1D_RLA_V2,10.00,7.00,4.63,0,0,0,2024-04-09 16:49:35,2024-04-09 16:49:35,\N,3,0,
868,Americas UNL 30D,0,LATAM,2,Unlimited,30,esim_UL_30D_RLA_V2,140.00,120.00,122.95,0,0,0,2024-04-09 16:49:35,2024-04-09 16:49:35,\N,3,0,
869,Americas UNL 3D,0,LATAM,2,Unlimited,3,esim_UL_3D_RLA_V2,28.00,20.00,12.79,0,0,0,2024-04-09 16:49:35,2024-04-09 16:49:35,\N,3,0,
870,Americas UNL 5D,0,LATAM,2,Unlimited,5,esim_UL_5D_RLA_V2,35.00,26.00,20.95,0,0,0,2024-04-09 16:49:35,2024-04-09 16:49:35,\N,3,0,
871,Americas UNL 7D,0,LATAM,2,Unlimited,7,esim_UL_7D_RLA_V2,49.00,37.50,29.11,0,0,0,2024-04-09 16:49:35,2024-04-09 16:49:35,\N,3,0,
872,Andorra 2GB,0,Europe,2,2,15,handi-15days-2gb,8.00,5.00,2.90,0,0,0,2024-04-09 16:49:36,2024-04-09 16:49:36,\N,1,0,
873,Andorra UNL 10D,0,Europe,2,Unlimited,10,esim_UL_10D_AD_V2,149.00,119.00,91.30,0,0,0,2024-04-09 16:49:36,2024-04-09 16:49:36,\N,3,0,
874,Andorra UNL 15D,0,Europe,2,Unlimited,15,esim_UL_15D_AD_V2,223.00,178.00,#N/A,0,0,0,2024-04-09 16:49:36,2024-04-09 16:49:36,2024-07-05 16:49:34,3,0,
875,Andorra UNL 1D,0,Europe,2,Unlimited,1,esim_UL_1D_AD_V2,15.00,12.00,9.62,0,0,0,2024-04-09 16:49:36,2024-04-09 16:49:36,\N,3,0,
876,Andorra UNL 3D,0,Europe,2,Unlimited,3,esim_UL_3D_AD_V2,45.00,36.00,27.77,0,0,0,2024-04-09 16:49:36,2024-04-09 16:49:36,\N,3,0,
877,Andorra UNL 5D,0,Europe,2,Unlimited,5,esim_UL_5D_AD_V2,75.00,60.00,45.92,0,0,0,2024-04-09 16:49:36,2024-04-09 16:49:36,\N,3,0,
878,Andorra UNL 7D,0,Europe,2,Unlimited,7,esim_UL_7D_AD_V2,100.00,85.00,64.07,0,0,0,2024-04-09 16:49:36,2024-04-09 16:49:36,\N,3,0,
879,Anguilla 2GB,0,Caribbean,2,2,15,esim_2GB_15D_AI_V2,55.00,50.00,46.75,0,0,0,2024-04-09 16:49:36,2024-04-09 16:49:36,\N,3,0,
880,Anguilla UNL 1D,0,Caribbean,2,Unlimited,1,esim_UL_1D_AI_V2,55.00,44.00,33.55,0,0,0,2024-04-09 16:49:36,2024-04-09 16:49:36,\N,3,0,
881,Anguilla UNL 3D,0,Caribbean,2,Unlimited,3,esim_UL_3D_AI_V2,161.00,129.00,99.55,0,0,0,2024-04-09 16:49:36,2024-04-09 16:49:36,\N,3,0,
882,Antigua And Barbuda 2GB,0,Caribbean,2,2,15,esim_2GB_15D_AG_V2,55.00,50.00,46.75,0,0,0,2024-04-09 16:49:36,2024-04-09 16:49:36,\N,3,0,
883,Antigua And Barbuda UNL 1D,0,Caribbean,2,Unlimited,1,esim_UL_1D_AG_V2,50.00,40.00,33.55,0,0,0,2024-04-09 16:49:36,2024-04-09 16:49:36,\N,3,0,
884,Antigua And Barbuda UNL 3D,0,Caribbean,2,Unlimited,3,esim_UL_3D_AG_V2,150.00,120.00,99.55,0,0,0,2024-04-09 16:49:36,2024-04-09 16:49:36,\N,3,0,
885,Argentina 2GB,0,LATAM,2,2,15,esim_2GB_15D_AR_V2,15.00,10.00,6.14,0,0,0,2024-04-09 16:49:36,2024-04-09 16:49:36,\N,3,0,
886,Argentina 50GB,0,LATAM,2,50,30,esim_50GB_30D_AR_V2,120.00,100.00,100.37,0,0,0,2024-04-09 16:49:36,2024-04-09 16:49:36,\N,3,0,
887,Argentina UNL 10D,0,LATAM,2,Unlimited,10,esim_UL_10D_AR_V2,75.00,50.00,40.48,0,0,0,2024-04-09 16:49:36,2024-04-09 16:49:36,\N,3,0,
888,Argentina UNL 15D,0,LATAM,2,Unlimited,15,esim_UL_15D_AR_V2,99.00,79.00,60.44,0,0,0,2024-04-09 16:49:36,2024-04-09 16:49:36,\N,3,0,
889,Argentina UNL 1D,0,LATAM,2,Unlimited,1,esim_UL_1D_AR_V2,9.00,6.00,4.54,0,0,0,2024-04-09 16:49:36,2024-04-09 16:49:36,\N,3,0,
890,Argentina UNL 30D,0,LATAM,2,Unlimited,30,esim_UL_30D_AR_V2,195.00,156.00,120.34,0,0,0,2024-04-09 16:49:36,2024-04-09 16:49:36,\N,3,0,
891,Argentina UNL 3D,0,LATAM,2,Unlimited,3,esim_UL_3D_AR_V2,20.00,16.00,12.53,0,0,0,2024-04-09 16:49:36,2024-04-09 16:49:36,\N,3,0,
892,Argentina UNL 5D,0,LATAM,2,Unlimited,5,esim_UL_5D_AR_V2,35.00,27.00,20.51,0,0,0,2024-04-09 16:49:36,2024-04-09 16:49:36,\N,3,0,
893,Argentina UNL 7D,0,LATAM,2,Unlimited,7,esim_UL_7D_AR_V2,45.00,37.00,28.50,0,0,0,2024-04-09 16:49:36,2024-04-09 16:49:36,\N,3,0,
894,Armenia 2GB,0,Eastern Europe,2,2,15,esim_2GB_15D_AM_V2,12.50,10.00,9.79,0,0,0,2024-04-09 16:49:36,2024-04-09 16:49:36,\N,3,0,
895,Armenia UNL 10D,0,Eastern Europe,2,Unlimited,10,esim_UL_10D_AM_V2,109.00,87.00,66.55,0,0,0,2024-04-09 16:49:36,2024-04-09 16:49:36,\N,3,0,
896,Armenia UNL 15D,0,Eastern Europe,2,Unlimited,15,esim_UL_15D_AM_V2,161.00,129.00,99.55,0,0,0,2024-04-09 16:49:36,2024-04-09 16:49:36,\N,3,0,
897,Armenia UNL 1D,0,Eastern Europe,2,Unlimited,1,esim_UL_1D_AM_V2,11.00,9.00,7.15,0,0,0,2024-04-09 16:49:36,2024-04-09 16:49:36,\N,3,0,
898,Armenia UNL 3D,0,Eastern Europe,2,Unlimited,3,esim_UL_3D_AM_V2,30.00,26.00,20.35,0,0,0,2024-04-09 16:49:36,2024-04-09 16:49:36,\N,3,0,
899,Armenia UNL 5D,0,Eastern Europe,2,Unlimited,5,esim_UL_5D_AM_V2,50.00,44.00,33.55,0,0,0,2024-04-09 16:49:36,2024-04-09 16:49:36,\N,3,0,
900,Armenia UNL 7D,0,Eastern Europe,2,Unlimited,7,esim_UL_7D_AM_V2,75.00,61.00,46.75,0,0,0,2024-04-09 16:49:36,2024-04-09 16:49:36,\N,3,0,
901,Asia 2GB,0,Asia,2,2,15,esim_2GB_15D_RAS_V2,10.00,7.50,5.38,0,0,0,2024-04-09 16:49:36,2024-04-09 16:49:36,\N,3,0,
