57,Plan for Madagascar,false,Africa,2,1,7,esimgnr_1GB_7D_MG_U,9.5,7.2,5.8,false,false,false,2023-06-24T08:26:01.444Z,2023-07-21T07:52:36.000Z,,,130,Madagascar,MG,MG,MDG,261,2023-06-24T08:13:46.348Z,2023-06-24T08:14:56.000Z
58,Plan for Niger,false,Africa,2,1,7,esimgnr_1GB_7D_NE_U,15,12,9.8,false,false,false,2023-06-24T08:26:01.447Z,2023-07-21T07:52:36.000Z,,,160,Niger,NE,NE,NER,227,2023-06-24T08:13:46.348Z,2023-06-24T08:15:12.000Z
59,Plan for Tanzania,false,Africa,2,1,7,esimgnr_1GB_7D_TZ_U,15,13.8,4.8,false,false,false,2023-06-24T08:26:01.459Z,2023-07-21T07:52:36.000Z,,,218,Tanzania,TZ,TZ,TZA,255,2023-06-24T08:13:46.348Z,2023-06-24T08:15:46.000Z
61,Plan for Réunion,false,Africa,2,1,7,esimgnr_1GB_7D_RE_U,9.5,7.2,5.8,false,false,false,2023-06-24T08:26:01.469Z,2023-07-21T07:52:36.000Z,,,180,Reunion,RE,RE,REU,262,2023-06-24T08:13:46.348Z,2023-06-24T08:15:23.000Z
62,Plan for Zambia,false,Africa,2,1,7,esimgnr_1GB_7D_ZM_U,9.5,7.2,5.8,false,false,false,2023-06-24T08:26:01.470Z,2023-07-21T07:52:36.000Z,,,246,Zambia,ZM,ZM,ZMB,260,2023-06-24T08:13:46.348Z,2023-06-24T08:16:01.000Z
63,Plan for Senegal,false,Africa,2,1,7,esimgnr_1GB_7D_SN_U,10,9.5,9.8,false,false,false,2023-06-24T08:26:01.473Z,2023-07-21T07:52:36.000Z,,,195,Senegal,SN,SN,SEN,221,2023-06-24T08:13:46.348Z,2023-06-24T08:15:31.000Z
67,Plan for Seychelles,false,Africa,2,1,7,esimgnr_1GB_7D_SC_U,9.5,7.2,5.8,false,false,false,2023-06-24T08:26:01.492Z,2023-07-21T07:52:36.000Z,,,197,Seychelles,SC,SC,SYC,248,2023-06-24T08:13:46.348Z,2023-06-24T08:15:33.000Z
68,Plan for Mali,false,Africa,2,1,7,esimgnr_1GB_7D_ML_U,15,12,9.8,false,false,false,2023-06-24T08:26:01.493Z,2023-07-21T07:52:36.000Z,,,134,Mali,ML,ML,MLI,223,2023-06-24T08:13:46.348Z,2023-06-24T08:14:58.000Z
71,Plan for Thailand,false,Asia,2,1,7,esimgnr_1GB_7D_TH_U,5,3.5,2.2,false,false,false,2023-06-24T08:26:01.508Z,2023-07-21T07:52:39.000Z,,,219,Thailand,TH,TH,THA,66,2023-06-24T08:13:46.348Z,2023-06-24T08:15:47.000Z
73,Plan for Vietnam,false,Asia,2,1,7,esimgnr_1GB_7D_VN_U,5,3,2.5,false,false,false,2023-06-24T08:26:01.511Z,2023-07-21T07:52:39.000Z,,,240,Vietnam,VN,VN,VNM,84,2023-06-24T08:13:46.348Z,2023-06-24T08:15:58.000Z
77,Plan for Uganda,false,Africa,2,1,7,esimgnr_1GB_7D_UG_U,9.5,6.5,4.8,false,false,false,2023-06-24T08:26:01.523Z,2023-07-21T07:52:36.000Z,,,229,Uganda,UG,UG,UGA,256,2023-06-24T08:13:46.348Z,2023-06-24T08:15:53.000Z
81,Plan for Panama,false,LATAM,2,1,7,esimgnr_1GB_7D_PA_U,9.5,7.2,5.8,false,false,false,2023-06-24T08:26:01.535Z,2023-07-21T07:52:47.000Z,,,170,Panama,PA,PA,PAN,507,2023-06-24T08:13:46.348Z,2023-06-24T08:15:17.000Z
82,Plan for El Salvador,false,LATAM,2,1,7,esimgnr_1GB_7D_SV_U,9.5,7.2,5.8,false,false,false,2023-06-24T08:26:01.535Z,2023-07-21T07:52:46.000Z,,,66,El Salvador,SV,SV,SLV,503,2023-06-24T08:13:46.348Z,2023-06-24T08:14:21.000Z
83,Plan for Paraguay,false,LATAM,2,1,7,esimgnr_1GB_7D_PY_U,12,9,7.5,false,false,false,2023-06-24T08:26:01.539Z,2023-07-21T07:52:47.000Z,,,172,Paraguay,PY,PY,PRY,595,2023-06-24T08:13:46.348Z,2023-06-24T08:15:19.000Z
84,Plan for Peru,false,LATAM,2,1,7,esimgnr_1GB_7D_PE_U,9.5,7.2,5.8,false,false,false,2023-06-24T08:26:01.548Z,2023-07-21T07:52:47.000Z,,,173,Peru,PE,PE,PER,51,2023-06-24T08:13:46.348Z,2023-06-24T08:15:20.000Z
89,Plan for Nicaragua,false,LATAM,2,1,7,esimgnr_1GB_7D_NI_U,9.5,7.2,5.8,false,false,false,2023-06-24T08:26:01.559Z,2023-07-21T07:52:47.000Z,,,159,Nicaragua,NI,NI,NIC,505,2023-06-24T08:13:46.348Z,2023-06-24T08:15:11.000Z
90,Plan for Azerbaijan,false,Middle East,2,1,7,esimgnr_1GB_7D_AZ_U,9.5,7.2,5.8,false,false,false,2023-06-24T08:26:01.559Z,2023-07-21T07:52:48.000Z,,,16,Azerbaijan,AZ,AZ,AZE,994,2023-06-24T08:13:46.348Z,2023-06-24T08:13:54.000Z
93,Plan for Brunei Darussalam,false,Middle East,2,1,7,esimgnr_1GB_7D_BN_U,12,9,7.5,false,false,false,2023-06-24T08:26:01.567Z,2023-07-21T07:52:48.000Z,,,33,Brunei,BN,BN,BRN,673,2023-06-24T08:13:46.348Z,2023-06-24T08:14:04.000Z
94,Plan for Israel,false,Middle East,2,1,7,esimgnr_1GB_7D_IL_U,5,3.5,2.5,false,false,false,2023-06-24T08:26:01.568Z,2023-07-21T07:52:48.000Z,,,106,Israel,IL,IL,ISR,972,2023-06-24T08:13:46.348Z,2023-06-24T08:14:42.000Z
99,Plan for United Arab Emirates (UAE),false,Middle East,2,1,7,esimgnr_1GB_7D_AE_U,7.5,4,2.5,false,false,false,2023-06-24T08:26:01.587Z,2023-07-21T07:52:49.000Z,,,231,United Arab Emirates,AE,AE,ARE,971,2023-06-24T08:13:46.348Z,2023-06-24T08:15:54.000Z
100,Plan for Yemen,false,Middle East,2,1,7,esimgnr_1GB_7D_YE_U,9.5,7.2,5.8,false,false,false,2023-06-24T08:26:01.588Z,2023-07-21T07:52:49.000Z,,,245,Yemen,YE,YE,YEM,967,2023-06-24T08:13:46.348Z,2023-06-24T08:16:00.000Z
101,Plan for Austria,false,Europe,2,1,7,esimgnr_1GB_7D_AT_U,5,2.5,1.7,false,false,false,2023-06-24T08:26:01.591Z,2023-07-21T07:52:41.000Z,,,15,Austria,AT,AT,AUT,43,2023-06-24T08:13:46.348Z,2023-06-24T08:13:54.000Z
103,Plan for Jordan,false,Middle East,2,1,7,esimgnr_1GB_7D_JO_U,7,4.25,3.5,false,false,false,2023-06-24T08:26:01.601Z,2023-07-21T07:52:48.000Z,,,111,Jordan,JO,JO,JOR,962,2023-06-24T08:13:46.348Z,2023-06-24T08:14:45.000Z
104,Plan For Bulgaria,false,Europe,2,1,7,esimgnr_1GB_7D_BG_U,5,2.5,1.7,false,false,false,2023-06-24T08:26:01.604Z,2023-07-21T07:52:41.000Z,,,34,Bulgaria,BG,BG,BGR,359,2023-06-24T08:13:46.348Z,2023-06-24T08:14:05.000Z
105,Plan for Uruguay,false,LATAM,2,1,7,esimgnr_1GB_7D_UY_U,9.5,7.2,5.8,false,false,false,2023-06-24T08:26:01.606Z,2023-07-21T07:52:47.000Z,,,235,Uruguay,UY,UY,URY,598,2023-06-24T08:13:46.348Z,2023-06-24T08:15:56.000Z
107,Plan For Cyprus,false,Europe,2,1,7,esimgnr_1GB_7D_CY_U,5,2.5,1.7,false,false,false,2023-06-24T08:26:01.613Z,2023-07-21T07:52:41.000Z,,,57,Cyprus,CY,CY,CYP,357,2023-06-24T08:13:46.348Z,2023-06-24T08:14:17.000Z
108,Plan for Saudi Arabia,false,Middle East,2,1,7,esimgnr_1GB_7D_SA_U,7,4.25,3.5,false,false,false,2023-06-24T08:26:01.613Z,2023-07-21T07:52:49.000Z,,,194,Saudi Arabia,SA,SA,SAU,966,2023-06-24T08:13:46.348Z,2023-06-24T08:15:31.000Z
109,Plan For Denmark,false,Europe,2,1,7,esimgnr_1GB_7D_DK_U,5,2.5,1.7,false,false,false,2023-06-24T08:26:01.618Z,2023-07-21T07:52:41.000Z,,,59,Denmark,DK,DK,DNK,45,2023-06-24T08:13:46.348Z,2023-06-24T08:14:17.000Z
110,Plan For Estonia,false,Europe,2,1,7,esimgnr_1GB_7D_EE_U,5,2.5,1.7,false,false,false,2023-06-24T08:26:01.621Z,2023-07-21T07:52:41.000Z,,,69,Estonia,EE,EE,EST,372,2023-06-24T08:13:46.348Z,2023-06-24T08:14:22.000Z
111,Plan For Finland,false,Europe,2,1,7,esimgnr_1GB_7D_FI_U,5,2.5,1.7,false,false,false,2023-06-24T08:26:01.621Z,2023-07-21T07:52:41.000Z,,,74,Finland,FI,FI,FIN,358,2023-06-24T08:13:46.348Z,2023-06-24T08:14:26.000Z
112,Plan for Kuwait,false,Middle East,2,1,7,esimgnr_1GB_7D_KW_U,7,4.25,3.5,false,false,false,2023-06-24T08:26:01.624Z,2023-07-21T07:52:48.000Z,,,117,Kuwait,KW,KW,KWT,965,2023-06-24T08:13:46.348Z,2023-06-24T08:14:49.000Z
113,Plan for Argentina,false,LATAM,2,1,7,esimgnr_1GB_7D_AR_U,9.5,7.2,5.8,false,false,false,2023-06-24T08:26:01.628Z,2023-07-21T07:52:46.000Z,,,11,Argentina,AR,AR,ARG,54,2023-06-24T08:13:46.348Z,2023-06-24T08:13:52.000Z
114,Plan for Chad,false,Africa,2,1,7,esimgnr_1GB_7D_TD_U,9.5,7.2,5.8,false,false,false,2023-06-24T08:26:01.629Z,2023-07-21T07:52:36.000Z,,,43,Chad,TD,TD,TCD,235,2023-06-24T08:13:46.348Z,2023-06-24T08:14:10.000Z
115,Plan For Czech Republic,false,Europe,2,1,7,esimgnr_1GB_7D_CZ_U,5,2.5,1.7,false,false,false,2023-06-24T08:26:01.632Z,2023-07-21T07:52:41.000Z,,,58,Czech Republic,CZ,CZ,CZE,420,2023-06-24T08:13:46.348Z,2023-06-24T08:14:17.000Z
116,Plan for Chile,false,LATAM,2,1,7,esimgnr_1GB_7D_CL_U,7,4.25,3.5,false,false,false,2023-06-24T08:26:01.636Z,2023-07-21T07:52:46.000Z,,,44,Chile,CL,CL,CHL,56,2023-06-24T08:13:46.348Z,2023-06-24T08:14:10.000Z
117,Plan for Brazil,false,LATAM,2,1,7,esimgnr_1GB_7D_BR_U,7,4.25,3.5,false,false,false,2023-06-24T08:26:01.637Z,2023-07-21T07:52:46.000Z,,,31,Brazil,BR,BR,BRA,55,2023-06-24T08:13:46.348Z,2023-06-24T08:14:02.000Z
