id,plan_name,global_plan,is_Regional,region,plan_type,data,validity,package_name,retail_price,wholesale_price,cost_price,singleUse,test_plan,isRegional,created_at,updated_at,deleted_at,vendor_id
283,Argentina 5GB,0,0,LATM,2,5,30,esimg_5GB_30D_AR_U,35,30,23,0,0,0,2023-06-24 13:26:02.098473,2023-06-24 13:26:02.098473,(NULL),3
281,Bolivia 5GB,0,0,LATM,2,5,30,esimg_5GB_30D_BO_U,40,36,28.8,0,0,0,2023-06-24 13:26:02.090932,2023-06-24 13:26:02.090932,(NULL),3
284,Brazil 5GB,0,0,LATM,2,5,30,esimg_5GB_30D_BR_U,25,20,15,0,0,0,2023-06-24 13:26:02.110431,2023-06-24 13:26:02.110431,(NULL),3
289,Chile 5GB,0,0,LATM,2,5,30,esimg_5GB_30D_CL_U,25,20,15,0,0,0,2023-06-24 13:26:02.123397,2023-06-24 13:26:02.123397,(NULL),3
288,Colombia 5GB,0,0,LATM,2,5,30,esimg_5GB_30D_CO_U,40,36,28.8,0,0,0,2023-06-24 13:26:02.115113,2023-06-24 13:26:02.115113,(NULL),3
298,Costa Rica 5GB,0,0,LATM,2,5,30,esimg_5GB_30D_CR_U,35,30,23,0,0,0,2023-06-24 13:26:02.145351,2023-06-24 13:26:02.145351,(NULL),3
306,Ecuador 5GB,0,0,LATM,2,5,30,esimg_5GB_30D_EC_U,35,30,23,0,0,0,2023-06-24 13:26:02.165690,2023-06-24 13:26:02.165690,(NULL),3
294,El Salvador 5GB,0,0,LATM,2,5,30,esimg_5GB_30D_SV_U,35,30,23,0,0,0,2023-06-24 13:26:02.134125,2023-06-24 13:26:02.134125,(NULL),3
323,Guatemala 5GB,0,0,LATM,2,5,30,esimg_5GB_30D_GT_U,40,36,28.8,0,0,0,2023-06-24 13:26:02.207228,2023-06-24 13:26:02.207228,(NULL),3
326,Honduras 5GB,0,0,LATM,2,5,30,honnet-30days-5gb,37.5,34.5,37.5,1,0,0,2023-06-24 13:26:02.215979,2023-06-24 13:26:02.215979,(NULL),1
334,Mexico 5GB,0,0,LATM,2,5,30,esimg_5GB_30D_MX_U,15,12,15,0,0,0,2023-06-24 13:26:02.234727,2023-06-24 13:26:02.234727,(NULL),3
342,Nicaragua 5GB,0,0,LATM,2,5,30,esimg_5GB_30D_NI_U,35,30,23,0,0,0,2023-06-24 13:26:02.254395,2023-06-24 13:26:02.254395,(NULL),3
356,Panama 5GB,0,0,LATM,2,5,30,esimg_5GB_30D_PA_U,35,30,23,0,0,0,2023-06-24 13:26:02.286165,2023-06-24 13:26:02.286165,(NULL),3
346,Paraguay 5GB,0,0,LATM,2,5,30,esimg_5GB_30D_PY_U,40,36,28.8,0,0,0,2023-06-24 13:26:02.261853,2023-06-24 13:26:02.261853,(NULL),3
366,Peru 5GB,0,0,LATM,2,5,30,esimg_5GB_30D_PE_U,35,30,23,0,0,0,2023-06-24 13:26:02.310913,2023-06-24 13:26:02.310913,(NULL),3
354,Puerto Rico 5GB,0,0,LATM,2,5,30,boricua-mobile-30days-5gb,16,14.8,16,1,0,0,2023-06-24 13:26:02.284425,2023-06-24 13:26:02.284425,(NULL),1
387,Uruguay 5GB,0,0,LATM,2,5,30,esimg_5GB_30D_UY_U,35,30,23,0,0,0,2023-06-24 13:26:02.356828,2023-06-24 13:26:02.356828,(NULL),3
383,Venezuela 5GB,0,0,LATM,2,5,30,aragua-mobile-30days-5gb,40,36,40,1,0,0,2023-06-24 13:26:02.350821,2023-06-24 13:26:02.350821,(NULL),1
389,Argentina 10GB,0,0,LATM,2,10,30,esimg_10GB_30D_AR_U,55,50,40.3,0,0,0,2023-06-24 13:26:02.362101,2023-06-24 13:26:02.362101,(NULL),3
407,Bolivia 10GB,0,0,LATM,2,10,30,esimg_10GB_30D_BO_U,75,65,51.8,0,0,0,2023-06-24 13:26:02.405265,2023-06-24 13:26:02.405265,(NULL),3
399,Brazil 10GB,0,0,LATM,2,10,30,esimg_10GB_30D_BR_U,40,35,26.5,0,0,0,2023-06-24 13:26:02.391103,2023-06-24 13:26:02.391103,(NULL),3
397,Chile 10GB,0,0,LATM,2,10,30,esimg_10GB_30D_CL_U,40,35,26.5,0,0,0,2023-06-24 13:26:02.386249,2023-06-24 13:26:02.386249,(NULL),3
400,Colombia 10GB,0,0,LATM,2,10,30,esimg_10GB_30D_CO_U,75,65,51.8,0,0,0,2023-06-24 13:26:02.392611,2023-06-24 13:26:02.392611,(NULL),3
410,Costa Rica 10GB,0,0,LATM,2,10,30,esimg_10GB_30D_CR_U,55,50,40.3,0,0,0,2023-06-24 13:26:02.412390,2023-06-24 13:26:02.412390,(NULL),3
420,Ecuador 10GB,0,0,LATM,2,10,30,esimg_10GB_30D_EC_U,55,50,40.3,0,0,0,2023-06-24 13:26:02.434686,2023-06-24 13:26:02.434686,(NULL),3
428,El Salvador 10GB,0,0,LATM,2,10,30,esimg_10GB_30D_SV_U,55,50,40.3,0,0,0,2023-06-24 13:26:02.450905,2023-06-24 13:26:02.450905,(NULL),3
421,Guatemala 10GB,0,0,LATM,2,10,30,esimg_10GB_30D_GT_U,61,60.9,51.8,0,0,0,2023-06-24 13:26:02.437015,2023-06-24 13:26:02.437015,(NULL),3
432,Mexico 10GB,0,0,LATM,2,10,30,esimg_10GB_30D_MX_U,25,20,26.5,0,0,0,2023-06-24 13:26:02.458933,2023-06-24 13:26:02.458933,(NULL),3
452,Nicaragua 10GB,0,0,LATM,2,10,30,esimg_10GB_30D_NI_U,55,50,40.3,0,0,0,2023-06-24 13:26:02.501780,2023-06-24 13:26:02.501780,(NULL),3
444,Panama 10GB,0,0,LATM,2,10,30,esimg_10GB_30D_PA_U,55,50,40.3,0,0,0,2023-06-24 13:26:02.484212,2023-06-24 13:26:02.484212,(NULL),3
449,Paraguay 10GB,0,0,LATM,2,10,30,esimg_10GB_30D_PY_U,75,65,51.8,0,0,0,2023-06-24 13:26:02.497044,2023-06-24 13:26:02.497044,(NULL),3
467,Peru 10GB,0,0,LATM,2,10,30,esimg_10GB_30D_PE_U,55,50,40.3,0,0,0,2023-06-24 13:26:02.533928,2023-06-24 13:26:02.533928,(NULL),3
461,Puerto Rico 10GB,0,0,LATM,2,10,30,boricua-mobile-30days-10gb,25,23,25,1,0,0,2023-06-24 13:26:02.519244,2023-06-24 13:26:02.519244,(NULL),1
486,Uruguay 10GB,0,0,LATM,2,10,30,esimg_10GB_30D_UY_U,55,50,40.3,0,0,0,2023-06-24 13:26:02.572978,2023-06-24 13:26:02.572978,(NULL),3
96,Afghanistan,0,0,Middle East,2,1,7,sohbat-mobile-7days-1gb,8,7.5,6.8,1,0,0,2023-06-24 13:26:01.581074,2023-06-24 13:26:01.581074,(NULL),1
98,Armenia,0,0,Middle East,2,1,7,arpi-telecom-7-days-1gb,9.5,7.2,6.5,1,0,0,2023-06-24 13:26:01.587370,2023-06-24 13:26:01.587370,(NULL),1
90,Azerbaijan,0,0,Middle East,2,1,7,esimg_1GB_7D_AZ_U,9.5,7.2,5.8,0,0,0,2023-06-24 13:26:01.559959,2023-06-24 13:26:01.559959,(NULL),3
91,Bahrain,0,0,Middle East,2,1,7,saar-mobile-7days-1gb,6,5.5,6,1,0,0,2023-06-24 13:26:01.561192,2023-06-24 13:26:01.561192,(NULL),1
93,Brunei Darussalam,0,0,Middle East,2,1,7,esimg_1GB_7D_BN_U,12,9,7.5,0,0,0,2023-06-24 13:26:01.567238,2023-06-24 13:26:01.567238,(NULL),3
564,Iran,0,0,Middle East,2,1,7,babel-mobile-7days-1gb,9.5,9,9.5,1,0,0,2023-06-24 13:26:02.762987,2023-06-24 13:26:02.762987,(NULL),1
557,Iraq,0,0,Middle East,2,1,7,mehr-mobile-7days-1gb,9.5,9,9.5,1,0,0,2023-06-24 13:26:02.747823,2023-06-24 13:26:02.747823,(NULL),1
94,Israel,0,0,Middle East,2,1,7,esimg_1GB_7D_IL_U,5,3.5,2.5,0,0,0,2023-06-24 13:26:01.568230,2023-06-24 13:26:01.568230,(NULL),3
103,Jordan,0,0,Middle East,2,1,7,esimg_1GB_7D_JO_U,7,4.25,3.5,0,0,0,2023-06-24 13:26:01.601539,2023-06-24 13:26:01.601539,(NULL),3
112,Kuwait,0,0,Middle East,2,1,7,esimg_1GB_7D_KW_U,7,4.25,3.5,0,0,0,2023-06-24 13:26:01.624066,2023-06-24 13:26:01.624066,(NULL),3
123,Oman,0,0,Middle East,2,1,7,esimg_1GB_7D_OM_U,7,4.25,3.5,0,0,0,2023-06-24 13:26:01.656688,2023-06-24 13:26:01.656688,(NULL),3
562,Palestine,0,0,Middle East,2,1,7,tine-mobile-7days-1gb,6.5,6,6.5,1,0,0,2023-06-24 13:26:02.761231,2023-06-24 13:26:02.761231,(NULL),1
97,Qatar,0,0,Middle East,2,1,7,pearl-mobile-7days-1gb,5,4.5,5,1,0,0,2023-06-24 13:26:01.584193,2023-06-24 13:26:01.584193,(NULL),1
108,Saudi Arabia,0,0,Middle East,2,1,7,esimg_1GB_7D_SA_U,7,4.25,3.5,0,0,0,2023-06-24 13:26:01.613711,2023-06-24 13:26:01.613711,(NULL),3
99,United Arab Emirates (UAE),0,0,Middle East,2,1,7,esimg_1GB_7D_AE_U,7.5,4,2.5,0,0,0,2023-06-24 13:26:01.587941,2023-06-24 13:26:01.587941,(NULL),3
100,Yemen,0,0,Middle East,2,1,7,esimg_1GB_7D_YE_U,9.5,7.2,5.8,0,0,0,2023-06-24 13:26:01.588301,2023-06-24 13:26:01.588301,(NULL),3
579,Afghanistan 3GB,0,0,Middle East,2,3,30,30,16,14.6,21.54,1,0,0,2023-06-24 13:26:02.809905,2023-06-24 13:26:02.809905,(NULL),2
148,Armenia 3GB,0,0,Middle East,2,3,30,arpi-telecom-30days-3gb,21.5,18,17,1,0,0,2023-06-24 13:26:01.751167,2023-06-24 13:26:01.751167,(NULL),1
152,Azerbaijan 3GB,0,0,Middle East,2,3,30,esimg_3GB_30D_AZ_U,21.5,18,15,0,0,0,2023-06-24 13:26:01.762642,2023-06-24 13:26:01.762642,(NULL),3
172,Bahrain 3GB,0,0,Middle East,2,3,30,saar-mobile-30days-3gb,12,11.3,12,1,0,0,2023-06-24 13:26:01.817059,2023-06-24 13:26:01.817059,(NULL),1
158,Brunei Darussalam 3GB,0,0,Middle East,2,3,30,muara-mobile-30days-3gb,27,23.5,18,1,0,0,2023-06-24 13:26:01.777885,2023-06-24 13:26:01.777885,(NULL),1
210,Israel 3GB,0,0,Middle East,2,3,30,esimg_3GB_30D_IL_U,12.5,8.5,6.3,0,0,0,2023-06-24 13:26:01.919261,2023-06-24 13:26:01.919261,(NULL),3
198,Jordan 3GB,0,0,Middle East,2,3,30,esimg_3GB_30D_JO_U,15,12,9.4,0,0,0,2023-06-24 13:26:01.888580,2023-06-24 13:26:01.888580,(NULL),3
215,Kuwait 3GB,0,0,Middle East,2,3,30,esimg_3GB_30D_KW_U,15,12,9.4,0,0,0,2023-06-24 13:26:01.938297,2023-06-24 13:26:01.938297,(NULL),3
223,Oman 3GB,0,0,Middle East,2,3,30,esimg_3GB_30D_RO_U,15,12,4,0,0,0,2023-06-24 13:26:01.955399,2023-06-24 13:26:01.955399,(NULL),3
247,Qatar 3GB,0,0,Middle East,2,3,30,pearl-mobile-30days-3gb,12,11,12,1,0,0,2023-06-24 13:26:02.017184,2023-06-24 13:26:02.017184,(NULL),1
252,Saudi Arabia 3GB,0,0,Middle East,2,3,30,esimg_3GB_30D_SA_U,15,12,9.4,0,0,0,2023-06-24 13:26:02.026899,2023-06-24 13:26:02.026899,(NULL),3
248,United Arab Emirates 3GB,0,0,Middle East,2,3,30,esimg_3GB_30D_AE_U,12.5,8.5,6.3,0,0,0,2023-06-24 13:26:02.020986,2023-06-24 13:26:02.020986,(NULL),3
265,Uzbekistan 3GB,0,0,Middle East,2,3,30,esimg_3GB_30D_UZ_U,10,7.5,6.3,0,0,0,2023-06-24 13:26:02.055784,2023-06-24 13:26:02.055784,(NULL),3
268,Yemen 3GB,0,0,Middle East,2,3,30,esimg_3GB_30D_YE_U,21.5,18,15,0,0,0,2023-06-24 13:26:02.063474,2023-06-24 13:26:02.063474,(NULL),3
577,Afghanistan 5GB,0,0,Middle East,2,5,30,30,55,49.3,45.21,1,0,0,2023-06-24 13:26:02.800716,2023-06-24 13:26:02.800716,(NULL),2
267,Armenia 5GB,0,0,Middle East,2,5,30,arpi-telecom-30days-5gb,35,30,26,1,0,0,2023-06-24 13:26:02.061358,2023-06-24 13:26:02.061358,(NULL),1
279,Azerbaijan 5GB,0,0,Middle East,2,5,30,esimg_5GB_30D_AZ_U,35,30,23,0,0,0,2023-06-24 13:26:02.088898,2023-06-24 13:26:02.088898,(NULL),3
270,Bahrain 5GB,0,0,Middle East,2,5,30,saar-mobile-30days-5gb,18,16.5,18,1,0,0,2023-06-24 13:26:02.070705,2023-06-24 13:26:02.070705,(NULL),1
280,Brunei Darussalam 5GB,0,0,Middle East,2,5,7,muara-mobile-30days-5gb,40,36,27,1,0,0,2023-06-24 13:26:02.089391,2023-06-24 13:26:02.089391,(NULL),1
310,Israel 5GB,0,0,Middle East,2,5,30,esimg_5GB_30D_IL_U,20,15,9.8,0,0,0,2023-06-24 13:26:02.179448,2023-06-24 13:26:02.179448,(NULL),3
321,Jordan 5GB,0,0,Middle East,2,5,30,esimg_5GB_30D_JO_U,25,20,15,0,0,0,2023-06-24 13:26:02.206015,2023-06-24 13:26:02.206015,(NULL),3
316,Kuwait 5GB,0,0,Middle East,2,5,30,esimg_5GB_30D_KW_U,25,20,15,0,0,0,2023-06-24 13:26:02.195483,2023-06-24 13:26:02.195483,(NULL),3
359,Oman 5GB,0,0,Middle East,2,5,30,esimg_5GB_30D_OM_U,25,20,15,0,0,0,2023-06-24 13:26:02.296604,2023-06-24 13:26:02.296604,(NULL),3
369,Qatar 5GB,0,0,Middle East,2,5,30,pearl-mobile-30days-5gb,17.5,16,17.5,1,0,0,2023-06-24 13:26:02.319021,2023-06-24 13:26:02.319021,(NULL),1
353,Saudi Arabia 5GB,0,0,Middle East,2,5,30,esimg_5GB_30D_SA_U,25,20,15,0,0,0,2023-06-24 13:26:02.283077,2023-06-24 13:26:02.283077,(NULL),3
377,United Arab Emirates 5GB,0,0,Middle East,2,5,30,esimg_5GB_30D_AE_U,20,15,9.8,0,0,0,2023-06-24 13:26:02.336514,2023-06-24 13:26:02.336514,(NULL),3
388,Uzbekistan 5GB,0,0,Middle East,2,5,30,esimg_5GB_30D_UZ_U,15,11.6,9.8,0,0,0,2023-06-24 13:26:02.359047,2023-06-24 13:26:02.359047,(NULL),3
382,Yemen 5GB,0,0,Middle East,2,5,30,esimg_5GB_30D_YE_U,35,30,23,0,0,0,2023-06-24 13:26:02.346411,2023-06-24 13:26:02.346411,(NULL),3
590,Afghanistan 10GB,0,0,Middle East,2,10,30,30,88,86,79.11,1,0,0,2023-06-24 13:26:02.831123,2023-06-24 13:26:02.831123,(NULL),2
393,Armenia 10GB,0,0,Middle East,2,10,30,esimg_10GB_30D_AM_U,55,50,40.3,0,0,0,2023-06-24 13:26:02.371847,2023-06-24 13:26:02.371847,(NULL),3
381,Azerbaijan 10GB,0,0,Middle East,2,10,30,esimg_10GB_30D_AZ_U,55,50,40.3,0,0,0,2023-06-24 13:26:02.344743,2023-06-24 13:26:02.344743,(NULL),3
391,Brunei Darussalam 10GB,0,0,Middle East,2,10,7,esimg_10GB_30D_BN_U,75,65,51.8,0,0,0,2023-06-24 13:26:02.371567,2023-06-24 13:26:02.371567,(NULL),3
424,Jordan 10GB,0,0,Middle East,2,10,30,esimg_10GB_30D_JO_U,30,22.5,26.5,0,0,0,2023-06-24 13:26:02.441863,2023-06-24 13:26:02.441863,(NULL),3
429,Kuwait 10GB,0,0,Middle East,2,10,30,esimg_10GB_30D_KW_U,40,35,26.5,0,0,0,2023-06-24 13:26:02.451328,2023-06-24 13:26:02.451328,(NULL),3
443,Oman 10GB,0,0,Middle East,2,10,30,esimg_10GB_30D_OM_U,40,35,26.5,0,0,0,2023-06-24 13:26:02.479188,2023-06-24 13:26:02.479188,(NULL),3
450,Qatar 10GB,0,0,Middle East,2,10,30,pearl-mobile-30days-10gb,40,35,30,1,0,0,2023-06-24 13:26:02.499894,2023-06-24 13:26:02.499894,(NULL),1
475,Saudi Arabia 10GB,0,0,Middle East,2,10,30,esimg_10GB_30D_SA_U,30,28,26.5,0,0,0,2023-06-24 13:26:02.547059,2023-06-24 13:26:02.547059,(NULL),3
493,United Arab Emirates 10GB,0,0,Middle East,2,10,30,esimg_10GB_30D_AE_U,40,35,17.3,0,0,0,2023-06-24 13:26:02.592141,2023-06-24 13:26:02.592141,(NULL),3
471,Uzbekistan 10GB,0,0,Middle East,2,10,30,esimg_10GB_30D_UZ_U,30,22.5,17.3,0,0,0,2023-06-24 13:26:02.536692,2023-06-24 13:26:02.536692,(NULL),3
474,Yemen 10GB,0,0,Middle East,2,10,30,esimg_10GB_30D_YE_U,55,50,40.3,0,0,0,2023-06-24 13:26:02.545367,2023-06-24 13:26:02.545367,(NULL),3
492,Armenia 20GB,0,0,Middle East,2,20,30,esimg_20GB_30D_AM_U,99,85,69,0,0,0,2023-06-24 13:26:02.591623,2023-06-24 13:26:02.591623,(NULL),3
478,Azerbaijan 20GB,0,0,Middle East,2,20,30,esimg_20GB_30D_AZ_U,99,85,69,0,0,0,2023-06-24 13:26:02.552238,2023-06-24 13:26:02.552238,(NULL),3
498,Jordan 20GB,0,0,Middle East,2,20,30,esimg_20GB_30D_JO_U,45,40,46,0,0,0,2023-06-24 13:26:02.598212,2023-06-24 13:26:02.598212,(NULL),3
499,Kuwait 20GB,0,0,Middle East,2,20,30,esimg_20GB_30D_KW_U,70,58,46,0,0,0,2023-06-24 13:26:02.607680,2023-06-24 13:26:02.607680,(NULL),3
505,Oman 20GB,0,0,Middle East,2,20,30,esimg_20GB_30D_OM_U,70,58,46,0,0,0,2023-06-24 13:26:02.622753,2023-06-24 13:26:02.622753,(NULL),3
507,Qatar 20GB,0,0,Middle East,2,20,30,pearl-mobile-30days-20gb,70,58,49,1,0,0,2023-06-24 13:26:02.624615,2023-06-24 13:26:02.624615,(NULL),1
518,Saudi Arabia 20GB,0,0,Middle East,2,20,30,esimg_20GB_30D_SA_U,49,46,46,0,0,0,2023-06-24 13:26:02.649579,2023-06-24 13:26:02.649579,(NULL),3
523,United Arab Emirates 20GB,0,0,Middle East,2,20,30,esimg_20GB_30D_AE_U,70,58,29.9,0,0,0,2023-06-24 13:26:02.661074,2023-06-24 13:26:02.661074,(NULL),3
520,Uzbekistan 20GB,0,0,Middle East,2,20,30,esimg_20GB_30D_UZ_U,45,40,29.9,0,0,0,2023-06-24 13:26:02.653205,2023-06-24 13:26:02.653205,(NULL),3
524,Yemen 20GB,0,0,Middle East,2,20,30,esimg_20GB_30D_YE_U,99,85,69,0,0,0,2023-06-24 13:26:02.662893,2023-06-24 13:26:02.662893,(NULL),3
10,Canada,0,0,North America,2,1,7,esimg_1GB_7D_CA_U,7,4.25,3.5,0,0,0,2023-06-24 13:26:01.252965,2023-06-24 13:26:01.252965,(NULL),3
139,USA,0,0,North America,2,1,7,esimg_1GB_7D_US_U,5,3,2.2,0,0,0,2023-06-24 13:26:01.722995,2023-06-24 13:26:01.722995,(NULL),3
160,Canada 3GB,0,0,North America,2,3,30,esimg_3GB_30D_CA_U,15,12,9.4,0,0,0,2023-06-24 13:26:01.787720,2023-06-24 13:26:01.787720,(NULL),3
297,Canada 5GB,0,0,North America,2,5,30,esimg_5GB_30D_CA_U,25,20,15,0,0,0,2023-06-24 13:26:02.143711,2023-06-24 13:26:02.143711,(NULL),3
385,USA 5GB,0,0,North America,2,5,30,esimg_5GB_30D_US_U,15,12,8.6,0,0,0,2023-06-24 13:26:02.353520,2023-06-24 13:26:02.353520,(NULL),3
405,Canada 10GB,0,0,North America,2,10,30,esimg_10GB_30D_CA_U,40,35,26.5,0,0,0,2023-06-24 13:26:02.402645,2023-06-24 13:26:02.402645,(NULL),3
477,USA 10GB,0,0,North America,2,10,30,esimg_10GB_30D_US_U,25,20,15,0,0,0,2023-06-24 13:26:02.551735,2023-06-24 13:26:02.551735,(NULL),3
483,Canada 20GB,0,0,North America,2,20,30,esimg_20GB_30D_CA_U,70,58,46,0,0,0,2023-06-24 13:26:02.566697,2023-06-24 13:26:02.566697,(NULL),3
536,USA 20GB,0,0,North America,2,20,30,esimg_20GB_30D_US_U,45,35,26.5,0,0,0,2023-06-24 13:26:02.691858,2023-06-24 13:26:02.691858,(NULL),3
567,Australia,0,0,Oceania,2,1,7,esimg_1GB_7D_AU_U,4,2.5,2.2,0,0,0,2023-06-24 13:26:02.769899,2023-06-24 13:26:02.769899,(NULL),3
141,New Zealand,0,0,Oceania,2,1,7,esimg_1GB_7D_NZ_U,4,2.5,2.2,0,0,0,2023-06-24 13:26:01.736123,2023-06-24 13:26:01.736123,(NULL),3
150,Australia 3GB,0,0,Oceania,2,3,30,esimg_3GB_30D_AU_U,10,6,5.5,0,0,0,2023-06-24 13:26:01.753603,2023-06-24 13:26:01.753603,(NULL),3
226,New Zealand 3GB,0,0,Oceania,2,3,30,esimg_3GB_30D_NZ_U,10,6,5.5,0,0,0,2023-06-24 13:26:01.963924,2023-06-24 13:26:01.963924,(NULL),3
259,Tonga 3GB,0,0,Oceania,2,3,30,tofua-mobile-30days-3gb,24,22.8,24,1,0,0,2023-06-24 13:26:02.044609,2023-06-24 13:26:02.044609,(NULL),1
276,Australia 5GB,0,0,Oceania,2,5,30,esimg_5GB_30D_AU_U,15,10,8.6,0,0,0,2023-06-24 13:26:02.081430,2023-06-24 13:26:02.081430,(NULL),3
351,New Zealand 5GB,0,0,Oceania,2,5,30,esimg_5GB_30D_NZ_U,15,10,8.6,0,0,0,2023-06-24 13:26:02.273384,2023-06-24 13:26:02.273384,(NULL),3
395,Australia 10GB,0,0,Oceania,2,10,30,esimg_10GB_30D_AU_U,25,15,15,0,0,0,2023-06-24 13:26:02.381607,2023-06-24 13:26:02.381607,(NULL),3
468,New Zealand 10GB,0,0,Oceania,2,10,30,esimg_10GB_30D_NZ_U,25,15,15,0,0,0,2023-06-24 13:26:02.534166,2023-06-24 13:26:02.534166,(NULL),3
508,Australia 20GB,0,0,Oceania,2,20,30,esimg_20GB_30D_AU_U,35,25,26.5,0,0,0,2023-06-24 13:26:02.625010,2023-06-24 13:26:02.625010,(NULL),3
510,New Zealand 20GB,0,0,Oceania,2,20,30,esimg_20GB_30D_NZ_U,35,25,26.5,0,0,0,2023-06-24 13:26:02.634857,2023-06-24 13:26:02.634857,(NULL),3
137,Anguilla,0,0,Caribbean,2,1,7,dolphin-mobile-7days-1gb,9.5,9,9.5,1,0,0,2023-06-24 13:26:01.716169,2023-06-24 13:26:01.716169,(NULL),1
72,Antigua & Barbuda,0,0,Caribbean,2,1,7,17-miles-7days-1gb,9.5,9,9.5,1,0,0,2023-06-24 13:26:01.511108,2023-06-24 13:26:01.511108,(NULL),1
65,Aruba,0,0,Caribbean,2,1,7,noord-communications-7days-1gb,9.5,9,9.5,1,0,0,2023-06-24 13:26:01.480814,2023-06-24 13:26:01.480814,(NULL),1
572,Bahamas,0,0,Caribbean,2,1,7,jitney-mobile-7days-1gb,9.5,9,9.5,1,0,0,2023-06-24 13:26:02.790357,2023-06-24 13:26:02.790357,(NULL),1
66,Barbados,0,0,Caribbean,2,1,7,barbnet-7days-1gb,9.5,9,9.5,1,0,0,2023-06-24 13:26:01.483263,2023-06-24 13:26:01.483263,(NULL),1
70,Bonaire,0,0,Caribbean,2,1,7,hatonet-7days-1gb,9.5,9,9.5,1,0,0,2023-06-24 13:26:01.498245,2023-06-24 13:26:01.498245,(NULL),1
86,British Virgin Islands,0,0,Caribbean,2,1,7,jost-mobile-7days-1gb,9.5,9,9.5,1,0,0,2023-06-24 13:26:01.550459,2023-06-24 13:26:01.550459,(NULL),1
69,Cayman Islands,0,0,Caribbean,2,1,7,atlantis-telecom-7days-1gb,9.5,9,9.5,1,0,0,2023-06-24 13:26:01.497357,2023-06-24 13:26:01.497357,(NULL),1
92,Dominica,0,0,Caribbean,2,1,7,vaina-communications-7days-1gb,9.5,9,9.5,1,0,0,2023-06-24 13:26:01.562409,2023-06-24 13:26:01.562409,(NULL),1
74,French Guiana,0,0,Caribbean,2,1,7,kawcom-7days-1gb,9.5,8.5,8.5,1,0,0,2023-06-24 13:26:01.515671,2023-06-24 13:26:01.515671,(NULL),1
76,Grenada,0,0,Caribbean,2,1,7,fortnet-7days-1gb,9.5,9,9.5,1,0,0,2023-06-24 13:26:01.518607,2023-06-24 13:26:01.518607,(NULL),1
75,Guadeloupe,0,0,Caribbean,2,1,7,guanet-7days-1gb,6,5.5,6,1,0,0,2023-06-24 13:26:01.518298,2023-06-24 13:26:01.518298,(NULL),1
78,Haiti,0,0,Caribbean,2,1,7,bon-bagay-7days-1gb,9.5,9,9.5,1,0,0,2023-06-24 13:26:01.524623,2023-06-24 13:26:01.524623,(NULL),1
13,Jamaica,0,0,Caribbean,2,1,7,jammcom-7days-1gb,9.5,9,9.5,1,0,0,2023-06-24 13:26:01.318471,2023-06-24 13:26:01.318471,(NULL),1
12,Martinique,0,0,Caribbean,2,1,7,jardin-mobile-7days-1gb,5,4.5,5,1,0,0,2023-06-24 13:26:01.312194,2023-06-24 13:26:01.312194,(NULL),1
95,Montserrat,0,0,Caribbean,2,1,7,carrs-telecom-7days-1gb,9,8.5,9,1,0,0,2023-06-24 13:26:01.575688,2023-06-24 13:26:01.575688,(NULL),1
21,Saint Kitts And Nevis,0,0,Caribbean,2,1,7,kittcom-7days-1gb,9.5,9,9.5,1,0,0,2023-06-24 13:26:01.351980,2023-06-24 13:26:01.351980,(NULL),1
9,Saint Lucia,0,0,Caribbean,2,1,7,lucnet-7days-1gb,9.5,9,9.5,1,0,0,2023-06-24 13:26:01.244426,2023-06-24 13:26:01.244426,(NULL),1
3,St. Vincent And The Grenadines,0,0,Caribbean,2,1,7,tobago-7days-1gb,9.5,9,9.5,1,0,0,2023-06-24 13:26:01.233376,2023-06-24 13:26:01.233376,(NULL),1
80,Trinidad & Tobago,0,0,Caribbean,2,1,7,tritocom-7days-1gb,9.5,9,9.5,1,0,0,2023-06-24 13:26:01.532421,2023-06-24 13:26:01.532421,(NULL),1
88,Turks & Caicos,0,0,Caribbean,2,1,7,tuca-mobile-7days-1gb,9.5,9,9.5,1,0,0,2023-06-24 13:26:01.556588,2023-06-24 13:26:01.556588,(NULL),1
5,Africa,0,1,Africa,2,1,7,esimg_1GB_7D_RAF_U,7.5,7,5.8,0,0,1,2023-06-24 13:26:01.237305,2023-07-03 13:31:13.045541,(NULL),3
547,Africa 3GB,0,1,Africa,2,3,30,esimg_3GB_30D_RAF_U,22.5,20,15,0,0,0,2023-06-24 13:26:02.723820,2023-06-24 13:26:02.723820,(NULL),3
541,Africa 5GB,0,1,Africa,2,5,30,esimg_5GB_30D_RAF_U,35,28,23,0,0,0,2023-06-24 13:26:02.703954,2023-06-24 13:26:02.703954,(NULL),3
539,Africa 10GB,0,1,Africa,2,10,30,esimg_10GB_30D_RAF_U,55,48,40.3,0,0,1,2023-06-24 13:26:02.702913,2023-07-03 13:32:07.189664,(NULL),3
550,Africa 20GB,0,1,Africa,2,20,30,esimg_20GB_30D_RAF_U,85,80,69,0,0,0,2023-06-24 13:26:02.728130,2023-06-24 13:26:02.728130,(NULL),3
566,Africa 24,0,1,Africa,2,1,365,14,20,17,20.84,1,0,1,2023-06-24 13:26:02.768926,2023-07-03 13:31:31.712148,(NULL),2
584,Africa 24 5GB,0,1,Africa,2,5,365,14,65,$60.00,69.23,1,0,1,2023-06-24 13:26:02.822939,2023-07-03 13:31:51.681559,(NULL),2
