id,plan_name,global_plan,region,plan_type,data,validity,package_name,retail_price,wholesale_price,cost_price,singleUse,test_plan,isRegional,created_at,updated_at,deleted_at,vendor_id,countries,recharge
410,Costa Rica 10GB,0,LATAM,2,10,30,esim_10GB_30D_CR_V2,55,50,21.58,0,0,0,2023-06-24 13:26:02,2024-04-09 16:49:40,\N,3,,0
128,Costa Rica 1GB,0,LATAM,2,1,7,esim_1GB_7D_CR_V2,7.5,6,2.9,0,0,0,2023-06-24 13:26:02,2024-04-09 16:49:40,\N,3,,0
690,Costa Rica 20GB,0,LATAM,2,20,30,esim_20GB_30D_CR_V2,70,50,38.54,0,0,0,2023-09-05 12:02:43,2024-04-09 16:49:40,\N,3,,0
1110,Costa Rica 2GB,0,LATAM,2,2,15,esim_2GB_15D_CR_V2,10,8,5.32,0,0,0,2024-04-09 16:49:41,2024-04-09 16:49:41,\N,3,,0
178,Costa Rica 3GB,0,LATAM,2,3,30,esim_3GB_30D_CR_V2,21.5,18,7.33,0,0,0,2023-06-24 13:26:02,2024-04-09 16:49:40,\N,3,,0
1111,Costa Rica 50GB,0,LATAM,2,50,30,esim_50GB_30D_CR_V2,163,130,86.99,0,0,0,2024-04-09 16:49:41,2024-04-09 16:49:41,\N,3,,0
298,Costa Rica 5GB,0,LATAM,2,5,30,esim_5GB_30D_CR_V2,35,30,11.89,0,0,0,2023-06-24 13:26:02,2024-04-09 16:49:40,\N,3,,0
1112,Costa Rica UNL 10D,0,LATAM,2,Unlimited,10,esim_UL_10D_CR_V2,66,53,35.08,0,0,0,2024-04-09 16:49:41,2024-04-09 16:49:41,\N,3,,0
1113,Costa Rica UNL 15D,0,LATAM,2,Unlimited,15,esim_UL_15D_CR_V2,99,79,52.38,0,0,0,2024-04-09 16:49:41,2024-04-09 16:49:41,\N,3,,0
1114,Costa Rica UNL 1D,0,LATAM,2,Unlimited,1,esim_UL_1D_CR_V2,8,6,3.94,0,0,0,2024-04-09 16:49:41,2024-04-09 16:49:41,\N,3,,0
1115,Costa Rica UNL 30D,0,LATAM,2,Unlimited,30,esim_UL_30D_CR_V2,195,156,104.29,0,0,0,2024-04-09 16:49:41,2024-04-09 16:49:41,\N,3,,0
1116,Costa Rica UNL 3D,0,LATAM,2,Unlimited,3,esim_UL_3D_CR_V2,20,16,10.86,0,0,0,2024-04-09 16:49:41,2024-04-09 16:49:41,\N,3,,0
1117,Costa Rica UNL 5D,0,LATAM,2,Unlimited,5,esim_UL_5D_CR_V2,34,27,17.78,0,0,0,2024-04-09 16:49:41,2024-04-09 16:49:41,\N,3,,0
1118,Costa Rica UNL 7D,0,LATAM,2,Unlimited,7,esim_UL_7D_CR_V2,46,37,24.7,0,0,0,2024-04-09 16:49:41,2024-04-09 16:49:41,\N,3,,0
559,Cote d'Ivoire 1GB,0,Africa,2,1,7,nouchi-mobile-7days-1gb,7,6,4.8,0,0,0,2023-06-24 13:26:03,2024-04-09 16:49:40,\N,1,,0
634,Cote d'Ivoire 3GB,0,Africa,2,3,30,nouchi-mobile-30days-3gb,17.5,16,14,0,0,0,2023-09-04 18:17:25,2024-04-09 16:49:40,\N,1,,0
635,Cote d'Ivoire 5GB,0,Africa,2,5,30,nouchi-mobile-30days-5gb,27,25,23,0,0,0,2023-09-04 18:19:14,2024-04-09 16:49:40,\N,1,,0
402,Croatia 10GB,0,Eastern Europe,2,10,30,esim_10GB_30D_HR_V2,25,15,8.33,0,0,0,2023-06-24 13:26:02,2024-04-09 16:49:40,\N,3,,0
135,Croatia 1GB,0,Europe,2,1,7,esim_1GB_7D_HR_V2,5,2.5,1.38,0,0,0,2023-06-24 13:26:02,2024-04-09 16:49:40,\N,3,,0
691,Croatia 20GB,0,Eastern Europe,2,20,30,esim_20GB_30D_HR_V2,25,20,14.63,0,0,0,2023-09-05 12:04:35,2024-04-09 16:49:40,\N,3,,0
1119,Croatia 2GB,0,Eastern Europe,2,2,15,esim_2GB_15D_HR_V2,9,4.5,2.28,0,0,0,2024-04-09 16:49:41,2024-04-09 16:49:41,\N,3,,0
170,Croatia 3GB,0,Eastern Europe,2,3,30,esim_3GB_30D_HR_V2,10,6,3.02,0,0,0,2023-06-24 13:26:02,2024-04-09 16:49:40,\N,3,,0
1120,Croatia 50GB,0,Eastern Europe,2,50,30,esim_50GB_30D_HR_V2,61,49,32.65,0,0,0,2024-04-09 16:49:41,2024-04-09 16:49:41,\N,3,,0
286,Croatia 5GB,0,Eastern Europe,2,5,30,esim_5GB_30D_HR_V2,15,10,4.72,0,0,0,2023-06-24 13:26:02,2024-04-09 16:49:40,\N,3,,0
1121,Croatia UNL 10D,0,Eastern Europe,2,Unlimited,10,esim_UL_10D_HR_V2,25,20,13.34,0,0,0,2024-04-09 16:49:41,2024-04-09 16:49:41,\N,3,,0
1122,Croatia UNL 15D,0,Eastern Europe,2,Unlimited,15,esim_UL_15D_HR_V2,38,30,19.78,0,0,0,2024-04-09 16:49:41,2024-04-09 16:49:41,\N,3,,0
1123,Croatia UNL 1D,0,Eastern Europe,2,Unlimited,1,esim_UL_1D_HR_V2,4.5,3.5,1.76,0,0,0,2024-04-09 16:49:41,2024-04-09 16:49:41,\N,3,,0
1124,Croatia UNL 30D,0,Eastern Europe,2,Unlimited,30,esim_UL_30D_HR_V2,74,59,39.08,0,0,0,2024-04-09 16:49:41,2024-04-09 16:49:41,\N,3,,0
1125,Croatia UNL 3D,0,Eastern Europe,2,Unlimited,3,esim_UL_3D_HR_V2,17.5,10,4.34,0,0,0,2024-04-09 16:49:41,2024-04-09 16:49:41,\N,3,,0
1126,Croatia UNL 5D,0,Eastern Europe,2,Unlimited,5,esim_UL_5D_HR_V2,20,14,6.91,0,0,0,2024-04-09 16:49:41,2024-04-09 16:49:41,\N,3,,0
1127,Croatia UNL 7D,0,Eastern Europe,2,Unlimited,7,esim_UL_7D_HR_V2,27.5,20,9.48,0,0,0,2024-04-09 16:49:41,2024-04-09 16:49:41,\N,3,,0
403,Cyprus 10GB,0,Europe,2,10,30,esim_10GB_30D_CY_V2,25,15,8.33,0,0,0,2023-06-24 13:26:02,2024-04-09 16:49:40,\N,3,,0
107,Cyprus 1GB,0,Europe,2,1,7,esim_1GB_7D_CY_V2,5,2.5,1.38,0,0,0,2023-06-24 13:26:02,2024-04-09 16:49:40,\N,3,,0
482,Cyprus 20GB,0,Europe,2,20,30,esim_20GB_30D_CY_V2,35,25,14.63,0,0,0,2023-06-24 13:26:03,2024-04-09 16:49:40,\N,3,,0
1128,Cyprus 2GB,0,Europe,2,2,15,esim_2GB_15D_CY_V2,9,4.5,2.28,0,0,0,2024-04-09 16:49:41,2024-04-09 16:49:41,\N,3,,0
177,Cyprus 3GB,0,Europe,2,3,30,esim_3GB_30D_CY_V2,10,6,3.02,0,0,0,2023-06-24 13:26:02,2024-04-09 16:49:40,\N,3,,0
1129,Cyprus 50GB,0,Europe,2,50,30,esim_50GB_30D_CY_V2,61,49,32.65,0,0,0,2024-04-09 16:49:41,2024-04-09 16:49:41,\N,3,,0
300,Cyprus 5GB,0,Europe,2,5,30,esim_5GB_30D_CY_V2,15,10,4.72,0,0,0,2023-06-24 13:26:02,2024-04-09 16:49:40,\N,3,,0
1130,Cyprus UNL 10D,0,Europe,2,Unlimited,10,esim_UL_10D_CY_V2,35,27.5,13.34,0,0,0,2024-04-09 16:49:41,2024-04-09 16:49:41,\N,3,,0
1131,Cyprus UNL 15D,0,Europe,2,Unlimited,15,esim_UL_15D_CY_V2,45,36,19.78,0,0,0,2024-04-09 16:49:41,2024-04-09 16:49:41,\N,3,,0
1132,Cyprus UNL 1D,0,Europe,2,Unlimited,1,esim_UL_1D_CY_V2,6,3.5,1.76,0,0,0,2024-04-09 16:49:41,2024-04-09 16:49:41,\N,3,,0
1133,Cyprus UNL 30D,0,Europe,2,Unlimited,30,esim_UL_30D_CY_V2,70,60,39.08,0,0,0,2024-04-09 16:49:41,2024-04-09 16:49:41,\N,3,,0
1134,Cyprus UNL 3D,0,Europe,2,Unlimited,3,esim_UL_3D_CY_V2,15,10,4.34,0,0,0,2024-04-09 16:49:41,2024-04-09 16:49:41,\N,3,,0
1135,Cyprus UNL 5D,0,Europe,2,Unlimited,5,esim_UL_5D_CY_V2,25,14,6.91,0,0,0,2024-04-09 16:49:41,2024-04-09 16:49:41,\N,3,,0
1136,Cyprus UNL 7D,0,Europe,2,Unlimited,7,esim_UL_7D_CY_V2,30,20,9.48,0,0,0,2024-04-09 16:49:41,2024-04-09 16:49:41,\N,3,,0
413,Czech Republic 10GB,0,Europe,2,10,30,esim_10GB_30D_CZ_V2,25,15,8.33,0,0,0,2023-06-24 13:26:02,2024-04-09 16:49:41,\N,3,,0
115,Czech Republic 1GB,0,Europe,2,1,7,esim_1GB_7D_CZ_V2,5,2.5,1.38,0,0,0,2023-06-24 13:26:02,2024-04-09 16:49:41,\N,3,,0
503,Czech Republic 20GB,0,Europe,2,20,30,esim_20GB_30D_CZ_V2,35,25,14.63,0,0,0,2023-06-24 13:26:03,2024-04-09 16:49:41,\N,3,,0
1137,Czech Republic 2GB,0,Europe,2,2,15,esim_2GB_15D_CZ_V2,9,4.5,2.28,0,0,0,2024-04-09 16:49:41,2024-04-09 16:49:41,\N,3,,0
180,Czech Republic 3GB,0,Europe,2,3,30,esim_3GB_30D_CZ_V2,10,6,3.02,0,0,0,2023-06-24 13:26:02,2024-04-09 16:49:41,\N,3,,0
1138,Czech Republic 50GB,0,Europe,2,50,30,esim_50GB_30D_CZ_V2,61,49,32.65,0,0,0,2024-04-09 16:49:41,2024-04-09 16:49:41,\N,3,,0
287,Czech Republic 5GB,0,Europe,2,5,30,esim_5GB_30D_CZ_V2,15,10,4.72,0,0,0,2023-06-24 13:26:02,2024-04-09 16:49:41,\N,3,,0
1139,Czech Republic UNL 10D,0,Europe,2,Unlimited,10,esim_UL_10D_CZ_V2,35,27.5,13.34,0,0,0,2024-04-09 16:49:41,2024-04-09 16:49:41,\N,3,,0
1140,Czech Republic UNL 15D,0,Europe,2,Unlimited,15,esim_UL_15D_CZ_V2,45,36,19.78,0,0,0,2024-04-09 16:49:41,2024-04-09 16:49:41,\N,3,,0
1141,Czech Republic UNL 1D,0,Europe,2,Unlimited,1,esim_UL_1D_CZ_V2,6,3.5,1.76,0,0,0,2024-04-09 16:49:41,2024-04-09 16:49:41,\N,3,,0
1142,Czech Republic UNL 30D,0,Europe,2,Unlimited,30,esim_UL_30D_CZ_V2,70,60,39.08,0,0,0,2024-04-09 16:49:41,2024-04-09 16:49:41,\N,3,,0
1143,Czech Republic UNL 3D,0,Europe,2,Unlimited,3,esim_UL_3D_CZ_V2,15,10,4.34,0,0,0,2024-04-09 16:49:41,2024-04-09 16:49:41,\N,3,,0
1144,Czech Republic UNL 5D,0,Europe,2,Unlimited,5,esim_UL_5D_CZ_V2,25,14,6.91,0,0,0,2024-04-09 16:49:41,2024-04-09 16:49:41,\N,3,,0
1145,Czech Republic UNL 7D,0,Europe,2,Unlimited,7,esim_UL_7D_CZ_V2,30,20,9.48,0,0,0,2024-04-09 16:49:41,2024-04-09 16:49:41,\N,3,,0
423,Denmark 10GB,0,Europe,2,10,30,esim_10GB_30D_DK_V2,25,15,6.58,0,0,0,2023-06-24 13:26:02,2024-04-09 16:49:41,\N,3,,0
109,Denmark 1GB,0,Europe,2,1,7,esim_1GB_7D_DK_V2,5,2.5,1.18,0,0,0,2023-06-24 13:26:02,2024-04-09 16:49:41,\N,3,,0
517,Denmark 20GB,0,Europe,2,20,30,esim_20GB_30D_DK_V2,35,25,11.49,0,0,0,2023-06-24 13:26:03,2024-04-09 16:49:41,\N,3,,0
1146,Denmark 2GB,0,Europe,2,2,15,esim_2GB_15D_DK_V2,9,4.5,1.88,0,0,0,2024-04-09 16:49:41,2024-04-09 16:49:41,\N,3,,0
175,Denmark 3GB,0,Europe,2,3,30,esim_3GB_30D_DK_V2,10,6,2.46,0,0,0,2023-06-24 13:26:02,2024-04-09 16:49:41,\N,3,,0
1147,Denmark 50GB,0,Europe,2,50,30,esim_50GB_30D_DK_V2,48,38,25.5,0,0,0,2024-04-09 16:49:41,2024-04-09 16:49:41,\N,3,,0
308,Denmark 5GB,0,Europe,2,5,30,esim_5GB_30D_DK_V2,15,10,3.78,0,0,0,2023-06-24 13:26:02,2024-04-09 16:49:41,\N,3,,0
1148,Denmark UNL 10D,0,Europe,2,Unlimited,10,esim_UL_10D_DK_V2,35,27.5,10.48,0,0,0,2024-04-09 16:49:41,2024-04-09 16:49:41,\N,3,,0
1149,Denmark UNL 15D,0,Europe,2,Unlimited,15,esim_UL_15D_DK_V2,45,36,15.49,0,0,0,2024-04-09 16:49:41,2024-04-09 16:49:41,\N,3,,0
1150,Denmark UNL 1D,0,Europe,2,Unlimited,1,esim_UL_1D_DK_V2,6,3.5,1.48,0,0,0,2024-04-09 16:49:41,2024-04-09 16:49:41,\N,3,,0
1151,Denmark UNL 30D,0,Europe,2,Unlimited,30,esim_UL_30D_DK_V2,70,60,30.5,0,0,0,2024-04-09 16:49:41,2024-04-09 16:49:41,\N,3,,0
1152,Denmark UNL 3D,0,Europe,2,Unlimited,3,esim_UL_3D_DK_V2,15,10,3.48,0,0,0,2024-04-09 16:49:41,2024-04-09 16:49:41,\N,3,,0
1153,Denmark UNL 5D,0,Europe,2,Unlimited,5,esim_UL_5D_DK_V2,25,14,5.48,0,0,0,2024-04-09 16:49:41,2024-04-09 16:49:41,\N,3,,0
1154,Denmark UNL 7D,0,Europe,2,Unlimited,7,esim_UL_7D_DK_V2,30,20,7.48,0,0,0,2024-04-09 16:49:41,2024-04-09 16:49:41,\N,3,,0
92,Dominica 1GB,0,Caribbean,2,1,7,vaina-communications-7days-1gb,9.5,9,8.1,0,0,0,2023-06-24 13:26:02,2024-04-09 16:49:41,\N,1,,0
1155,Dominica 2GB,0,Caribbean,2,2,15,esim_2GB_15D_DM_V2,76,61,40.51,0,0,0,2024-04-09 16:49:41,2024-04-09 16:49:41,\N,3,,0
1156,Dominica UNL 1D,0,Caribbean,2,Unlimited,1,esim_UL_1D_DM_V2,55,44,29.07,0,0,0,2024-04-09 16:49:41,2024-04-09 16:49:41,\N,3,,0
1157,Dominica UNL 3D,0,Caribbean,2,Unlimited,3,esim_UL_3D_DM_V2,161,129,86.27,0,0,0,2024-04-09 16:49:41,2024-04-09 16:49:41,\N,3,,0
694,Dominican Republic 1GB,0,Caribbean,2,1,7,esim_1GB_7D_DO_V2,9.5,5,1.58,0,0,0,2023-09-05 13:25:04,2024-04-09 16:49:41,\N,1,,0
1158,Dominican Republic 2GB,0,Caribbean,2,2,15,esim_2GB_15D_DO_V2,18,10,2.68,0,0,0,2024-04-09 16:49:41,2024-04-09 16:49:41,\N,3,,0
695,Dominican Republic 3GB,0,Caribbean,2,3,30,esim_3GB_30D_DO_V2,25,16,3.59,0,0,0,2023-09-05 13:26:44,2024-04-09 16:49:41,\N,1,,0
1159,Dominican Republic 50GB,0,Caribbean,2,50,30,esim_50GB_30D_DO_V2,75,60,39.8,0,0,0,2024-04-09 16:49:41,2024-04-09 16:49:41,\N,3,,0
696,Dominican Republic 5GB,0,Caribbean,2,5,30,esim_5GB_30D_DO_V2,40,30,5.67,0,0,0,2023-09-05 13:28:05,2024-04-09 16:49:41,\N,1,,0
1160,Dominican Republic UNL 10D,0,Caribbean,2,Unlimited,10,esim_UL_10D_DO_V2,30,24,16.2,0,0,0,2024-04-09 16:49:42,2024-04-09 16:49:42,\N,3,,0
1161,Dominican Republic UNL 15D,0,Caribbean,2,Unlimited,15,esim_UL_15D_DO_V2,45,36,24.07,0,0,0,2024-04-09 16:49:42,2024-04-09 16:49:42,\N,3,,0
1162,Dominican Republic UNL 1D,0,Caribbean,2,Unlimited,1,esim_UL_1D_DO_V2,10,3,2.05,0,0,0,2024-04-09 16:49:42,2024-04-09 16:49:42,\N,3,,0
1163,Dominican Republic UNL 30D,0,Caribbean,2,Unlimited,30,esim_UL_30D_DO_V2,89,71,47.66,0,0,0,2024-04-09 16:49:42,2024-04-09 16:49:42,\N,3,,0
1164,Dominican Republic UNL 3D,0,Caribbean,2,Unlimited,3,esim_UL_3D_DO_V2,10,8,5.19,0,0,0,2024-04-09 16:49:42,2024-04-09 16:49:42,\N,3,,0
1165,Dominican Republic UNL 5D,0,Caribbean,2,Unlimited,5,esim_UL_5D_DO_V2,16,13,8.34,0,0,0,2024-04-09 16:49:42,2024-04-09 16:49:42,\N,3,,0
1166,Dominican Republic UNL 7D,0,Caribbean,2,Unlimited,7,esim_UL_7D_DO_V2,30,22,11.49,0,0,0,2024-04-09 16:49:42,2024-04-09 16:49:42,\N,3,,0
122,DRC 1GB,0,Africa,2,1,7,pondu-mobile-7days-1gb,6.5,5,4,0,0,0,2023-06-24 13:26:02,2024-04-09 16:49:41,\N,1,,0
174,DRC 3GB,0,Africa,2,3,30,pondu-mobile-30days-3gb,16.5,14,11.8,0,0,0,2023-06-24 13:26:02,2024-04-09 16:49:41,\N,1,,0
636,DRC 5GB,0,Africa,2,5,30,pondu-mobile-30days-5gb,25,23,19.5,0,0,0,2023-09-04 18:31:22,2024-04-09 16:49:41,\N,3,,0
420,Ecuador 10GB,0,LATAM,2,10,30,esim_10GB_30D_EC_V2,55,50,21.58,0,0,0,2023-06-24 13:26:02,2024-04-09 16:49:41,\N,3,,0
125,Ecuador 1GB,0,LATAM,2,1,7,esim_1GB_7D_EC_V2,7.5,6,2.9,0,0,0,2023-06-24 13:26:02,2024-04-09 16:49:41,\N,3,,0
712,Ecuador 20GB,0,LATAM,2,20,30,esim_20GB_30D_EC_V2,70,50,38.54,0,0,0,2023-09-05 14:32:23,2024-04-09 16:49:41,\N,3,,0
711,Ecuador 20GB,0,LATAM,2,20,30,esim_20GB_30D_EC_V2,70,50,38.54,0,0,0,2023-09-05 14:32:23,2024-04-09 16:49:41,2023-09-05 14:33:13,3,,0
1167,Ecuador 2GB,0,LATAM,2,2,15,esim_2GB_15D_EC_V2,10,8,5.32,0,0,0,2024-04-09 16:49:42,2024-04-09 16:49:42,\N,3,,0
182,Ecuador 3GB,0,LATAM,2,3,30,esim_3GB_30D_EC_V2,21.5,18,7.33,0,0,0,2023-06-24 13:26:02,2024-04-09 16:49:41,\N,3,,0
1168,Ecuador 50GB,0,LATAM,2,50,30,esim_50GB_30D_EC_V2,163,130,86.99,0,0,0,2024-04-09 16:49:42,2024-04-09 16:49:42,\N,3,,0
306,Ecuador 5GB,0,LATAM,2,5,30,esim_5GB_30D_EC_V2,35,30,11.89,0,0,0,2023-06-24 13:26:02,2024-04-09 16:49:41,\N,3,,0
1169,Ecuador UNL 10D,0,LATAM,2,Unlimited,10,esim_UL_10D_EC_V2,66,53,35.08,0,0,0,2024-04-09 16:49:42,2024-04-09 16:49:42,\N,3,,0
1170,Ecuador UNL 15D,0,LATAM,2,Unlimited,15,esim_UL_15D_EC_V2,99,79,52.38,0,0,0,2024-04-09 16:49:42,2024-04-09 16:49:42,\N,3,,0
1171,Ecuador UNL 1D,0,LATAM,2,Unlimited,1,esim_UL_1D_EC_V2,8,6,3.94,0,0,0,2024-04-09 16:49:42,2024-04-09 16:49:42,\N,3,,0
1172,Ecuador UNL 30D,0,LATAM,2,Unlimited,30,esim_UL_30D_EC_V2,195,156,104.29,0,0,0,2024-04-09 16:49:42,2024-04-09 16:49:42,\N,3,,0
1173,Ecuador UNL 3D,0,LATAM,2,Unlimited,3,esim_UL_3D_EC_V2,20,16,10.86,0,0,0,2024-04-09 16:49:42,2024-04-09 16:49:42,\N,3,,0
1174,Ecuador UNL 5D,0,LATAM,2,Unlimited,5,esim_UL_5D_EC_V2,34,27,17.78,0,0,0,2024-04-09 16:49:42,2024-04-09 16:49:42,\N,3,,0
1175,Ecuador UNL 7D,0,LATAM,2,Unlimited,7,esim_UL_7D_EC_V2,46,37,24.7,0,0,0,2024-04-09 16:49:42,2024-04-09 16:49:42,\N,3,,0
422,Egypt 10GB,0,Africa,2,10,30,esim_10GB_30D_EG_V2,55,50,23.15,0,0,0,2023-06-24 13:26:02,2024-04-09 16:49:41,\N,3,,0
144,Egypt 1GB,0,Africa,2,1,7,esim_1GB_7D_EG_V2,9.5,7.2,3.08,0,0,0,2023-06-24 13:26:02,2024-04-09 16:49:41,\N,3,,0
496,Egypt 20GB,0,Africa,2,20,30,esim_20GB_30D_EG_V2,99,85,41.37,0,0,0,2023-06-24 13:26:03,2024-04-09 16:49:41,\N,3,,0
1176,Egypt 2GB,0,Africa,2,2,15,esim_2GB_15D_EG_V2,11,9,5.68,0,0,0,2024-04-09 16:49:42,2024-04-09 16:49:42,\N,3,,0
184,Egypt 3GB,0,Africa,2,3,30,esim_3GB_30D_EG_V2,21.5,18,7.84,0,0,0,2023-06-24 13:26:02,2024-04-09 16:49:41,\N,3,,0
1177,Egypt 50GB,0,Africa,2,50,30,esim_50GB_30D_EG_V2,175,140,93.42,0,0,0,2024-04-09 16:49:42,2024-04-09 16:49:42,\N,3,,0
293,Egypt 5GB,0,Africa,2,5,30,esim_5GB_30D_EG_V2,35,30,12.74,0,0,0,2023-06-24 13:26:02,2024-04-09 16:49:41,\N,3,,0
1178,Egypt UNL 10D,0,Africa,2,Unlimited,10,esim_UL_10D_EG_V2,70,56,37.65,0,0,0,2024-04-09 16:49:42,2024-04-09 16:49:42,\N,3,,0
1179,Egypt UNL 15D,0,Africa,2,Unlimited,15,esim_UL_15D_EG_V2,105,84,56.24,0,0,0,2024-04-09 16:49:42,2024-04-09 16:49:42,\N,3,,0
1180,Egypt UNL 1D,0,Africa,2,Unlimited,1,esim_UL_1D_EG_V2,8,6,4.19,0,0,0,2024-04-09 16:49:42,2024-04-09 16:49:42,\N,3,,0
1181,Egypt UNL 30D,0,Africa,2,Unlimited,30,esim_UL_30D_EG_V2,210,168,112.01,0,0,0,2024-04-09 16:49:42,2024-04-09 16:49:42,\N,3,,0
1182,Egypt UNL 3D,0,Africa,2,Unlimited,3,esim_UL_3D_EG_V2,21,17,11.63,0,0,0,2024-04-09 16:49:42,2024-04-09 16:49:42,\N,3,,0
1183,Egypt UNL 5D,0,Africa,2,Unlimited,5,esim_UL_5D_EG_V2,36,29,19.06,0,0,0,2024-04-09 16:49:42,2024-04-09 16:49:42,\N,3,,0
1184,Egypt UNL 7D,0,Africa,2,Unlimited,7,esim_UL_7D_EG_V2,50,40,26.5,0,0,0,2024-04-09 16:49:42,2024-04-09 16:49:42,\N,3,,0
82,El Salvador,0,LATAM,2,1,7,esim_1GB_7D_SV_V2,7.5,6,2.9,0,0,0,2023-06-24 13:26:02,2024-04-09 16:49:41,\N,3,,0
428,El Salvador 10GB,0,LATAM,2,10,30,esim_10GB_30D_SV_V2,55,50,21.58,0,0,0,2023-06-24 13:26:02,2024-04-09 16:49:41,\N,3,,0
713,El Salvador 20GB,0,LATAM,2,20,30,esim_20GB_30D_SV_V2,70,50,38.54,0,0,0,2023-09-05 14:36:34,2024-04-09 16:49:41,\N,3,,0
1185,El Salvador 2GB,0,LATAM,2,2,15,esim_2GB_15D_SV_V2,10,8,5.32,0,0,0,2024-04-09 16:49:42,2024-04-09 16:49:42,\N,3,,0
186,El Salvador 3GB,0,LATAM,2,3,30,esim_3GB_30D_SV_V2,21.5,18,7.33,0,0,0,2023-06-24 13:26:02,2024-04-09 16:49:42,\N,3,,0
1186,El Salvador 50GB,0,LATAM,2,50,30,esim_50GB_30D_SV_V2,163,130,86.99,0,0,0,2024-04-09 16:49:42,2024-04-09 16:49:42,\N,3,,0
294,El Salvador 5GB,0,LATAM,2,5,30,esim_5GB_30D_SV_V2,35,30,11.89,0,0,0,2023-06-24 13:26:02,2024-04-09 16:49:42,\N,3,,0
1187,El Salvador UNL 10D,0,LATAM,2,Unlimited,10,esim_UL_10D_SV_V2,66,53,35.08,0,0,0,2024-04-09 16:49:42,2024-04-09 16:49:42,\N,3,,0
1188,El Salvador UNL 15D,0,LATAM,2,Unlimited,15,esim_UL_15D_SV_V2,99,79,52.38,0,0,0,2024-04-09 16:49:42,2024-04-09 16:49:42,\N,3,,0
1189,El Salvador UNL 1D,0,LATAM,2,Unlimited,1,esim_UL_1D_SV_V2,8,6,3.94,0,0,0,2024-04-09 16:49:42,2024-04-09 16:49:42,\N,3,,0
1190,El Salvador UNL 30D,0,LATAM,2,Unlimited,30,esim_UL_30D_SV_V2,195,156,104.29,0,0,0,2024-04-09 16:49:42,2024-04-09 16:49:42,\N,3,,0
1191,El Salvador UNL 3D,0,LATAM,2,Unlimited,3,esim_UL_3D_SV_V2,20,16,10.86,0,0,0,2024-04-09 16:49:42,2024-04-09 16:49:42,\N,3,,0
1192,El Salvador UNL 5D,0,LATAM,2,Unlimited,5,esim_UL_5D_SV_V2,34,27,17.78,0,0,0,2024-04-09 16:49:42,2024-04-09 16:49:42,\N,3,,0
1193,El Salvador UNL 7D,0,LATAM,2,Unlimited,7,esim_UL_7D_SV_V2,46,37,24.7,0,0,0,2024-04-09 16:49:42,2024-04-09 16:49:42,\N,3,,0
408,Estonia 10GB,0,Europe,2,10,30,esim_10GB_30D_EE_V2,25,15,8.33,0,0,0,2023-06-24 13:26:02,2024-04-09 16:49:42,\N,3,,0
110,Estonia 1GB,0,Europe,2,1,7,esim_1GB_7D_EE_V2,5,2.5,1.38,0,0,0,2023-06-24 13:26:02,2024-04-09 16:49:42,\N,3,,0
485,Estonia 20GB,0,Europe,2,20,30,esim_20GB_30D_EE_V2,35,25,14.63,0,0,0,2023-06-24 13:26:03,2024-04-09 16:49:42,\N,3,,0
1194,Estonia 2GB,0,Europe,2,2,15,esim_2GB_15D_EE_V2,9,4.5,2.28,0,0,0,2024-04-09 16:49:42,2024-04-09 16:49:42,\N,3,,0
187,Estonia 3GB,0,Europe,2,3,30,esim_3GB_30D_EE_V2,10,6,3.02,0,0,0,2023-06-24 13:26:02,2024-04-09 16:49:42,\N,3,,0
1195,Estonia 50GB,0,Europe,2,50,30,esim_50GB_30D_EE_V2,61,49,32.65,0,0,0,2024-04-09 16:49:42,2024-04-09 16:49:42,\N,3,,0
312,Estonia 5GB,0,Europe,2,5,30,esim_5GB_30D_EE_V2,15,10,4.72,0,0,0,2023-06-24 13:26:02,2024-04-09 16:49:42,\N,3,,0
1196,Estonia UNL 10D,0,Europe,2,Unlimited,10,esim_UL_10D_EE_V2,35,27.5,13.34,0,0,0,2024-04-09 16:49:42,2024-04-09 16:49:42,\N,3,,0
1197,Estonia UNL 15D,0,Europe,2,Unlimited,15,esim_UL_15D_EE_V2,45,36,19.78,0,0,0,2024-04-09 16:49:42,2024-04-09 16:49:42,\N,3,,0
1198,Estonia UNL 1D,0,Europe,2,Unlimited,1,esim_UL_1D_EE_V2,6,3.5,1.76,0,0,0,2024-04-09 16:49:42,2024-04-09 16:49:42,\N,3,,0
1199,Estonia UNL 30D,0,Europe,2,Unlimited,30,esim_UL_30D_EE_V2,70,60,39.08,0,0,0,2024-04-09 16:49:42,2024-04-09 16:49:42,\N,3,,0
1200,Estonia UNL 3D,0,Europe,2,Unlimited,3,esim_UL_3D_EE_V2,15,10,4.34,0,0,0,2024-04-09 16:49:42,2024-04-09 16:49:42,\N,3,,0
1201,Estonia UNL 5D,0,Europe,2,Unlimited,5,esim_UL_5D_EE_V2,25,14,6.91,0,0,0,2024-04-09 16:49:42,2024-04-09 16:49:42,\N,3,,0
1202,Estonia UNL 7D,0,Europe,2,Unlimited,7,esim_UL_7D_EE_V2,30,20,9.48,0,0,0,2024-04-09 16:49:42,2024-04-09 16:49:42,\N,3,,0
604,Eswatini 10GB,0,Africa,2,10,30,112,120,117.5,79.11,0,0,0,2023-06-24 13:26:03,2024-04-09 16:49:42,2023-12-06 14:31:51,2,,0
