id,plan_name,global_plan,region,plan_type,data,validity,package_name,retail_price,wholesale_price,cost_price,singleUse,test_plan,isRegional,created_at,updated_at,deleted_at,vendor_id,recharge_only,platinum_price,countries
2290,Africa 10GB,0,Africa,2,10,30,esimgnr_10GB_30D_RAF_U,65.00,60.00,40.30,0,0,1,43:14.4,43:14.4,\N,3,1,50.20,"TCD, COG, COD, KEN, MDG, NGA, EGY, TUN, UGA, ZMB, REU, SYC, ZAF, TZA"
2291,Africa 1GB,0,Africa,2,1,7,esimgnr_1GB_7D_RAF_U,9.50,7.75,5.80,0,0,1,43:14.4,43:14.4,\N,3,1,6.80,"REU, SYC, ZAF, TZA, EGY, TCD, COG, COD, KEN, MDG, NGA, TUN, UGA, ZMB"
2292,Africa 20GB,0,Africa,2,20,30,esimgnr_20GB_30D_RAF_U,99.00,79.00,69.00,0,0,1,43:14.4,43:14.4,\N,3,1,74.00,"TUN, UGA, ZMB, TCD, COG, COD, REU, SYC, ZAF, TZA, EGY, KEN, MDG, NGA"
2293,Africa 3GB,0,Africa,2,3,30,esimgnr_3GB_30D_RAF_U,24.00,20.00,15.00,0,0,1,43:14.4,43:14.4,\N,3,1,17.50,"KEN, MDG, NGA, REU, SYC, ZAF, TZA, TUN, UGA, ZMB, TCD, COG, COD, EGY"
2294,Africa 5GB,0,Africa,2,5,30,esimgnr_5GB_30D_RAF_U,35.00,28.00,23.00,0,0,1,43:14.5,43:14.5,\N,3,1,25.50,"EGY, TUN, UGA, ZMB, KEN, MDG, NGA, REU, SYC, ZAF, TZA, TCD, COG, COD"
2295,Albania 1GB,0,Eastern Europe,2,1,7,esimgnr_1GB_7D_AL_U,12.00,10.00,8.82,0,0,0,43:14.5,43:14.5,\N,3,1,9.50,ALB
2296,Albania 3GB,0,Eastern Europe,2,3,30,esimgnr_3GB_30D_AL_U,35.00,30.00,23.85,0,0,0,43:14.5,43:14.5,\N,3,1,27.00,ALB
2297,Albania 5GB,0,Eastern Europe,2,5,30,esimgnr_5GB_30D_AL_U,45.00,40.00,36.27,0,0,0,43:14.5,43:14.5,\N,3,1,38.20,ALB
2298,Algeria 1GB,0,Africa,2,1,7,esimgnr_1GB_7D_DZ_U,25.00,23.00,19.71,0,0,0,43:14.5,43:14.5,\N,3,1,21.40,DZA
2299,Algeria 3GB,0,Africa,2,3,30,esimgnr_3GB_30D_DZ_U,67.50,62.00,54.91,0,0,0,43:14.5,43:14.5,\N,3,1,58.50,DZA
2300,Algeria 5GB,0,Africa,2,5,30,esimgnr_5GB_30D_DZ_U,110.00,100.00,91.21,0,0,0,43:14.6,43:14.6,\N,3,1,95.70,DZA
2301,Andorra 10GB,0,Europe,2,10,30,esimgnr_10GB_30D_AD_U,60.00,52.00,46.62,0,0,0,43:14.6,43:14.6,\N,3,1,49.40,AND
2302,Andorra 1GB,0,Europe,2,1,7,esimgnr_1GB_7D_AD_U,10.00,8.00,6.75,0,0,0,43:14.6,43:14.6,\N,3,1,7.40,AND
2303,Andorra 3GB,0,Europe,2,3,30,esimgnr_3GB_30D_AD_U,25.00,22.00,17.64,0,0,0,43:14.6,43:14.6,\N,3,1,19.90,AND
2304,Andorra 5GB,0,Europe,2,5,30,esimgnr_5GB_30D_AD_U,32.00,30.00,25.92,0,0,0,43:14.6,43:14.6,\N,3,1,28.00,AND
2305,Argentina 10GB,0,LATAM,2,10,30,esimgnr_10GB_30D_AR_U,55.00,50.00,36.27,0,0,0,43:14.6,43:14.6,\N,3,1,43.20,ARG
2306,Argentina 1GB,0,LATAM,2,1,7,esimgnr_1GB_7D_AR_U,9.50,7.20,5.22,0,0,0,43:14.6,43:14.6,\N,3,1,6.30,ARG
2307,Argentina 20GB,0,LATAM,2,20,30,esimgnr_20GB_30D_AR_U,99.00,85.00,62.10,0,0,0,43:14.7,43:14.7,\N,3,1,73.60,ARG
2308,Argentina 3GB,0,LATAM,2,3,30,esimgnr_3GB_30D_AR_U,21.50,18.00,13.50,0,0,0,43:14.7,43:14.7,\N,3,1,15.80,ARG
2309,Argentina 5GB,0,LATAM,2,5,30,esimgnr_5GB_30D_AR_U,35.00,30.00,20.70,0,0,0,43:14.7,43:14.7,\N,3,1,25.40,ARG
2310,Armenia 10GB,0,Middle East,2,10,30,esimgnr_10GB_30D_AM_U,110.00,100.00,75.94,0,0,0,43:14.7,43:14.7,\N,3,1,88.00,ARM
2311,Armenia 1GB,0,Middle East,2,1,7,esimgnr_1GB_7D_AM_U,15.00,12.00,9.12,0,0,0,43:14.7,43:14.7,\N,3,1,10.60,ARM
2312,Armenia 20GB,0,Middle East,2,20,30,esimgnr_20GB_30D_AM_U,160.00,150.00,136.58,0,0,0,43:14.7,43:14.7,\N,3,1,143.30,ARM
2313,Armenia 3GB,0,Middle East,2,3,30,esimgnr_3GB_30D_AM_U,32.00,30.00,24.96,0,0,0,43:14.8,43:14.8,\N,3,1,27.50,ARM
2314,Armenia 5GB,0,Middle East,2,5,30,esimgnr_5GB_30D_AM_U,50.00,46.00,41.29,0,0,0,43:14.8,43:14.8,\N,3,1,43.70,ARM
2315,Asia 10GB,0,Asia,2,10,30,esimgnr_10GB_30D_RAS_U,25.00,21.00,17.30,0,0,1,43:14.8,43:14.8,\N,3,1,19.20,"AUS, CHN, KAZ, KOR, MAC, MYS, HKG, IDN, UZB, VNM, PAK, SGP, LKA, TWN, THA"
2316,Asia 1GB,0,Asia,2,1,7,esimgnr_1GB_7D_RAS_U,5.00,4.00,2.50,0,0,1,43:14.8,43:14.8,\N,3,1,3.30,"PAK, SGP, LKA, TWN, THA, HKG, IDN, AUS, CHN, KAZ, KOR, MAC, MYS, UZB, VNM"
2317,Asia 20GB,0,Asia,2,20,30,esimgnr_20GB_30D_RAS_U,40.00,35.00,29.90,0,0,1,43:14.8,43:14.8,\N,3,1,32.50,"UZB, VNM, AUS, CHN, PAK, SGP, LKA, TWN, THA, HKG, IDN, KAZ, KOR, MAC, MYS"
2318,Asia 3GB,0,Asia,2,3,30,esimgnr_3GB_30D_RAS_U,10.00,8.50,6.30,0,0,1,43:14.8,43:14.8,\N,3,1,7.40,"KAZ, KOR, MAC, MYS, PAK, SGP, LKA, TWN, THA, UZB, VNM, AUS, CHN, HKG, IDN"
2319,Asia 5GB,0,Asia,2,5,30,esimgnr_5GB_30D_RAS_U,15.00,12.00,9.80,0,0,1,43:14.8,43:14.8,\N,3,1,10.90,"HKG, IDN, UZB, VNM, KAZ, KOR, MAC, MYS, PAK, SGP, LKA, TWN, THA, AUS, CHN"
2320,Australia 10GB,0,Oceania,2,10,30,esimgnr_10GB_30D_AU_U,25.00,20.00,17.23,0,0,0,43:14.9,43:14.9,\N,3,1,18.70,AUS
2321,Australia 1GB,0,Oceania,2,1,7,esimgnr_1GB_7D_AU_U,5.00,3.20,2.38,0,0,0,43:14.9,43:14.9,\N,3,1,2.80,AUS
2322,Australia 20GB,0,Oceania,2,20,30,esimgnr_20GB_30D_AU_U,45.00,35.00,30.71,0,0,0,43:14.9,43:14.9,\N,3,1,32.90,AUS
2323,Australia 3GB,0,Oceania,2,3,30,esimgnr_3GB_30D_AU_U,10.00,7.00,5.90,0,0,0,43:14.9,43:14.9,\N,3,1,6.50,AUS
2324,Australia 5GB,0,Oceania,2,5,30,esimgnr_5GB_30D_AU_U,15.00,12.00,9.53,0,0,0,43:14.9,43:14.9,\N,3,1,10.80,AUS
2325,Austria 10GB,0,Europe,2,10,30,esimgnr_10GB_30D_AT_U,25.00,15.00,8.50,0,0,0,43:14.9,43:14.9,\N,3,1,11.80,AUT
2326,Austria 1GB,0,Europe,2,1,7,esimgnr_1GB_7D_AT_U,5.00,2.50,1.47,0,0,0,43:14.9,43:14.9,\N,3,1,2.00,AUT
2327,Austria 20GB,0,Europe,2,20,30,esimgnr_20GB_30D_AT_U,35.00,25.00,15.00,0,0,0,43:15.0,43:15.0,\N,3,1,20.00,AUT
2328,Austria 3GB,0,Europe,2,3,30,esimgnr_3GB_30D_AT_U,10.00,6.00,3.24,0,0,0,43:15.0,43:15.0,\N,3,1,4.70,AUT
2329,Austria 5GB,0,Europe,2,5,30,esimgnr_5GB_30D_AT_U,15.00,10.00,5.05,0,0,0,43:15.0,43:15.0,\N,3,1,7.60,AUT
2330,Azerbaijan 10GB,0,Middle East,2,10,30,esimgnr_10GB_30D_AZ_U,55.00,50.00,36.27,0,0,0,43:15.0,43:15.0,\N,3,1,43.20,AZE
2331,Azerbaijan 1GB,0,Middle East,2,1,7,esimgnr_1GB_7D_AZ_U,9.50,7.20,5.22,0,0,0,43:15.0,43:15.0,\N,3,1,6.30,AZE
2332,Azerbaijan 20GB,0,Middle East,2,20,30,esimgnr_20GB_30D_AZ_U,99.00,85.00,62.10,0,0,0,43:15.0,43:15.0,\N,3,1,73.60,AZE
2333,Azerbaijan 3GB,0,Middle East,2,3,30,esimgnr_3GB_30D_AZ_U,21.50,18.00,13.50,0,0,0,43:15.0,43:15.0,\N,3,1,15.80,AZE
2334,Azerbaijan 5GB,0,Middle East,2,5,30,esimgnr_5GB_30D_AZ_U,35.00,30.00,20.70,0,0,0,43:15.1,43:15.1,\N,3,1,25.40,AZE
2335,Bahrain 1GB,0,Middle East,2,1,7,esimgnr_1GB_7D_BH_U,12.00,10.00,8.82,0,0,0,43:15.1,43:15.1,\N,3,1,9.50,BHR
2336,Bahrain 3GB,0,Middle East,2,3,30,esimgnr_3GB_30D_BH_U,35.00,30.00,23.85,0,0,0,43:15.1,43:15.1,\N,3,1,27.00,BHR
2337,Bahrain 5GB,0,Middle East,2,5,30,esimgnr_5GB_30D_BH_U,43.00,40.00,36.27,0,0,0,43:15.1,43:15.1,\N,3,1,38.20,BHR
2338,Bangladesh 1GB,0,Asia,2,1,7,esimgnr_1GB_7D_BD_U,14.00,11.00,8.82,0,0,0,43:15.1,43:15.1,\N,3,1,10.00,BGD
2339,Bangladesh 3GB,0,Asia,2,3,30,esimgnr_3GB_30D_BD_U,35.00,30.00,23.85,0,0,0,43:15.1,43:15.1,\N,3,1,27.00,BGD
2340,Bangladesh 5GB,0,Asia,2,5,30,esimgnr_5GB_30D_BD_U,43.00,40.00,36.27,0,0,0,43:15.1,43:15.1,\N,3,1,38.20,BGD
2341,Belgium 10GB,0,Europe,2,10,30,esimgnr_10GB_30D_BE_U,25.00,15.00,8.50,0,0,0,43:15.2,43:15.2,\N,3,1,11.80,BEL
2342,Belgium 1GB,0,Europe,2,1,7,esimgnr_1GB_7D_BE_U,5.00,2.50,1.47,0,0,0,43:15.2,43:15.2,\N,3,1,2.00,BEL
2343,Belgium 20GB,0,Europe,2,20,30,esimgnr_20GB_30D_BE_U,35.00,25.00,15.00,0,0,0,43:15.2,43:15.2,\N,3,1,20.00,BEL
2344,Belgium 3GB,0,Europe,2,3,30,esimgnr_3GB_30D_BE_U,10.00,6.00,3.24,0,0,0,43:15.2,43:15.2,\N,3,1,4.70,BEL
2345,Belgium 5GB,0,Europe,2,5,30,esimgnr_5GB_30D_BE_U,15.00,10.00,5.05,0,0,0,43:15.2,43:15.2,\N,3,1,7.60,BEL
2346,Bolivia 10GB,0,LATAM,2,10,30,esimgnr_10GB_30D_BO_U,75.00,65.00,46.62,0,0,0,43:15.2,43:15.2,\N,3,1,55.90,BOL
2347,Bolivia 1GB,0,LATAM,2,1,7,esimgnr_1GB_7D_BO_U,12.00,9.00,6.75,0,0,0,43:15.2,43:15.2,\N,3,1,7.90,BOL
2348,Bolivia 3GB,0,LATAM,2,3,30,esimgnr_3GB_30D_BO_U,27.00,23.50,17.64,0,0,0,43:15.2,43:15.2,\N,3,1,20.60,BOL
2349,Bolivia 5GB,0,LATAM,2,5,30,esimgnr_5GB_30D_BO_U,40.00,36.00,25.92,0,0,0,43:15.3,43:15.3,\N,3,1,31.00,BOL
2350,Bosnia and Herzegovina 10GB,0,Eastern Europe,2,10,30,esimgnr_10GB_30D_BA_U,52.00,52.00,46.62,0,0,0,43:15.3,43:15.3,\N,3,1,49.40,BIH
2351,Bosnia and Herzegovina 1GB,0,Europe,2,1,7,esimgnr_1GB_7D_BA_U,10.00,8.00,6.75,0,0,0,43:15.3,43:15.3,\N,3,1,7.40,BIH
2352,Bosnia and Herzegovina 3GB,0,Eastern Europe,2,3,30,esimgnr_3GB_30D_BA_U,25.00,22.00,17.64,0,0,0,43:15.3,43:15.3,\N,3,1,19.90,BIH
2353,Bosnia and Herzegovina 5GB,0,Eastern Europe,2,5,30,esimgnr_5GB_30D_BA_U,35.00,30.00,25.92,0,0,0,43:15.3,43:15.3,\N,3,1,28.00,BIH
2354,Botswana 1GB,0,Africa,2,1,7,esimgnr_1GB_7D_BW_U,12.00,10.00,8.82,0,0,0,43:15.3,43:15.3,\N,3,1,9.50,BWA
2355,Botswana 3GB,0,Africa,2,3,30,esimgnr_3GB_30D_BW_U,35.00,30.00,23.85,0,0,0,43:15.3,43:15.3,\N,3,1,27.00,BWA
2356,Botswana 5GB,0,Africa,2,5,30,esimgnr_5GB_30D_BW_U,43.00,40.00,36.27,0,0,0,43:15.4,43:15.4,\N,3,1,38.20,BWA
2357,Brazil 10GB,0,LATAM,2,10,30,esimgnr_10GB_30D_BR_U,40.00,35.00,23.85,0,0,0,43:15.4,43:15.4,\N,3,1,29.50,BRA
2358,Brazil 1GB,0,LATAM,2,1,7,esimgnr_1GB_7D_BR_U,6.00,4.25,3.15,0,0,0,43:15.4,43:15.4,\N,3,1,3.70,BRA
2359,Brazil 20GB,0,LATAM,2,20,30,esimgnr_20GB_30D_BR_U,70.00,58.00,41.40,0,0,0,43:15.4,43:15.4,\N,3,1,49.70,BRA
2360,Brazil 3GB,0,LATAM,2,3,30,esimgnr_3GB_30D_BR_U,15.00,12.00,8.46,0,0,0,43:15.4,43:15.4,\N,3,1,10.30,BRA
2361,Brazil 5GB,0,LATAM,2,5,30,esimgnr_5GB_30D_BR_U,25.00,20.00,13.50,0,0,0,43:15.4,43:15.4,\N,3,1,16.80,BRA
2362,Brunei Darussalam 10GB,0,Middle East,2,10,30,esimgnr_10GB_30D_BN_U,110.00,100.00,84.33,0,0,0,43:15.4,43:15.4,\N,3,1,92.20,BRN
2363,Brunei Darussalam 1GB,0,Middle East,2,1,7,esimgnr_1GB_7D_BN_U,15.00,12.50,10.08,0,0,0,43:15.4,43:15.4,\N,3,1,11.30,BRN
2364,Brunei Darussalam 3GB,0,Middle East,2,3,30,esimgnr_3GB_30D_BN_U,35.00,32.00,27.68,0,0,0,43:15.5,43:15.5,\N,3,1,29.90,BRN
2365,Brunei Darussalam 5GB,0,Middle East,2,5,30,esimgnr_5GB_30D_BN_U,55.00,50.00,45.83,0,0,0,43:15.5,43:15.5,\N,3,1,48.00,BRN
2366,Bulgaria 10GB,0,Europe,2,10,30,esimgnr_10GB_30D_BG_U,25.00,15.00,8.50,0,0,0,43:15.5,43:15.5,\N,3,1,11.80,BGR
2367,Bulgaria 1GB,0,Europe,2,1,7,esimgnr_1GB_7D_BG_U,5.00,2.50,1.47,0,0,0,43:15.5,43:15.5,\N,3,1,2.00,BGR
2368,Bulgaria 20GB,0,Europe,2,20,30,esimgnr_20GB_30D_BG_U,35.00,25.00,15.00,0,0,0,43:15.5,43:15.5,\N,3,1,20.00,BGR
2369,Bulgaria 3GB,0,Europe,2,3,30,esimgnr_3GB_30D_BG_U,10.00,6.00,3.24,0,0,0,43:15.5,43:15.5,\N,3,1,4.70,BGR
2370,Bulgaria 5GB,0,Europe,2,5,30,esimgnr_5GB_30D_BG_U,15.00,10.00,5.05,0,0,0,43:15.5,43:15.5,\N,3,1,7.60,BGR
2371,Cambodia 1GB,0,Asia,2,1,7,esimgnr_1GB_7D_KH_U,14.00,11.00,8.82,0,0,0,43:15.6,43:15.6,\N,3,1,10.00,KHM
2372,Cambodia 3GB,0,Asia,2,3,30,esimgnr_3GB_30D_KH_U,35.00,30.00,23.85,0,0,0,43:15.6,43:15.6,\N,3,1,27.00,KHM
2373,Cambodia 5GB,0,Asia,2,5,30,esimgnr_5GB_30D_KH_U,45.00,40.00,36.27,0,0,0,43:15.6,43:15.6,\N,3,1,38.20,KHM
2374,Cameroon 10GB,0,Africa,2,10,30,esimgnr_10GB_30D_CM_U,105.00,95.00,84.33,0,0,0,43:15.6,43:15.6,\N,3,1,89.70,CMR
2375,Cameroon 1GB,0,Africa,2,1,7,esimgnr_1GB_7D_CM_U,15.00,12.50,10.08,0,0,0,43:15.6,43:15.6,\N,3,1,11.30,CMR
2376,Cameroon 3GB,0,Africa,2,3,30,esimgnr_3GB_30D_CM_U,34.00,31.00,27.68,0,0,0,43:15.6,43:15.6,\N,3,1,29.40,CMR
2377,Cameroon 5GB,0,Africa,2,5,30,esimgnr_5GB_30D_CM_U,54.00,50.00,45.83,0,0,0,43:15.6,43:15.6,\N,3,1,48.00,CMR
2378,Canada 10GB,0,North America,2,10,30,esimgnr_10GB_30D_CA_U,40.00,35.00,23.85,0,0,0,43:15.6,43:15.6,\N,3,1,29.50,CAN
2379,Canada 1GB,0,North America,2,1,7,esimgnr_1GB_7D_CA_U,6.00,4.25,3.15,0,0,0,43:15.7,43:15.7,\N,3,1,3.70,CAN
2380,Canada 20GB,0,North America,2,20,30,esimgnr_20GB_30D_CA_U,70.00,58.00,41.40,0,0,0,43:15.7,43:15.7,\N,3,1,49.70,CAN
2381,Canada 3GB,0,North America,2,3,30,esimgnr_3GB_30D_CA_U,15.00,12.00,8.46,0,0,0,43:15.7,43:15.7,\N,3,1,10.30,CAN
2382,Canada 5GB,0,North America,2,5,30,esimgnr_5GB_30D_CA_U,25.00,20.00,13.50,0,0,0,43:15.7,43:15.7,\N,3,1,16.80,CAN
2383,Canary Island 10GB,0,Europe,2,10,30,esimgnr_10GB_30D_IC_U,25.00,15.00,8.50,0,0,0,43:15.7,43:15.7,\N,3,1,11.80,IC
2384,Canary Island 1GB,0,Europe,2,1,7,esimgnr_1GB_7D_IC_U,5.00,2.50,1.47,0,0,0,43:15.7,43:15.7,\N,3,1,2.00,IC
2385,Canary Island 20GB,0,Europe,2,20,30,esimgnr_20GB_30D_IC_U,35.00,25.00,15.00,0,0,0,43:15.7,43:15.7,\N,3,1,20.00,IC
2386,Canary Island 3GB,0,Europe,2,3,30,esimgnr_3GB_30D_IC_U,10.00,6.00,3.24,0,0,0,43:15.7,43:15.7,\N,3,1,4.70,IC
2387,Canary Island 5GB,0,Europe,2,5,30,esimgnr_5GB_30D_IC_U,15.00,10.00,5.05,0,0,0,43:15.7,43:15.7,\N,3,1,7.60,IC
2388,Central African Republic 1GB,0,Africa,2,1,7,esimgnr_1GB_7D_CF_U,15.00,12.00,8.82,0,0,0,43:15.8,43:15.8,\N,3,1,10.50,CAF
2389,Central African Republic 3GB,0,Africa,2,3,30,esimgnr_3GB_30D_CF_U,35.00,31.50,23.85,0,0,0,43:15.8,43:15.8,\N,3,1,27.70,CAF
2390,Central African Republic 5GB,0,Africa,2,5,30,esimgnr_5GB_30D_CF_U,55.00,50.00,36.27,0,0,0,43:15.8,43:15.8,\N,3,1,43.20,CAF
2391,Chad 10GB,0,Africa,2,10,30,esimgnr_10GB_30D_TD_U,90.00,82.00,75.94,0,0,0,43:15.8,43:15.8,\N,3,1,79.00,TCD
2392,Chad 1GB,0,Africa,2,1,7,esimgnr_1GB_7D_TD_U,14.00,12.00,9.12,0,0,0,43:15.8,43:15.8,\N,3,1,10.60,TCD
2393,Chad 20GB,0,Africa,2,20,30,esimgnr_20GB_30D_TD_U,160.00,150.00,136.58,0,0,0,43:15.8,43:15.8,\N,3,1,143.30,TCD
2394,Chad 3GB,0,Africa,2,3,30,esimgnr_3GB_30D_TD_U,30.00,28.00,24.96,0,0,0,43:15.8,43:15.8,\N,3,1,26.50,TCD
2395,Chad 5GB,0,Africa,2,5,30,esimgnr_5GB_30D_TD_U,50.00,46.00,41.29,0,0,0,43:15.8,43:15.8,\N,3,1,43.70,TCD
2396,Chile 10GB,0,LATAM,2,10,30,esimgnr_10GB_30D_CL_U,40.00,35.00,23.85,0,0,0,43:15.9,43:15.9,\N,3,1,29.50,CHL
2397,Chile 1GB,0,LATAM,2,1,7,esimgnr_1GB_7D_CL_U,6.00,4.25,3.15,0,0,0,43:15.9,43:15.9,\N,3,1,3.70,CHL
2398,Chile 20GB,0,LATAM,2,20,30,esimgnr_20GB_30D_CL_U,70.00,58.00,41.40,0,0,0,43:15.9,43:15.9,\N,3,1,49.70,CHL
2399,Chile 3GB,0,LATAM,2,3,30,esimgnr_3GB_30D_CL_U,15.00,12.00,8.46,0,0,0,43:15.9,43:15.9,\N,3,1,10.30,CHL
2400,Chile 5GB,0,LATAM,2,5,30,esimgnr_5GB_30D_CL_U,25.00,20.00,13.50,0,0,0,43:15.9,43:15.9,\N,3,1,16.80,CHL
2401,China 10GB,0,Asia,2,10,30,esimgnr_10GB_30D_CN_U,50.00,48.00,42.39,0,0,0,43:15.9,43:15.9,\N,3,1,45.20,CHN
2402,China 1GB,0,Asia,2,1,7,esimgnr_1GB_7D_CN_U,7.50,6.75,5.27,0,0,0,43:15.9,43:15.9,\N,3,1,6.10,CHN
2403,China 20GB,0,Asia,2,20,30,esimgnr_20GB_30D_CN_U,90.00,84.00,76.08,0,0,0,43:16.0,43:16.0,\N,3,1,80.10,CHN
2404,China 3GB,0,Asia,2,3,30,esimgnr_3GB_30D_CN_U,20.00,18.00,14.07,0,0,0,43:16.0,43:16.0,\N,3,1,16.10,CHN
2405,China 5GB,0,Asia,2,5,30,esimgnr_5GB_30D_CN_U,30.00,26.00,23.14,0,0,0,43:16.0,43:16.0,\N,3,1,24.60,CHN
2406,Colombia 10GB,0,LATAM,2,10,30,esimgnr_10GB_30D_CO_U,75.00,65.00,46.62,0,0,0,43:16.0,43:16.0,\N,3,1,55.90,COL
2407,Colombia 1GB,0,LATAM,2,1,7,esimgnr_1GB_7D_CO_U,12.00,9.00,6.75,0,0,0,43:16.0,43:16.0,\N,3,1,7.90,COL
2408,Colombia 3GB,0,LATAM,2,3,30,esimgnr_3GB_30D_CO_U,27.00,23.50,17.64,0,0,0,43:16.0,43:16.0,\N,3,1,20.60,COL
2409,Colombia 5GB,0,LATAM,2,5,30,esimgnr_5GB_30D_CO_U,40.00,36.00,25.92,0,0,0,43:16.0,43:16.0,\N,3,1,31.00,COL
2410,Congo 10GB,0,Africa,2,10,30,esimgnr_10GB_30D_CG_U,85.00,82.00,75.94,0,0,0,43:16.1,43:16.1,\N,3,1,79.00,COG
2411,Congo 1GB,0,Africa,2,1,7,esimgnr_1GB_7D_CG_U,14.00,11.00,9.12,0,0,0,43:16.1,43:16.1,\N,3,1,10.10,COG
2412,Congo 20GB,0,Africa,2,20,30,esimgnr_20GB_30D_CG_U,160.00,150.00,136.58,0,0,0,43:16.1,43:16.1,\N,3,1,143.30,COG
2413,Congo 3GB,0,Africa,2,3,30,esimgnr_3GB_30D_CG_U,35.00,30.00,24.96,0,0,0,43:16.1,43:16.1,\N,3,1,27.50,COG
2414,Congo 5GB,0,Africa,2,5,30,esimgnr_5GB_30D_CG_U,50.00,46.00,41.29,0,0,0,43:16.1,43:16.1,\N,3,1,43.70,COG
2415,Costa Rica 10GB,0,LATAM,2,10,30,esimgnr_10GB_30D_CR_U,55.00,50.00,36.27,0,0,0,43:16.1,43:16.1,\N,3,1,43.20,CRI
2416,Costa Rica 1GB,0,LATAM,2,1,7,esimgnr_1GB_7D_CR_U,9.50,7.20,5.22,0,0,0,43:16.1,43:16.1,\N,3,1,6.30,CRI
2417,Costa Rica 20GB,0,LATAM,2,20,30,esimgnr_20GB_30D_CR_U,99.00,85.00,62.10,0,0,0,43:16.2,43:16.2,\N,3,1,73.60,CRI
2418,Costa Rica 3GB,0,LATAM,2,3,30,esimgnr_3GB_30D_CR_U,21.50,18.00,13.50,0,0,0,43:16.2,43:16.2,\N,3,1,15.80,CRI
2419,Costa Rica 5GB,0,LATAM,2,5,30,esimgnr_5GB_30D_CR_U,35.00,30.00,20.70,0,0,0,43:16.2,43:16.2,\N,3,1,25.40,CRI
2420,Cote d'Ivoire 1GB,0,Africa,2,1,7,esimgnr_1GB_7D_CI_U,15.00,12.00,8.82,0,0,0,43:16.2,43:16.2,\N,3,1,10.50,CIV
2421,Cote d'Ivoire 3GB,0,Africa,2,3,30,esimgnr_3GB_30D_CI_U,35.00,31.50,23.85,0,0,0,43:16.2,43:16.2,\N,3,1,27.70,CIV
2422,Cote d'Ivoire 5GB,0,Africa,2,5,30,esimgnr_5GB_30D_CI_U,55.00,50.00,36.27,0,0,0,43:16.2,43:16.2,\N,3,1,43.20,CIV
2423,Croatia 10GB,0,Eastern Europe,2,10,30,esimgnr_10GB_30D_HR_U,25.00,15.00,8.50,0,0,0,43:16.2,43:16.2,\N,3,1,11.80,HRV
2424,Croatia 1GB,0,Europe,2,1,7,esimgnr_1GB_7D_HR_U,5.00,2.50,1.47,0,0,0,43:16.2,43:16.2,\N,3,1,2.00,HRV
2425,Croatia 20GB,0,Eastern Europe,2,20,30,esimgnr_20GB_30D_HR_U,35.00,25.00,15.00,0,0,0,43:16.2,43:16.2,\N,3,1,20.00,HRV
2426,Croatia 3GB,0,Eastern Europe,2,3,30,esimgnr_3GB_30D_HR_U,10.00,6.00,3.24,0,0,0,43:16.3,43:16.3,\N,3,1,4.70,HRV
2427,Croatia 5GB,0,Eastern Europe,2,5,30,esimgnr_5GB_30D_HR_U,15.00,10.00,5.05,0,0,0,43:16.3,43:16.3,\N,3,1,7.60,HRV
2428,Cyprus 10GB,0,Europe,2,10,30,esimgnr_10GB_30D_CY_U,25.00,15.00,8.50,0,0,0,43:16.3,43:16.3,\N,3,1,11.80,CYP
2429,Cyprus 1GB,0,Europe,2,1,7,esimgnr_1GB_7D_CY_U,5.00,2.50,1.47,0,0,0,43:16.3,43:16.3,\N,3,1,2.00,CYP
2430,Cyprus 20GB,0,Europe,2,20,30,esimgnr_20GB_30D_CY_U,35.00,25.00,15.00,0,0,0,43:16.3,43:16.3,\N,3,1,20.00,CYP
2431,Cyprus 3GB,0,Europe,2,3,30,esimgnr_3GB_30D_CY_U,10.00,6.00,3.24,0,0,0,43:16.3,43:16.3,\N,3,1,4.70,CYP
2432,Cyprus 5GB,0,Europe,2,5,30,esimgnr_5GB_30D_CY_U,15.00,10.00,5.05,0,0,0,43:16.3,43:16.3,\N,3,1,7.60,CYP
2433,Czech Republic 10GB,0,Europe,2,10,30,esimgnr_10GB_30D_CZ_U,25.00,15.00,8.50,0,0,0,43:16.4,43:16.4,\N,3,1,11.80,CZE
2434,Czech Republic 1GB,0,Europe,2,1,7,esimgnr_1GB_7D_CZ_U,5.00,2.50,1.47,0,0,0,43:16.4,43:16.4,\N,3,1,2.00,CZE
2435,Czech Republic 20GB,0,Europe,2,20,30,esimgnr_20GB_30D_CZ_U,35.00,25.00,15.00,0,0,0,43:16.4,43:16.4,\N,3,1,20.00,CZE
2436,Czech Republic 3GB,0,Europe,2,3,30,esimgnr_3GB_30D_CZ_U,10.00,6.00,3.24,0,0,0,43:16.4,43:16.4,\N,3,1,4.70,CZE
2437,Czech Republic 5GB,0,Europe,2,5,30,esimgnr_5GB_30D_CZ_U,15.00,10.00,5.05,0,0,0,43:16.4,43:16.4,\N,3,1,7.60,CZE
2438,Denmark 10GB,0,Europe,2,10,30,esimgnr_10GB_30D_DK_U,25.00,15.00,8.50,0,0,0,43:16.4,43:16.4,\N,3,1,11.80,DNK
2439,Denmark 1GB,0,Europe,2,1,7,esimgnr_1GB_7D_DK_U,5.00,2.50,1.47,0,0,0,43:16.4,43:16.4,\N,3,1,2.00,DNK
2440,Denmark 20GB,0,Europe,2,20,30,esimgnr_20GB_30D_DK_U,35.00,25.00,15.00,0,0,0,43:16.4,43:16.4,\N,3,1,20.00,DNK
