id,plan_name,global_plan,region,plan_type,data,validity,package_name,retail_price,wholesale_price,cost_price,singleUse,test_plan,isRegional,created_at,updated_at,deleted_at,vendor_id,recharge_only,platinum_price,countries
469,Spain 10GB,0,Europe,2,10,30,esim_10GB_30D_ES_V2,25.00,15.00,9.61,0,0,0,26:02.5,07:21.7,\N,3,0,12.40,ESP
470,Poland 10GB,0,Europe,2,10,30,esim_10GB_30D_PL_V2,25.00,15.00,8.46,0,0,0,26:02.5,07:21.7,\N,3,0,11.80,POL
471,Uzbekistan 10GB,0,Middle East,2,10,30,uzbeknet-30days-10gb,22.00,18.00,15.50,0,0,0,26:02.5,07:21.7,\N,1,0,16.80,UZB
472,Vietnam 10GB,0,Asia,2,10,30,esim_10GB_30D_VN_V2,30.00,22.50,20.68,0,0,0,26:02.5,07:21.7,\N,3,0,21.60,VNM
473,Zambia 10GB,0,Africa,2,10,30,esim_10GB_30D_ZM_V2,65.00,65.00,55.91,0,0,0,26:02.5,07:21.7,\N,3,0,60.50,ZMB
475,Saudi Arabia 10GB,0,Middle East,2,10,30,red-sand-30days-10gb,27.00,23.25,19.50,0,0,0,26:02.5,07:21.7,\N,1,0,21.40,SAU
476,Serbia 10GB,0,Eastern Europe,2,10,30,serbia-mobile-30days-10gb,21.00,17.75,14.50,0,0,0,26:02.6,07:21.7,\N,1,0,16.20,SRB
477,USA 10GB,0,North America,2,10,30,esim_10GB_30D_US_V2,25.00,20.00,11.40,0,0,0,26:02.6,07:21.7,\N,3,0,15.70,USA
479,Belgium 20GB,0,Europe,2,20,30,esim_20GB_30D_BE_V2,35.00,25.00,14.36,0,0,0,26:02.6,07:21.7,\N,3,0,19.70,BEL
480,Bulgaria 20GB,0,Europe,2,20,30,esim_20GB_30D_BG_V2,35.00,25.00,14.36,0,0,0,26:02.6,07:21.7,\N,3,0,19.70,BGR
481,Uganda 10GB,0,Africa,2,10,30,esim_10GB_30D_UG_V2,50.00,45.00,40.81,0,0,0,26:02.6,07:21.7,\N,3,0,43.00,UGA
482,Cyprus 20GB,0,Europe,2,20,30,esim_20GB_30D_CY_V2,35.00,25.00,14.36,0,0,0,26:02.6,07:21.7,\N,3,0,19.70,CYP
483,Canada 20GB,0,North America,2,20,30,esim_20GB_30D_CA_V2,70.00,58.00,34.00,0,0,0,26:02.6,07:21.7,\N,3,0,46.00,CAN
484,Sweden 10GB,0,Europe,2,10,30,esim_10GB_30D_SE_V2,25.00,15.00,7.59,0,0,0,26:02.6,07:21.7,\N,3,0,11.30,SWE
485,Estonia 20GB,0,Europe,2,20,30,esim_20GB_30D_EE_V2,35.00,25.00,14.36,0,0,0,26:02.6,07:21.7,\N,3,0,19.70,EST
486,Uruguay 10GB,0,LATAM,2,10,30,esim_10GB_30D_UY_V2,55.00,50.00,24.90,0,0,0,26:02.6,07:21.7,\N,3,0,37.50,URY
487,Austria 20GB,0,Europe,2,20,30,esim_20GB_30D_AT_V2,35.00,19.00,13.25,0,0,0,26:02.6,07:21.7,\N,3,0,16.20,AUT
488,Finland 20GB,0,Europe,2,20,30,esim_20GB_30D_FI_V2,35.00,25.00,14.36,0,0,0,26:02.6,07:21.7,\N,3,0,19.70,FIN
489,France 20GB,0,Europe,2,20,30,esim_20GB_30D_FR_V2,35.00,25.00,13.25,0,0,0,26:02.6,07:21.7,\N,3,0,19.20,FRA
490,Germany 20GB,0,Europe,2,20,30,esim_20GB_30D_DE_V2,35.00,25.00,14.36,0,0,0,26:02.6,07:21.7,\N,3,0,19.70,DEU
491,Greece 20GB,0,Europe,2,20,30,esim_20GB_30D_GR_V2,35.00,25.00,14.36,0,0,0,26:02.6,07:21.7,\N,3,0,19.70,GRC
492,Armenia 20GB,0,Eastern Europe,2,20,30,esim_20GB_30D_AM_V2,99.00,85.00,73.15,0,0,0,26:02.6,07:21.7,\N,3,0,79.10,ARM
493,United Arab Emirates (UAE) 10GB,0,Middle East,2,10,30,esim_10GB_30D_AE_V2,30.00,22.50,13.63,0,0,0,26:02.6,07:21.7,\N,3,0,18.10,ARE
494,United Kingdom 10GB,0,Europe,2,10,30,esim_10GB_30D_GB_V2,25.00,15.00,7.59,0,0,0,26:02.6,07:21.7,\N,3,0,11.30,GBR
495,Sri Lanka 10GB,0,Asia,2,10,30,esim_10GB_30D_LK_V2,30.00,22.50,15.65,0,0,0,26:02.6,07:21.7,\N,3,0,19.10,LKA
496,Egypt 20GB,0,Africa,2,20,30,esim_20GB_30D_EG_V2,99.00,85.00,47.74,0,0,0,26:02.6,07:21.7,\N,3,0,66.40,EGY
497,Italy 20GB,0,Europe,2,20,30,esim_20GB_30D_IT_V2,35.00,25.00,13.25,0,0,0,26:02.6,07:21.7,\N,3,0,19.20,ITA
498,Jordan 20GB,0,Middle East,2,20,30,esim_20GB_30D_JO_V2,87.00,75.00,64.07,0,0,0,26:02.6,07:21.7,\N,3,0,69.60,JOR
499,Kuwait 20GB,0,Middle East,2,20,30,esim_20GB_30D_KW_V2,70.00,58.00,33.22,0,0,0,26:02.6,07:21.7,\N,3,0,45.70,KWT
500,Lithuania 20GB,0,Europe,2,20,30,esim_20GB_30D_LT_V2,35.00,25.00,14.36,0,0,0,26:02.6,07:21.7,\N,3,0,19.70,LTU
501,Luxembourg 20GB,0,Europe,2,20,30,esim_20GB_30D_LU_V2,35.00,25.00,14.36,0,0,0,26:02.6,07:21.7,\N,3,0,19.70,LUX
502,Hungary 20GB,0,Europe,2,20,30,esim_20GB_30D_HU_V2,35.00,25.00,14.36,0,0,0,26:02.6,07:21.7,\N,3,0,19.70,HUN
503,Czech Republic 20GB,0,Europe,2,20,30,esim_20GB_30D_CZ_V2,35.00,25.00,14.36,0,0,0,26:02.6,07:21.7,\N,3,0,19.70,CZE
504,Poland 20GB,0,Europe,2,20,30,esim_20GB_30D_PL_V2,35.00,25.00,14.36,0,0,0,26:02.6,07:21.7,\N,3,0,19.70,POL
505,Oman 20GB,0,Middle East,2,20,30,omancom-30days-20gb,40.00,37.00,34.00,0,0,0,26:02.6,07:21.7,\N,1,0,35.50,OMN
506,Portugal 20GB,0,Europe,2,20,30,esim_20GB_30D_PT_V2,35.00,25.00,14.36,0,0,0,26:02.6,07:21.7,\N,3,0,19.70,PRT
507,Qatar 20GB,0,Middle East,2,20,30,pearl-mobile-30days-20gb,49.00,40.25,31.50,0,0,0,26:02.6,07:21.7,\N,1,0,35.90,QAT
508,Australia 20GB,0,Oceania,2,20,30,esim_20GB_30D_AU_V2,35.00,25.00,20.51,0,0,0,26:02.6,07:21.7,\N,3,0,22.80,AUS
509,Ireland 20GB,0,Europe,2,20,30,esim_20GB_30D_IE_V2,35.00,25.00,13.25,0,0,0,26:02.6,07:21.7,\N,3,0,19.20,IRL
510,New Zealand 20GB,0,Oceania,2,20,30,esim_20GB_30D_NZ_V2,65.00,55.00,44.47,0,0,0,26:02.6,07:21.7,\N,3,0,49.80,NZL
511,Turkey 20GB,0,Europe,2,20,30,esim_20GB_30D_TR_V2,35.00,25.00,13.25,0,0,0,26:02.6,07:21.7,\N,3,0,19.20,TUR
512,Ukraine 20GB,0,Europe,2,20,30,esim_20GB_30D_UA_V2,35.00,25.00,20.51,0,0,0,26:02.6,07:21.7,\N,3,0,22.80,UKR
513,Iceland 20GB,0,Europe,2,20,30,esim_20GB_30D_IS_V2,35.00,25.00,14.36,0,0,0,26:02.6,07:21.7,\N,3,0,19.70,ISL
514,Switzerland 20GB,0,Europe,2,20,30,esim_20GB_30D_CH_V2,35.00,25.00,13.25,0,0,0,26:02.6,07:21.7,\N,3,0,19.20,CHE
515,Netherlands 20GB,0,Europe,2,20,30,esim_20GB_30D_NL_V2,35.00,25.00,14.36,0,0,0,26:02.6,07:21.7,\N,3,0,19.70,NLD
516,Malta 20GB,0,Europe,2,20,30,esim_20GB_30D_MT_V2,35.00,25.00,14.36,0,0,0,26:02.6,07:21.7,\N,3,0,19.70,MLT
517,Denmark 20GB,0,Europe,2,20,30,esim_20GB_30D_DK_V2,35.00,25.00,13.25,0,0,0,26:02.6,07:21.7,\N,3,0,19.20,DNK
518,Saudi Arabia 20GB,0,Middle East,2,20,30,red-sand-30days-20gb,44.00,40.75,37.50,0,0,0,26:02.7,07:21.7,\N,1,0,39.20,SAU
519,Europe Plus 20GB,0,Europe,2,20,30,esim_20GB_30D_REUP_V2,25.00,22.50,16.88,0,0,1,26:02.7,07:21.7,\N,3,0,19.70,"POL, PRT, ROU, SVK, SVN, ESP, SWE, CHE, AUT, BEL, BGR, HRV, CYP, CZE, DNK, EST, FIN, FRA, DEU, GRC, HUN, ISL, IRL, ITA, LVA, LIE, LTU, LUX, MLT, NLD, NOR, TUR, GBR, VAT, IC"
520,Uzbekistan 20GB,0,Middle East,2,20,30,uzbeknet-30days-20gb,34.00,32.00,29.00,0,0,0,26:02.7,07:21.7,\N,1,0,30.50,UZB
521,United Kingdom 20GB,0,Europe,2,20,30,esim_20GB_30D_GB_V2,35.00,25.00,13.25,0,0,0,26:02.7,07:21.7,\N,3,0,19.20,GBR
522,Luxembourg 10GB,0,Europe,2,10,30,esim_10GB_30D_LU_V2,25.00,15.00,8.46,0,0,0,26:02.7,07:21.7,\N,3,0,11.80,LUX
523,United Arab Emirates (UAE) 20GB,0,Middle East,2,20,30,esim_20GB_30D_AE_V2,45.00,40.00,24.14,0,0,0,26:02.7,07:21.7,\N,3,0,32.10,ARE
525,North America 3GB,0,North America,2,3,30,esim_3GB_30D_RNA_V2,15.00,12.50,8.83,0,0,1,26:02.7,07:21.7,\N,3,0,10.70,"USA, CAN, MEX"
526,Europe Plus 10GB,0,Europe,2,10,30,esim_10GB_30D_REUP_V2,20.00,15.00,9.61,0,0,1,26:02.7,07:21.7,\N,3,0,12.40,"LVA, LIE, LTU, LUX, MLT, NLD, NOR, TUR, GBR, VAT, IC, POL, PRT, ROU, SVK, SVN, ESP, SWE, CHE, EST, FIN, FRA, DEU, GRC, HUN, ISL, IRL, ITA, AUT, BEL, BGR, HRV, CYP, CZE, DNK"
527,Europe Plus 5GB,0,Europe,2,5,30,esim_5GB_30D_REUP_V2,15.00,9.00,5.45,0,0,1,26:02.7,07:21.7,\N,3,0,7.30,"AUT, BEL, BGR, HRV, CYP, CZE, DNK, POL, PRT, ROU, SVK, SVN, ESP, SWE, CHE, LVA, LIE, LTU, LUX, MLT, NLD, NOR, TUR, GBR, VAT, IC, EST, FIN, FRA, DEU, GRC, HUN, ISL, IRL, ITA"
528,Spain 20GB,0,Europe,2,20,30,esim_20GB_30D_ES_V2,35.00,25.00,16.88,0,0,0,26:02.7,07:21.7,\N,3,0,21.00,ESP
529,Asia 5GB,0,Asia,2,5,30,esim_5GB_30D_RAS_V2,20.00,15.00,11.93,0,0,1,26:02.7,07:21.7,\N,3,0,13.50,"PAK, SGP, LKA, TWN, THA, HKG, IDN, AUS, PRK, MAC, MYS, UZB, VNM"
530,Asia 10GB,0,Asia,2,10,30,esim_10GB_30D_RAS_V2,35.00,25.00,21.59,0,0,1,26:02.7,07:21.7,\N,3,0,23.30,"UZB, VNM, AUS, PAK, SGP, LKA, TWN, THA, HKG, IDN, PRK, MAC, MYS"
531,North America 5GB,0,North America,2,5,30,esim_5GB_30D_RNA_V2,25.00,18.00,14.36,0,0,1,26:02.7,07:21.7,\N,3,0,16.20,"MEX, USA, CAN"
532,Asia 3GB,0,Asia,2,3,30,esim_3GB_30D_RAS_V2,15.00,10.00,7.38,0,0,1,26:02.7,07:21.7,\N,3,0,8.70,"AUS, UZB, VNM, PAK, SGP, LKA, TWN, THA, PRK, MAC, MYS, HKG, IDN"
533,North America 10GB,0,North America,2,10,30,esim_10GB_30D_RNA_V2,40.00,30.00,26.08,0,0,1,26:02.7,07:21.7,\N,3,0,28.10,"CAN, USA, MEX"
534,Sweden 20GB,0,Europe,2,20,30,esim_20GB_30D_SE_V2,35.00,25.00,13.25,0,0,0,26:02.7,07:21.7,\N,3,0,19.20,SWE
535,Lithuania 10GB,0,Europe,2,10,30,esim_10GB_30D_LT_V2,25.00,15.00,8.46,0,0,0,26:02.7,07:21.7,\N,3,0,11.80,LTU
536,USA 20GB,0,North America,2,20,30,esim_20GB_30D_US_V2,45.00,35.00,20.40,0,0,0,26:02.7,07:21.7,\N,3,0,27.70,USA
537,Europe Plus 3GB,0,Europe,2,3,30,esim_3GB_30D_REUP_V2,10.00,7.00,3.49,0,0,1,26:02.7,07:21.7,\N,3,0,5.30,"TUR, GBR, VAT, IC, POL, PRT, ROU, SVK, SVN, ESP, SWE, CHE, AUT, BEL, BGR, HRV, CYP, CZE, DNK, EST, FIN, FRA, DEU, GRC, HUN, ISL, IRL, ITA, LVA, LIE, LTU, LUX, MLT, NLD, NOR"
538,North America 20GB,0,North America,2,20,30,esim_20GB_30D_RNA_V2,60.00,50.00,46.58,0,0,1,26:02.7,07:21.7,\N,3,0,48.30,"MEX, CAN, USA"
539,Africa-11 10GB,0,Africa,2,10,30,esim_10GB_30D_RAF_V2,65.00,60.00,55.91,0,0,1,26:02.7,07:21.7,\N,3,0,58.00,"EGY, KEN, MDG, MUS, MAR, NGA, TUN, UGA, ZMB, ZAF, TZA"
540,Asia 20GB,0,Asia,2,20,30,esim_20GB_30D_RAS_V2,60.00,45.00,38.50,0,0,1,26:02.7,07:21.7,\N,3,0,41.80,"HKG, IDN, PRK, MAC, MYS, AUS, UZB, VNM, PAK, SGP, LKA, TWN, THA"
541,Africa-11 5GB,0,Africa,2,5,30,esim_5GB_30D_RAF_V2,45.00,35.00,30.50,0,0,1,26:02.7,07:21.7,\N,3,0,32.80,"EGY, KEN, MDG, MUS, MAR, NGA, TUN, UGA, ZMB, ZAF, TZA"
542,Middle East 3GB,0,Middle East,2,3,30,esimgnr_3GB_30D_RME_U,24.00,13.00,9.40,0,0,1,43:19.7,43:19.7,\N,3,1,11.20,"ARE, ISR, JOR, SAU, KWT, OMN"
543,LATAM 5GB,0,LATAM,2,5,30,esim_5GB_30D_RLA_V2,35.00,20.00,14.01,0,0,1,26:02.7,07:21.7,\N,3,0,17.10,"MEX, ECU, SLV, GUF, ARG, BOL, BRA, CHL, COL, CRI, URY, PER"
544,Middle East 5GB,0,Middle East,2,5,30,esimgnr_5GB_30D_RME_U,40.00,20.00,15.00,0,0,1,43:19.7,43:19.7,\N,3,1,17.50,"SAU, KWT, OMN, ISR, JOR, ARE"
545,Global Plan 3GB,1,GLOBAL,2,3,30,esim_3GB_30D_RGB_V2,45.00,41.00,21.78,0,0,0,26:02.7,07:21.7,\N,3,0,31.40,"TUN, TUR, UGA, UKR, ARE, GBR, USA, URY, UZB, VNM, ZMB, KAZ, KEN, PRK, KWT, LVA, LIE, LTU, LUX, MAC, MKD, MDG, MYS, MLT, IMN, MUS, MEX, MDA, MNE, MAR, NLD, NZL, NIC, NGA, NOR, OMN, ALA, ALB, AND, ARG, AUS, AUT, BEL, BOL, BIH, BRA, BGR, CMR, CAN, CHL, CHN, COL, CRI, HRV, CYP, CZE, DNK, PAK, PAN, PRY, PER, POL, PRT, QAT, REU, ROU, RUS, SAU, SRB, SYC, SGP, SVK, SVN, ZAF, ESP, LKA, SWE, CHE, TWN, TZA, THA, ECU, EGY, SLV, EST, FIN, FRA, DEU, GIB, GRC, GUM, GTM, GGY, GUY, HKG, HUN, ISL, IND, IDN, IRQ, IRL, ISR, ITA, JPN, JEY, JOR"
546,Middle East 20GB,0,Middle East,2,20,30,esimgnr_20GB_30D_RME_U,120.00,55.00,46.00,0,0,1,43:19.7,43:19.7,\N,3,1,50.50,"ISR, JOR, ARE, KWT, OMN, SAU"
547,Africa-11 3GB,0,Africa,2,3,30,esim_3GB_30D_RAF_V2,25.00,22.00,18.52,0,0,1,26:02.7,07:21.7,\N,3,0,20.30,"EGY, KEN, MDG, MUS, MAR, NGA, TUN, UGA, ZMB, ZAF, TZA"
548,LATAM 3GB,0,LATAM,2,3,30,esim_3GB_30D_RLA_V2,18.00,12.50,8.63,0,0,1,26:02.7,07:21.7,\N,3,0,10.60,"MEX, URY, ARG, BRA, CHL, COL, CRI, PER, ECU, SLV, GUF"
549,Bangladesh 1GB,0,Asia,2,1,7,fatafati-7days-1gb,4.50,3.20,1.70,0,0,0,26:02.7,07:21.7,\N,1,0,2.50,BGD
550,Africa-11 20GB,0,Africa,2,20,30,esim_20GB_30D_RAF_V2,125.00,110.00,100.37,0,0,1,26:02.7,07:21.7,\N,3,0,105.20,"EGY, KEN, MDG, MUS, MAR, NGA, TUN, UGA, ZMB, ZAF, TZA"
551,Laos 1GB,0,Asia,2,1,7,pak-ou-mobile-7days-1gb,10.00,9.50,8.10,0,0,0,26:02.7,07:21.7,\N,1,0,8.80,LAO
552,LATAM 10GB,0,LATAM,2,10,30,esim_10GB_30D_RLA_V2,45.00,35.00,25.44,0,0,1,26:02.7,07:21.7,\N,3,0,30.30,"MEX, PER, ARG, BRA, CHL, COL, CRI, ECU, SLV, GUF, URY"
553,Georgia 1GB,0,Eastern Europe,2,1,7,kargi-mobile-7days-1gb,5.50,3.50,1.80,0,0,0,26:02.7,07:21.7,\N,1,0,2.70,GEO
554,Middle East 10GB,0,Middle East,2,10,30,esimgnr_10GB_30D_RME_U,70.00,65.00,26.50,0,0,1,43:19.7,43:19.7,\N,3,1,45.80,"ISR, JOR, KWT, OMN, SAU, ARE"
555,Cambodia 1GB,0,Asia,2,1,7,connect-cambodia-7days-1gb,4.50,3.20,1.70,0,0,0,26:02.7,07:21.7,\N,1,0,2.50,KHM
556,Global Plan 5GB,1,GLOBAL,2,5,30,esim_5GB_30D_RGB_V2,75.00,62.00,35.94,0,0,0,26:02.7,07:21.7,\N,3,0,49.00,"ALA, ALB, AND, ARG, AUS, AUT, BEL, BOL, BIH, BRA, BGR, CMR, CAN, CHL, CHN, COL, CRI, HRV, CYP, CZE, DNK, TUN, TUR, UGA, UKR, ARE, GBR, USA, URY, UZB, VNM, ZMB, KAZ, KEN, PRK, KWT, LVA, LIE, LTU, LUX, MAC, MKD, MDG, MYS, MLT, IMN, MUS, MEX, MDA, MNE, MAR, NLD, NZL, NIC, NGA, NOR, ECU, EGY, SLV, EST, FIN, FRA, DEU, GIB, GRC, GUM, GTM, GGY, GUY, HKG, HUN, ISL, IND, IDN, IRQ, IRL, ISR, ITA, JPN, JEY, JOR, OMN, PAK, PAN, PRY, PER, POL, PRT, QAT, REU, ROU, RUS, SAU, SRB, SYC, SGP, SVK, SVN, ZAF, ESP, LKA, SWE, CHE, TWN, TZA, THA"
557,Iraq 1GB,0,Middle East,2,1,7,babel-mobile-7days-1gb,5.00,3.50,2.80,0,0,0,26:02.7,07:21.7,\N,1,0,3.20,IRQ
558,Mongolia 1GB,0,Asia,2,1,7,mongo-mobile-fiber-7days-1gb,6.50,5.00,3.90,0,0,0,26:02.7,07:21.7,\N,1,0,4.50,MNG
559,Cote d'Ivoire 1GB,0,Africa,2,1,7,nouchi-mobile-7days-1gb,7.00,6.00,4.80,0,0,0,26:02.7,07:21.7,\N,1,0,5.40,CIV
561,Global Plan 1GB,1,GLOBAL,2,1,7,esim_1GB_7D_RGB_V2,15.00,10.00,8.06,0,0,0,26:02.8,07:21.7,\N,3,0,9.10,"OMN, PAK, PAN, PRY, PER, POL, PRT, QAT, REU, ROU, RUS, SAU, SRB, SYC, SGP, SVK, SVN, ZAF, ESP, LKA, SWE, CHE, TWN, TZA, THA, ALA, ALB, AND, ARG, AUS, AUT, BEL, BOL, BIH, BRA, BGR, CMR, CAN, CHL, CHN, COL, CRI, HRV, CYP, CZE, DNK, ECU, EGY, SLV, EST, FIN, FRA, DEU, GIB, GRC, GUM, GTM, GGY, GUY, HKG, HUN, ISL, IND, IDN, IRQ, IRL, ISR, ITA, JPN, JEY, JOR, KAZ, KEN, PRK, KWT, LVA, LIE, LTU, LUX, MAC, MKD, MDG, MYS, MLT, IMN, MUS, MEX, MDA, MNE, MAR, NLD, NZL, NIC, NGA, NOR, TUN, TUR, UGA, UKR, ARE, GBR, USA, URY, UZB, VNM, ZMB"
562,Palestine 1GB,0,Middle East,2,1,7,tine-mobile-7days-1gb,10.00,8.00,6.40,0,0,0,26:02.8,07:21.7,\N,1,0,7.20,PSE
563,Nepal 1GB,0,Asia,2,1,7,patancell-7days-1gb,10.00,9.50,8.10,0,0,0,26:02.8,07:21.7,\N,1,0,8.80,NPL
564,Iran 1GB,0,Middle East,2,1,7,mehr-mobile-7days-1gb,10.00,9.50,8.10,0,0,0,26:02.8,07:21.7,\N,1,0,8.80,IRN
565,Indonesia 1GB,0,Asia,2,1,7,esim_1GB_7D_ID_V2,5.00,3.50,2.05,0,0,0,26:02.8,07:21.7,\N,3,0,2.80,IDN
567,Australia 1GB,0,Oceania,2,1,7,esim_1GB_7D_AU_V2,4.50,3.00,1.82,0,0,0,26:02.8,07:21.7,\N,3,0,2.50,AUS
570,India 1GB,0,Asia,2,1,7,indicomm-7days-1gb,4.50,3.50,2.00,0,0,0,26:02.8,07:21.7,\N,1,0,2.80,IND
572,Bahamas 1GB,0,Caribbean,2,1,7,esim_1GB_7D_BS_V2,12.00,10.00,7.46,0,0,0,26:02.8,07:21.7,\N,3,0,8.80,BHS
573,Ireland 1GB,0,Europe,2,1,7,esim_1GB_7D_IE_V2,5.00,2.50,1.36,0,0,0,26:02.8,07:21.7,\N,3,0,2.00,IRL
576,Liechtenstein 1GB,0,Europe,2,1,7,134,5.00,3.50,1.80,0,0,0,26:02.8,07:21.7,\N,2,0,2.70,LIE
579,Afghanistan 3GB,0,Middle East,2,3,30,sohbat-mobile-30days-3gb,17.00,14.50,12.60,0,0,0,26:02.8,07:21.7,\N,1,0,13.60,AFG
584,Africa-24 5GB,0,Africa,2,5,30,14,90.00,80.00,69.23,0,0,1,26:02.8,07:21.7,\N,2,0,74.70,"RWA, SEN, SLE, SOM, ZAF, GAB, GHA, GIN, GNB, KEN, LBR, MDG, MWI, NAM, NER, NGA, BWA, BFA, CAF, TCD, COG, COD, CIV, UGA"
591,Botswana 10GB,0,Africa,2,10,30,40,120.00,117.50,73.18,0,0,0,26:02.8,07:21.7,\N,2,0,95.40,BWA
592,Burkina Faso 10GB,0,Africa,2,10,30,42,120.00,117.50,94.93,0,0,0,26:02.8,07:21.7,\N,2,0,106.30,BFA
595,Plan for Niger 10GB,0,Africa,2,10,30,96,120.00,117.50,81.09,0,0,0,26:02.8,07:21.7,\N,2,0,99.30,NER
597,Rwanda 10GB,0,Africa,2,10,30,21,85.00,75.00,55.00,0,0,0,26:02.9,07:21.7,\N,2,0,65.00,RWA
598,Africa-24 10GB,0,Africa,2,10,30,14,152.00,143.00,131.56,0,0,1,26:02.9,07:21.7,\N,2,0,137.30,"RWA, SEN, SLE, SOM, ZAF, GAB, GHA, GIN, GNB, KEN, LBR, MDG, MWI, NAM, NER, NGA, BWA, BFA, CAF, TCD, COG, COD, CIV, UGA"
599,Central African Republic 10GB,0,Africa,2,10,30,47,120.00,117.50,77.13,0,0,0,26:02.9,07:21.7,\N,2,0,97.40,CAF
600,Guinea Bissau 10GB,0,Africa,2,10,30,72,120.00,117.50,79.11,0,0,0,26:02.9,07:21.7,\N,2,0,98.40,GNB
601,Plan for Namibia 10GB,0,Africa,2,10,30,94,120.00,117.50,81.09,0,0,0,26:02.9,07:21.7,\N,2,0,99.30,NAM
602,Plan for Senegal 10GB,0,Africa,2,10,30,106,120.00,117.50,63.29,0,0,0,26:02.9,07:21.7,\N,2,0,90.40,SEN
604,Eswatini 10GB,0,Africa,2,10,30,112,120.00,117.50,79.11,0,0,0,26:02.9,07:21.7,\N,2,0,98.40,"SWZ, SWZ"
605,USA 3GB,0,North America,2,3,30,esim_3GB_30D_US_V2,10.00,7.00,4.00,0,0,0,02:21.0,07:21.7,\N,3,0,5.50,USA
606,Oceania 1GB,0,Oceania,2,1,7,esim_1GB_7D_ROC_V2,5.00,3.75,3.34,0,0,1,13:32.7,07:21.7,\N,3,0,3.60,"AUS, NZL"
607,Oceania 3GB,0,Oceania,2,3,30,esim_3GB_30D_ROC_V2,13.00,10.00,8.45,0,0,1,13:51.8,07:21.7,\N,3,0,9.30,"AUS, NZL"
608,Oceania 5GB,0,Oceania,2,5,30,esim_5GB_30D_ROC_V2,20.00,17.00,13.71,0,0,1,14:03.8,07:21.7,\N,3,0,15.40,"AUS, NZL"
609,Oceania 20GB,0,Oceania,2,20,30,esim_20GB_30D_ROC_V2,60.00,50.00,44.44,0,0,1,14:17.7,07:21.7,\N,3,0,47.30,"AUS, NZL"
610,Oceania 10GB,0,Oceania,2,10,30,esim_10GB_30D_ROC_V2,35.00,27.50,24.89,0,0,1,15:10.3,07:21.7,\N,3,0,26.20,"AUS, NZL"
611,Kenya 20GB,0,Africa,2,20,30,esim_20GB_30D_KE_V2,125.00,115.00,100.37,0,0,0,45:24.0,07:21.7,\N,3,0,107.70,KEN
612,India 3GB,0,Asia,2,3,30,indicomm-30days-3gb,10.50,9.00,5.70,0,0,0,11:24.3,07:21.7,\N,1,0,7.40,IND
614,Albania 10GB,0,Eastern Europe,2,10,30,esim_10GB_30D_AL_V2,26.00,24.00,18.66,0,0,0,06:54.7,07:21.7,\N,3,0,21.40,ALB
617,Andorra 20GB,0,Europe,2,20,30,handi-30days-20gb,40.00,32.00,25.00,0,0,0,50:29.9,07:21.7,\N,1,0,28.50,AND
618,Aaland Islands 1GB,0,Europe,2,1,7,esim_1GB_7D_AX_V2,5.00,3.20,2.28,0,0,0,07:39.8,07:21.7,\N,3,0,2.80,ALA
619,Aaland Islands 3GB,0,Europe,2,3,30,esim_3GB_30D_AX_V2,12.00,7.00,5.45,0,0,0,18:51.2,07:21.7,\N,3,0,6.30,ALA
620,Aaland Islands 5GB,0,Europe,2,5,30,esim_5GB_30D_AX_V2,15.00,12.00,8.72,0,0,0,20:59.9,07:21.7,\N,3,0,10.40,ALA
621,Aaland Islands 10GB,0,Europe,2,10,30,esim_10GB_30D_AX_V2,25.00,20.00,15.65,0,0,0,24:02.3,07:21.7,\N,3,0,17.90,ALA
622,Aaland Islands 20GB,0,Europe,2,20,30,esim_20GB_30D_AX_V2,42.00,30.00,27.77,0,0,0,26:49.7,07:21.7,\N,3,0,28.90,ALA
623,Argentina 20GB,0,LATAM,2,20,30,esim_20GB_30D_AR_V2,65.00,50.00,44.47,0,0,0,34:58.2,07:21.7,\N,3,0,47.30,ARG
624,Brazil 20GB,0,LATAM,2,20,30,esim_20GB_30D_BR_V2,65.00,50.00,44.47,0,0,0,37:49.2,07:21.7,\N,3,0,47.30,BRA
625,Brunei Darussalam 5GB,0,Middle East,2,5,30,esim_5GB_30D_BN_V2,45.00,40.00,35.94,0,0,0,40:59.1,07:21.7,\N,3,0,38.00,BRN
626,Brunei Darussalam 10GB,0,Middle East,2,10,30,esim_10GB_30D_BN_V2,87.00,75.00,65.97,0,0,0,43:53.9,07:21.7,\N,3,0,70.50,BRN
628,China 3GB,0,Asia,2,3,30,chinacom-30days-3gb,11.50,9.50,7.70,0,0,0,01:12.8,07:21.7,\N,1,0,8.60,CHN
629,China 5GB,0,Asia,2,5,30,chinacom-30days-5gb,16.50,14.50,12.50,0,0,0,02:44.0,07:21.7,\N,1,0,13.50,CHN
631,China 10GB,0,Asia,2,10,30,chinacom-30days-10gb,28.00,26.00,24.00,0,0,0,07:41.0,07:21.7,\N,1,0,25.00,CHN
632,China 20GB,0,Asia,2,20,30,chinacom-30days-20gb,49.00,45.00,41.50,0,0,0,10:37.2,07:21.7,\N,1,0,43.30,CHN
634,Cote d'Ivoire 3GB,0,Africa,2,3,30,nouchi-mobile-30days-3gb,17.50,16.00,14.00,0,0,0,17:25.1,07:21.7,\N,1,0,15.00,CIV
