id,plan_name,global_plan,region,plan_type,data,validity,package_name,retail_price,wholesale_price,cost_price,singleUse,test_plan,isRegional,created_at,updated_at,deleted_at,vendor_id,countries
330,Italy 5GB,0,Europe,2,5,30,esim_5GB_30D_IT_V2,15,10,3.78,0,0,0,2023-06-24 13:26:02,2023-11-30 21:37:33,\N,3,IT
0,Italy UNL 10D,0,Europe,2,Unlimited,10,esim_UL_10D_IT_V2,35,27.5,10.48,0,0,0,,,,3,IT
0,Italy UNL 15D,0,Europe,2,Unlimited,15,esim_UL_15D_IT_V2,45,36,15.49,0,0,0,,,,3,IT
0,Italy UNL 1D,0,Europe,2,Unlimited,1,esim_UL_1D_IT_V2,6,3.5,1.48,0,0,0,,,,3,IT
0,Italy UNL 30D,0,Europe,2,Unlimited,30,esim_UL_30D_IT_V2,70,60,30.5,0,0,0,,,,3,IT
0,Italy UNL 3D,0,Europe,2,Unlimited,3,esim_UL_3D_IT_V2,15,10,3.48,0,0,0,,,,3,IT
0,Italy UNL 5D,0,Europe,2,Unlimited,5,esim_UL_5D_IT_V2,25,14,5.48,0,0,0,,,,3,IT
0,Italy UNL 7D,0,Europe,2,Unlimited,7,esim_UL_7D_IT_V2,30,20,7.48,0,0,0,,,,3,IT
0,Ivory Coast 2GB,0,Africa,2,2,15,esim_2GB_15D_CR_V2,10,8,5.32,0,0,0,,,,3,CR
0,Ivory Coast UNL 10D,0,Africa,2,Unlimited,10,esim_UL_10D_CR_V2,66,53,35.08,0,0,0,,,,3,CR
0,Ivory Coast UNL 1D,0,Africa,2,Unlimited,1,esim_UL_1D_CR_V2,8,6,3.94,0,0,0,,,,3,CR
0,Ivory Coast UNL 3D,0,Africa,2,Unlimited,3,esim_UL_3D_CR_V2,20,16,10.86,0,0,0,,,,3,CR
0,Ivory Coast UNL 5D,0,Africa,2,Unlimited,5,esim_UL_5D_CR_V2,34,27,17.78,0,0,0,,,,3,CR
0,Ivory Coast UNL 7D,0,Africa,2,Unlimited,7,esim_UL_7D_CR_V2,46,37,24.7,0,0,0,,,,3,CR
13,Jamaica,0,Caribbean,2,1,7,jammcom-7days-1gb,9.5,9,8.1,0,0,0,2023-06-24 13:26:01,2023-07-21 12:52:51,\N,1,JM
0,Jamaica UNL 1D,0,Caribbean,2,Unlimited,1,esim_UL_1D_JM_V2,50,40,26.79,0,0,0,,,,3,JM
0,Jamaica UNL 3D,0,Caribbean,2,Unlimited,3,esim_UL_3D_JM_V2,149,119,79.41,0,0,0,,,,3,JM
0,Jamaica UNL 5D,0,Caribbean,2,Unlimited,5,esim_UL_5D_JM_V2,248,198,132.03,0,0,0,,,,3,JM
751,Japan 1GB,0,Asia,2,1,7,moshi-moshi-7days-1gb,4.5,3.5,2.4,0,0,0,2023-09-05 16:30:03,2023-09-05 16:30:03,\N,1,JP
0,Japan 2GB,0,Asia,2,2,15,moshi-moshi-15days-2gb,6.5,5.5,4.7,0,0,,,,,1,JP
752,Japan 3GB,0,Asia,2,3,15,moshi-moshi-30days-3gb,10,9,6.9,0,0,0,2023-09-05 16:31:27,2023-09-05 16:31:27,\N,1,JP
753,Japan 5GB,0,Asia,2,5,30,moshi-moshi-30days-5gb,11.5,11,10,0,0,0,2023-09-05 16:32:42,2023-09-05 16:32:42,\N,1,JP
0,Japan UNL 10D,0,Asia,2,Unlimited,10,esim_UL_10D_JP_V2,95,76,50.52,0,0,0,,,,3,JP
0,Japan UNL 15D,0,Asia,2,Unlimited,15,esim_UL_15D_JP_V2,125,100,75.55,0,0,0,,,,3,JP
0,Japan UNL 1D,0,Asia,2,Unlimited,1,esim_UL_1D_JP_V2,9,7.5,5.48,0,0,0,,,,3,JP
0,Japan UNL 3D,0,Asia,2,Unlimited,3,esim_UL_3D_JP_V2,30,23,15.49,0,0,0,,,,3,JP
0,Japan UNL 5D,0,Asia,2,Unlimited,5,esim_UL_5D_JP_V2,45,35,25.5,0,0,0,,,,3,JP
0,Japan UNL 7D,0,Asia,2,Unlimited,7,esim_UL_7D_JP_V2,66,53,35.51,0,0,0,,,,3,JP
0,Jersey 2GB,0,Europe,2,2,15,esim_2GB_15D_JE_V2,12,7,4.48,0,0,0,,,,3,JE
0,Jersey 50GB,0,Europe,2,50,30,esim_50GB_30D_JE_V2,135,108,71.97,0,0,0,,,,3,JE
0,Jersey UNL 10D,0,Europe,2,Unlimited,10,esim_UL_10D_JE_V2,55,44,29.07,0,0,0,,,,3,JE
0,Jersey UNL 15D,0,Europe,2,Unlimited,15,esim_UL_15D_JE_V2,81,65,43.37,0,0,0,,,,3,JE
0,Jersey UNL 1D,0,Europe,2,Unlimited,1,esim_UL_1D_JE_V2,6,5,3.33,0,0,0,,,,3,JE
0,Jersey UNL 30D,0,Europe,2,Unlimited,30,esim_UL_30D_JE_V2,130,120,86.27,0,0,0,,,,3,JE
0,Jersey UNL 3D,0,Europe,2,Unlimited,3,esim_UL_3D_JE_V2,18,14,9.05,0,0,0,,,,3,JE
0,Jersey UNL 5D,0,Europe,2,Unlimited,5,esim_UL_5D_JE_V2,30,20,14.77,0,0,0,,,,3,JE
0,Jersey UNL 7D,0,Europe,2,Unlimited,7,esim_UL_7D_JE_V2,39,31,20.49,0,0,0,,,,3,JE
103,Jordan,0,Middle East,2,1,7,esim_1GB_7D_JO_V2,7.5,6,3.98,0,0,0,2023-06-24 13:26:02,2023-11-30 21:37:32,\N,3,JO
424,Jordan 10GB,0,Middle East,2,10,30,esim_10GB_30D_JO_V2,45,40,31.01,0,0,0,2023-06-24 13:26:02,2023-11-30 21:37:33,\N,3,JO
498,Jordan 20GB,0,Middle East,2,20,30,esim_20GB_30D_JO_V2,75,65,55.53,0,0,0,2023-06-24 13:26:03,2023-11-30 21:37:33,\N,3,JO
0,Jordan 2GB,0,Middle East,2,2,15,esim_2GB_15D_JO_V2,14,11,7.48,0,0,0,,,,3,JO
198,Jordan 3GB,0,Middle East,2,3,30,esim_3GB_30D_JO_V2,15,12,10.38,0,0,0,2023-06-24 13:26:02,2023-11-30 21:37:32,\N,3,JO
321,Jordan 5GB,0,Middle East,2,5,30,esim_5GB_30D_JO_V2,25,20,16.99,0,0,0,2023-06-24 13:26:02,2023-11-30 21:37:33,\N,3,JO
0,Jordan UNL 10D,0,Middle East,2,Unlimited,10,esim_UL_10D_JO_V2,95,76,50.52,0,0,0,,,,3,JO
0,Jordan UNL 15D,0,Middle East,2,Unlimited,15,esim_UL_15D_JO_V2,141,113,75.55,0,0,0,,,,3,JO
0,Jordan UNL 1D,0,Middle East,2,Unlimited,1,esim_UL_1D_JO_V2,10,8,5.48,0,0,0,,,,3,JO
0,Jordan UNL 3D,0,Middle East,2,Unlimited,3,esim_UL_3D_JO_V2,29,23,15.49,0,0,0,,,,3,JO
0,Jordan UNL 5D,0,Middle East,2,Unlimited,5,esim_UL_5D_JO_V2,48,38,25.5,0,0,0,,,,3,JO
0,Jordan UNL 7D,0,Middle East,2,Unlimited,7,esim_UL_7D_JO_V2,66,53,35.51,0,0,0,,,,3,JO
437,Kazakhstan 10GB,0,Asia,2,10,30,kazaknet-30days-10gb,21,19,17,0,0,0,2023-06-24 13:26:02,2023-11-30 21:37:33,\N,1,KZ
15,Kazakhstan 1GB,0,Asia,2,1,7,kazaknet-7days-1gb,4.5,3.25,1.9,0,0,0,2023-06-24 13:26:01,2023-11-30 21:37:32,\N,1,KZ
645,Kazakhstan 20GB,0,Asia,2,20,30,kazaknet-30days-20gb,32,30,27,0,0,0,2023-09-04 19:14:37,2023-11-30 21:37:33,\N,1,KZ
0,Kazakhstan 2GB,0,Asia,2,2,15,kazaknet-15days-2gb,7,5,3.7,0,0,,,,,1,KZ
195,Kazakhstan 3GB,0,Asia,2,3,30,kazaknet-30days-3gb,9.5,7.5,5.4,0,0,0,2023-06-24 13:26:02,2023-11-30 21:37:32,\N,1,KZ
333,Kazakhstan 5GB,0,Asia,2,5,30,kazaknet-30days-5gb,13,11.5,9,0,0,0,2023-06-24 13:26:02,2023-11-30 21:37:33,\N,1,KZ
0,Kazakhstan UNL 10D,0,Asia,2,Unlimited,10,esim_UL_10D_KZ_V2,70,56,37.65,0,0,0,,,,3,KZ
0,Kazakhstan UNL 15D,0,Asia,2,Unlimited,15,esim_UL_15D_KZ_V2,95,75,56.24,0,0,0,,,,3,KZ
0,Kazakhstan UNL 1D,0,Asia,2,Unlimited,1,esim_UL_1D_KZ_V2,8,6,4.19,0,0,0,,,,3,KZ
0,Kazakhstan UNL 30D,0,Asia,2,Unlimited,30,esim_UL_30D_KZ_V2,210,168,112.01,0,0,0,,,,3,KZ
0,Kazakhstan UNL 3D,0,Asia,2,Unlimited,3,esim_UL_3D_KZ_V2,21,17,11.63,0,0,0,,,,3,KZ
0,Kazakhstan UNL 5D,0,Asia,2,Unlimited,5,esim_UL_5D_KZ_V2,35,29,19.06,0,0,0,,,,3,KZ
0,Kazakhstan UNL 7D,0,Asia,2,Unlimited,7,esim_UL_7D_KZ_V2,35,32,26.5,0,0,0,,,,3,KZ
14,Kenya,0,Africa,2,1,7,esim_1GB_7D_KE_V2,9.5,8,5.98,0,0,0,2023-06-24 13:26:01,2023-11-30 21:37:32,\N,3,KE
431,Kenya 10GB,0,Africa,2,10,30,esim_10GB_30D_KE_V2,65,58,48.45,0,0,0,2023-06-24 13:26:02,2023-11-30 21:37:33,\N,3,KE
611,Kenya 20GB,0,Africa,2,20,30,esim_20GB_30D_KE_V2,110,96,86.99,0,0,0,2023-08-13 23:45:24,2023-11-30 21:37:33,\N,3,KE
646,Kenya 20GB,0,Africa,2,20,30,esim_20GB_30D_KE_V2,110,96,86.99,0,0,0,2023-09-04 19:18:42,2023-11-30 21:37:33,\N,3,KE
0,Kenya 2GB,0,Africa,2,2,15,esim_2GB_15D_KE_V2,21,17,11.49,0,0,0,,,,3,KE
197,Kenya 3GB,0,Africa,2,3,30,esim_3GB_30D_KE_V2,30,25,16.05,0,0,0,2023-06-24 13:26:02,2023-11-30 21:37:32,\N,3,KE
336,Kenya 5GB,0,Africa,2,5,30,esim_5GB_30D_KE_V2,40,35,26.43,0,0,0,2023-06-24 13:26:02,2023-11-30 21:37:33,\N,3,KE
0,Kenya UNL 10D,0,Africa,2,Unlimited,10,esim_UL_10D_KE_V2,149,119,79.12,0,0,0,,,,3,KE
0,Kenya UNL 15D,0,Africa,2,Unlimited,15,esim_UL_15D_KE_V2,223,178,118.45,0,0,0,,,,3,KE
0,Kenya UNL 1D,0,Africa,2,Unlimited,1,esim_UL_1D_KE_V2,16,13,8.34,0,0,0,,,,3,KE
0,Kenya UNL 3D,0,Africa,2,Unlimited,3,esim_UL_3D_KE_V2,45,36,24.07,0,0,0,,,,3,KE
0,Kenya UNL 5D,0,Africa,2,Unlimited,5,esim_UL_5D_KE_V2,75,60,39.8,0,0,0,,,,3,KE
0,Kenya UNL 7D,0,Africa,2,Unlimited,7,esim_UL_7D_KE_V2,104,83,55.53,0,0,0,,,,3,KE
433,Korea 10GB,0,Asia,2,10,30,esim_10GB_30D_KP_V2,30,22.5,17.92,0,0,0,2023-06-24 13:26:02,2023-11-30 21:37:33,\N,3,KR
674,Korea 10GB,0,Asia,2,10,30,esim_10GB_30D_KR_V2,35,22.5,#N/A,0,0,0,2023-09-05 10:52:56,2023-11-30 21:37:33,\N,3,KR
671,Korea 1GB,0,Asia,2,1,7,esim_1GB_7D_KP_V2,5,3.5,2.48,0,0,0,2023-09-05 10:48:09,2023-11-30 21:37:33,\N,3,KR
647,Korea 20GB,0,Asia,2,20,30,esim_20GB_30D_KP_V2,45,40,31.93,0,0,0,2023-09-04 19:22:18,2023-11-30 21:37:33,\N,3,KR
675,Korea 20GB,0,Asia,2,20,30,esim_20GB_30D_KR_V2,45,40,#N/A,0,0,0,2023-09-05 10:53:51,2023-11-30 21:37:33,\N,3,KR
0,Korea 2GB,0,Asia,2,2,15,esim_2GB_15D_KP_V2,9,7,4.48,0,0,0,,,,3,KP
209,Korea 3GB,0,Asia,2,3,30,esim_3GB_30D_KP_V2,12.5,8.5,6.14,0,0,0,2023-06-24 13:26:02,2023-11-30 21:37:32,\N,3,KR
672,Korea 3GB,0,Asia,2,3,30,esim_3GB_30D_KR_V2,12.5,8.5,#N/A,0,0,0,2023-09-05 10:50:34,2023-11-30 21:37:33,\N,3,KR
0,Korea 50GB,0,Asia,2,50,30,esim_50GB_30D_KP_V2,135,108,71.97,0,0,0,,,,3,KP
313,Korea 5GB,0,Asia,2,5,30,esim_5GB_30D_KP_V2,20,15,9.91,0,0,0,2023-06-24 13:26:02,2023-11-30 21:37:33,\N,3,KR
673,Korea 5GB,0,Asia,2,5,30,esim_5GB_30D_KR_V2,20,15,#N/A,0,0,0,2023-09-05 10:51:48,2023-11-30 21:37:33,\N,3,KR
0,Korea-Republic of UNL 10D,0,Asia,2,Unlimited,10,esim_UL_10D_KP_V2,55,44,29.07,0,0,0,,,,3,KP
0,Korea-Republic of UNL 15D,0,Asia,2,Unlimited,15,esim_UL_15D_KP_V2,80,65,43.37,0,0,0,,,,3,KP
0,Korea-Republic of UNL 1D,0,Asia,2,Unlimited,1,esim_UL_1D_KP_V2,6,5,3.33,0,0,0,,,,3,KP
0,Korea-Republic of UNL 30D,0,Asia,2,Unlimited,30,esim_UL_30D_KP_V2,161,129,86.27,0,0,0,,,,3,KP
0,Korea-Republic of UNL 3D,0,Asia,2,Unlimited,3,esim_UL_3D_KP_V2,18,14,9.05,0,0,0,,,,3,KP
0,Korea-Republic of UNL 5D,0,Asia,2,Unlimited,5,esim_UL_5D_KP_V2,27,20,14.77,0,0,0,,,,3,KP
0,Korea-Republic of UNL 7D,0,Asia,2,Unlimited,7,esim_UL_7D_KP_V2,35,32,20.49,0,0,0,,,,3,KP
134,Kosovo,0,Europe,2,1,7,kosnet-7days-1gb,6.5,5,3.3,0,0,0,2023-06-24 13:26:02,2023-07-21 12:52:41,\N,1,XK
0,Kosovo 2GB,0,Eastern Europe,2,2,15,kosnet-15days-2gb,11.5,8.5,6.5,0,0,,,,,1,XK
217,Kosovo 3GB,0,Eastern Europe,2,3,30,kosnet-30days-3gb,16,13,9.6,0,0,0,2023-06-24 13:26:02,2023-07-21 12:52:42,\N,1,XK
319,Kosovo 5GB,0,Eastern Europe,2,5,30,kosnet-30days-5gb,24,20,16,0,0,0,2023-06-24 13:26:02,2023-07-21 12:52:44,\N,1,XK
0,Kosovo UNL 10D,0,Eastern Europe,2,Unlimited,10,esim_UL_10D_XK_V2,229,183,122.02,0,0,0,,,,3,XK
0,Kosovo UNL 1D,0,Eastern Europe,2,Unlimited,1,esim_UL_1D_XK_V2,24,19,12.63,0,0,0,,,,3,XK
0,Kosovo UNL 3D,0,Eastern Europe,2,Unlimited,3,esim_UL_3D_XK_V2,69,55,36.94,0,0,0,,,,3,XK
0,Kosovo UNL 5D,0,Eastern Europe,2,Unlimited,5,esim_UL_5D_XK_V2,115,92,61.25,0,0,0,,,,3,XK
0,Kosovo UNL 7D,0,Eastern Europe,2,Unlimited,7,esim_UL_7D_XK_V2,160,128,85.56,0,0,0,,,,3,XK
112,Kuwait,0,Middle East,2,1,7,liberation-mobile-7days-1gb,4.5,3,1.8,0,0,0,2023-06-24 13:26:02,2023-11-30 21:37:32,\N,1,KW
429,Kuwait 10GB,0,Middle East,2,10,30,esim_10GB_30D_KW_V2,40,35,16.18,0,0,0,2023-06-24 13:26:02,2023-11-30 21:37:33,\N,3,KW
499,Kuwait 20GB,0,Middle East,2,20,30,esim_20GB_30D_KW_V2,70,58,28.79,0,0,0,2023-06-24 13:26:03,2023-11-30 21:37:33,\N,3,KW
0,Kuwait 2GB,0,Middle East,2,2,15,liberation-mobile-15days-2gb,8,5,3.6,0,0,,,,,1,KW
215,Kuwait 3GB,0,Middle East,2,3,30,liberation-mobile-30days-3gb,10.5,8,5.2,0,0,0,2023-06-24 13:26:02,2023-11-30 21:37:32,\N,3,KW
316,Kuwait 5GB,0,Middle East,2,5,30,liberation-mobile-30days-5gb,15,12,8.5,0,0,0,2023-06-24 13:26:02,2023-11-30 21:37:33,\N,1,KW
0,Kuwait UNL 10D,0,Middle East,2,Unlimited,10,esim_UL_10D_KW_V2,49,39,26.21,0,0,0,,,,3,KW
0,Kuwait UNL 15D,0,Middle East,2,Unlimited,15,esim_UL_15D_KW_V2,74,59,39.08,0,0,0,,,,3,KW
0,Kuwait UNL 1D,0,Middle East,2,Unlimited,1,esim_UL_1D_KW_V2,7,5,3.05,0,0,0,,,,3,KW
0,Kuwait UNL 30D,0,Middle East,2,Unlimited,30,esim_UL_30D_KW_V2,146,117,77.69,0,0,0,,,,3,KW
0,Kuwait UNL 3D,0,Middle East,2,Unlimited,3,esim_UL_3D_KW_V2,15,12,8.2,0,0,0,,,,3,KW
0,Kuwait UNL 5D,0,Middle East,2,Unlimited,5,esim_UL_5D_KW_V2,25,20,13.34,0,0,0,,,,3,KW
0,Kuwait UNL 7D,0,Middle East,2,Unlimited,7,esim_UL_7D_KW_V2,35,28,18.49,0,0,0,,,,3,KW
754,Kyrgyzstan 1GB,0,Asia,2,1,7,doske-7days-1gb,8,4.7,1.7,0,0,0,2023-09-05 16:34:41,2023-09-05 16:34:41,\N,1,KG
755,Kyrgyzstan 3GB,0,Asia,2,3,15,doske-30days-3gb,21,10,4.7,0,0,0,2023-09-05 16:37:49,2023-09-05 16:37:49,\N,1,KG
756,Kyrgyzstan 5GB,0,Asia,2,5,30,doske-30days-5gb,24,12,7.5,0,0,0,2023-09-05 16:39:33,2023-09-05 16:39:33,\N,1,KG
0,Kyrgyzstan UNL 10D,0,Middle East,2,Unlimited,10,esim_UL_10D_KG_V2,229,183,122.02,0,0,0,,,,3,KG
0,Kyrgyzstan UNL 1D,0,Middle East,2,Unlimited,1,esim_UL_1D_KG_V2,25,20,12.63,0,0,0,,,,3,KG
0,Kyrgyzstan UNL 3D,0,Middle East,2,Unlimited,3,esim_UL_3D_KG_V2,69,55,36.94,0,0,0,,,,3,KG
0,Kyrgyzstan UNL 5D,0,Middle East,2,Unlimited,5,esim_UL_5D_KG_V2,115,92,61.25,0,0,0,,,,3,KG
0,Kyrgyzstan UNL 7D,0,Middle East,2,Unlimited,7,esim_UL_7D_KG_V2,160,128,85.56,0,0,0,,,,3,KG
551,Laos 1GB,0,Asia,2,1,7,pak-ou-mobile-7days-1gb,9.5,9,8.1,0,0,0,2023-06-24 13:26:03,2023-07-21 12:52:39,\N,1,LA
0,Laos UNL 1D,0,Asia,2,Unlimited,1,esim_UL_1D_LA_V2,35,28,18.35,0,0,0,,,,3,LA
0,Laos UNL 3D,0,Asia,2,Unlimited,3,esim_UL_3D_LA_V2,90,75,54.1,0,0,0,,,,3,LA
0,Laos UNL 5D,0,Asia,2,Unlimited,5,esim_UL_5D_LA_V2,140,120,89.85,0,0,0,,,,3,LA
0,Laos UNL 7D,0,Asia,2,Unlimited,7,esim_UL_7D_LA_V2,175,150,125.6,0,0,0,,,,3,LA
552,LATAMS 10GB,0,LATAM,2,10,30,esim_10GB_30D_RLA_V2,65,60,22.04,0,0,1,2023-06-24 13:26:03,2023-07-21 12:52:52,\N,3,"AR,BO,BR,CO,CR,EC,SV,GT,NI,PA,PY,PE,UY"
11,LATAMS 1GB,0,LATAM,2,1,7,esim_1GB_30D_RLA_U,12.5,10,7.5,0,0,1,2023-06-24 13:26:01,2023-07-21 12:52:52,\N,3,"AR,BO,BR,CO,CR,EC,SV,GT,NI,PA,PY,PE,UY"
548,LATAMS 3GB,0,LATAM,2,3,30,esim_3GB_30D_RLA_V2,30,23,7.48,0,0,1,2023-06-24 13:26:03,2023-07-21 12:52:52,\N,3,"AR,BO,BR,CO,CR,EC,SV,GT,NI,PA,PY,PE,UY"
543,LATAMS 5GB,0,LATAM,2,5,30,esim_5GB_30D_RLA_V2,40,35,12.14,0,0,1,2023-06-24 13:26:03,2023-07-21 12:52:52,\N,3,"AR,BO,BR,CO,CR,EC,SV,GT,NI,PA,PY,PE,UY"
41,Latvia,0,Europe,2,1,7,esim_1GB_7D_LV_V2,5,2.5,1.38,0,0,0,2023-06-24 13:26:01,2023-11-30 21:37:32,\N,3,LV
427,Latvia 10GB,0,Eastern Europe,2,10,30,esim_10GB_30D_LV_V2,25,15,8.33,0,0,0,2023-06-24 13:26:02,2023-11-30 21:37:33,\N,3,LV
729,Latvia 20GB,0,Eastern Europe,2,20,30,esim_20GB_30D_LV_V2,25,20,14.63,0,0,0,2023-09-05 15:19:26,2023-11-30 21:37:33,\N,3,LV
0,Latvia 2GB,0,Eastern Europe,2,2,15,esim_2GB_15D_LV_V2,9,4.5,2.28,0,0,0,,,,3,LV
219,Latvia 3GB,0,Eastern Europe,2,3,30,esim_3GB_30D_LV_V2,10,6,3.02,0,0,0,2023-06-24 13:26:02,2023-11-30 21:37:32,\N,3,LV
0,Latvia 50GB,0,Eastern Europe,2,50,30,esim_50GB_30D_LV_V2,61,49,32.65,0,0,0,,,,3,LV
317,Latvia 5GB,0,Eastern Europe,2,5,30,esim_5GB_30D_LV_V2,15,10,4.72,0,0,0,2023-06-24 13:26:02,2023-11-30 21:37:33,\N,3,LV
0,Latvia UNL 10D,0,Eastern Europe,2,Unlimited,10,esim_UL_10D_LV_V2,25,20,13.34,0,0,0,,,,3,LV
0,Latvia UNL 15D,0,Eastern Europe,2,Unlimited,15,esim_UL_15D_LV_V2,38,30,19.78,0,0,0,,,,3,LV
0,Latvia UNL 1D,0,Eastern Europe,2,Unlimited,1,esim_UL_1D_LV_V2,4.5,3.5,1.76,0,0,0,,,,3,LV
0,Latvia UNL 30D,0,Eastern Europe,2,Unlimited,30,esim_UL_30D_LV_V2,74,59,39.08,0,0,0,,,,3,LV
0,Latvia UNL 3D,0,Eastern Europe,2,Unlimited,3,esim_UL_3D_LV_V2,17.5,10,4.34,0,0,0,,,,3,LV
0,Latvia UNL 5D,0,Eastern Europe,2,Unlimited,5,esim_UL_5D_LV_V2,20,14,6.91,0,0,0,,,,3,LV
0,Latvia UNL 7D,0,Eastern Europe,2,Unlimited,7,esim_UL_7D_LV_V2,27.5,20,9.48,0,0,0,,,,3,LV
0,Lesotho 10GB,0,Africa,2,10,30,esim_10GB_30D_LS_V2,30,24,16.18,0,0,0,,,,3,LS
0,Lesotho 1GB,0,Africa,2,1,7,esim_1GB_7D_LS_V2,4,3,2.28,0,0,0,,,,3,LS
0,Lesotho 20GB,0,Africa,2,20,30,esim_20GB_30D_LS_V2,54,43,28.79,0,0,0,,,,3,LS
0,Lesotho 2GB,0,Africa,2,2,15,esim_2GB_15D_LS_V2,8,6,4.08,0,0,0,,,,3,LS
0,Lesotho 3GB,0,Africa,2,3,30,esim_3GB_30D_LS_V2,10,8,5.57,0,0,0,,,,3,LS
0,Lesotho 50GB,0,Africa,2,50,30,esim_50GB_30D_LS_V2,121,97,64.82,0,0,0,,,,3,LS
0,Lesotho 5GB,0,Africa,2,5,30,esim_5GB_30D_LS_V2,16,13,8.97,0,0,0,,,,3,LS
0,Lesotho UNL 10D,0,Africa,2,Unlimited,10,esim_UL_10D_LS_V2,49,39,26.21,0,0,0,,,,3,LS
0,Lesotho UNL 15D,0,Africa,2,Unlimited,15,esim_UL_15D_LS_V2,74,59,39.08,0,0,0,,,,3,LS
0,Lesotho UNL 1D,0,Africa,2,Unlimited,1,esim_UL_1D_LS_V2,6,5,3.05,0,0,0,,,,3,LS
0,Lesotho UNL 30D,0,Africa,2,Unlimited,30,esim_UL_30D_LS_V2,146,117,77.69,0,0,0,,,,3,LS
0,Lesotho UNL 3D,0,Africa,2,Unlimited,3,esim_UL_3D_LS_V2,15,12,8.2,0,0,0,,,,3,LS
0,Lesotho UNL 5D,0,Africa,2,Unlimited,5,esim_UL_5D_LS_V2,25,20,13.34,0,0,0,,,,3,LS
0,Lesotho UNL 7D,0,Africa,2,Unlimited,7,esim_UL_7D_LS_V2,35,28,18.49,0,0,0,,,,3,LS
56,Liberia 1GB,0,Africa,2,1,7,mariocom-7days-1gb,6.5,6,5.5,0,0,0,2023-06-24 13:26:01,2023-11-30 21:37:32,\N,1,LR
0,Liberia 2GB,0,Africa,2,2,15,mariocom-15days-2gb,12,11,10.2,0,0,,,,,1,LR
214,Liberia 3GB,0,Africa,2,3,30,mariocom-30days-3gb,16.5,15.5,14,0,0,0,2023-06-24 13:26:02,2023-11-30 21:37:32,\N,1,LR
320,Liberia 5GB,0,Africa,2,5,30,esim_5GB_30D_LR_V2,48,45,40.59,0,0,0,2023-06-24 13:26:02,2023-11-30 21:37:33,\N,3,LR
0,Liberia UNL 10D,0,Africa,2,Unlimited,10,esim_UL_10D_LR_V2,229,183,122.02,0,0,0,,,,3,LR
0,Liberia UNL 1D,0,Africa,2,Unlimited,1,esim_UL_1D_LR_V2,24,19,12.63,0,0,0,,,,3,LR
0,Liberia UNL 3D,0,Africa,2,Unlimited,3,esim_UL_3D_LR_V2,69,55,36.94,0,0,0,,,,3,LR
0,Liberia UNL 5D,0,Africa,2,Unlimited,5,esim_UL_5D_LR_V2,115,92,61.25,0,0,0,,,,3,LR
0,Liberia UNL 7D,0,Africa,2,Unlimited,7,esim_UL_7D_LR_V2,160,128,85.56,0,0,0,,,,3,LR
576,Liechtenstein,0,Europe,2,1,7,134,5,2.5,1.8,0,0,0,2023-06-24 13:26:03,2023-12-06 14:32:13,2023-12-06 14:32:14,2,LI
435,Liechtenstein 10GB,0,Europe,2,10,30,esim_10GB_30D_LI_V2,25,15,8.33,0,0,0,2023-06-24 13:26:02,2023-11-30 21:37:33,\N,3,LI
648,Liechtenstein 20GB,0,Europe,2,20,30,esim_20GB_30D_LI_V2,35,25,14.63,0,0,0,2023-09-05 09:44:00,2023-11-30 21:37:33,\N,3,LI
0,Liechtenstein 2GB,0,Europe,2,2,15,esim_2GB_15D_LI_V2,9,4.5,2.28,0,0,0,,,,3,LI
204,Liechtenstein 3GB,0,Europe,2,3,30,esim_3GB_30D_LI_V2,10,6,3.02,0,0,0,2023-06-24 13:26:02,2023-11-30 21:37:32,\N,3,LI
0,Liechtenstein 50GB,0,Europe,2,50,30,esim_50GB_30D_LI_V2,61,49,32.65,0,0,0,,,,3,LI
329,Liechtenstein 5GB,0,Europe,2,5,30,esim_5GB_30D_LI_V2,15,10,4.72,0,0,0,2023-06-24 13:26:02,2023-11-30 21:37:33,\N,3,LI
0,Liechtenstein UNL 10D,0,Europe,2,Unlimited,10,esim_UL_10D_LI_V2,35,27.5,13.34,0,0,0,,,,3,LI
0,Liechtenstein UNL 15D,0,Europe,2,Unlimited,15,esim_UL_15D_LI_V2,45,36,19.78,0,0,0,,,,3,LI
0,Liechtenstein UNL 1D,0,Europe,2,Unlimited,1,esim_UL_1D_LI_V2,6,3.5,1.76,0,0,0,,,,3,LI
0,Liechtenstein UNL 30D,0,Europe,2,Unlimited,30,esim_UL_30D_LI_V2,70,60,39.08,0,0,0,,,,3,LI
0,Liechtenstein UNL 3D,0,Europe,2,Unlimited,3,esim_UL_3D_LI_V2,15,10,4.34,0,0,0,,,,3,LI
0,Liechtenstein UNL 5D,0,Europe,2,Unlimited,5,esim_UL_5D_LI_V2,25,14,6.91,0,0,0,,,,3,LI
0,Liechtenstein UNL 7D,0,Europe,2,Unlimited,7,esim_UL_7D_LI_V2,30,20,9.48,0,0,0,,,,3,LI
38,Lithuania,0,Europe,2,1,7,esim_1GB_7D_LT_V2,5,2.5,1.38,0,0,0,2023-06-24 13:26:01,2023-11-30 21:37:32,\N,3,LT
535,Lithuania 10GB,0,Europe,2,10,30,esim_10GB_30D_LT_V2,25,15,8.33,0,0,0,2023-06-24 13:26:03,2023-11-30 21:37:33,\N,3,LT
500,Lithuania 20GB,0,Europe,2,20,30,esim_20GB_30D_LT_V2,35,25,14.63,0,0,0,2023-06-24 13:26:03,2023-11-30 21:37:33,\N,3,LT
