id,plan_name,global_plan,region,plan_type,data,validity,package_name,retail_price,wholesale_price,cost_price,singleUse,test_plan,isRegional,created_at,updated_at,deleted_at,vendor_id,countries
0,Chad 2GB,0,Africa,2,2,15,first-well-15days-2gb,13.5,12,10,0,0,0,,,,1,TD
165,Chad 3GB,0,Africa,2,3,30,first-well-30days-3gb,18.5,16.5,14.8,0,0,0,2023-06-24 13:26:02,2023-11-30 21:37:32,\N,1,TD
292,Chad 5GB,0,Africa,2,5,30,first-well-30days-5gb,28.5,26,24,0,0,0,2023-06-24 13:26:02,2023-11-30 21:37:32,\N,1,TD
0,Chad UNL 10D,0,Africa,2,Unlimited,10,esim_UL_10D_TD_V2,229,183,122.02,0,0,0,,,,3,TD
0,Chad UNL 1D,0,Africa,2,Unlimited,1,esim_UL_1D_TD_V2,24,19,12.63,0,0,0,,,,3,TD
0,Chad UNL 3D,0,Africa,2,Unlimited,3,esim_UL_3D_TD_V2,69,55,36.94,0,0,0,,,,3,TD
0,Chad UNL 5D,0,Africa,2,Unlimited,5,esim_UL_5D_TD_V2,115,92,61.25,0,0,0,,,,3,TD
0,Chad UNL 7D,0,Africa,2,Unlimited,7,esim_UL_7D_TD_V2,160,128,85.56,0,0,0,,,,3,TD
116,Chile,0,LATAM,2,1,7,esim_1GB_7D_CL_V2,7.5,6,2.9,0,0,0,2023-06-24 13:26:02,2023-11-30 21:37:32,\N,3,CL
397,Chile 10GB,0,LATAM,2,10,30,esim_10GB_30D_CL_V2,40,35,21.58,0,0,0,2023-06-24 13:26:02,2023-11-30 21:37:33,\N,3,CL
689,Chile 20GB,0,LATAM,2,20,30,esim_20GB_30D_CL_V2,65,50,38.54,0,0,0,2023-09-05 12:01:01,2023-11-30 21:37:33,\N,3,CL
0,Chile 2GB,0,LATAM,2,2,15,esim_2GB_15D_CL_V2,10,8,5.32,0,0,0,,,,3,CL
169,Chile 3GB,0,LATAM,2,3,30,esim_3GB_30D_CL_V2,15,12,7.33,0,0,0,2023-06-24 13:26:02,2023-11-30 21:37:32,\N,3,CL
0,Chile 50GB,0,LATAM,2,50,30,esim_50GB_30D_CL_V2,163,130,86.99,0,0,0,,,,3,CL
289,Chile 5GB,0,LATAM,2,5,30,esim_5GB_30D_CL_V2,25,20,11.89,0,0,0,2023-06-24 13:26:02,2023-11-30 21:37:32,\N,3,CL
0,Chile UNL 10D,0,LATAM,2,Unlimited,10,esim_UL_10D_CL_V2,66,53,35.08,0,0,0,,,,3,CL
0,Chile UNL 15D,0,LATAM,2,Unlimited,15,esim_UL_15D_CL_V2,99,79,52.38,0,0,0,,,,3,CL
0,Chile UNL 1D,0,LATAM,2,Unlimited,1,esim_UL_1D_CL_V2,8,6,3.94,0,0,0,,,,3,CL
0,Chile UNL 30D,0,LATAM,2,Unlimited,30,esim_UL_30D_CL_V2,195,156,104.29,0,0,0,,,,3,CL
0,Chile UNL 3D,0,LATAM,2,Unlimited,3,esim_UL_3D_CL_V2,20,16,10.86,0,0,0,,,,3,CL
0,Chile UNL 5D,0,LATAM,2,Unlimited,5,esim_UL_5D_CL_V2,34,27,17.78,0,0,0,,,,3,CL
0,Chile UNL 7D,0,LATAM,2,Unlimited,7,esim_UL_7D_CL_V2,46,37,24.7,0,0,0,,,,3,CL
130,China,0,Asia,2,1,7,chinacom-7days-1gb,5,4,2.7,0,0,0,2023-06-24 13:26:02,2023-11-30 21:37:32,\N,1,CN
631,China 10GB,0,Asia,2,10,30,chinacom-30days-10gb,28,26,24,0,0,0,2023-09-04 18:07:41,2023-11-30 21:37:33,\N,1,CN
632,China 20GB,0,Asia,2,20,30,chinacom-30days-20gb,49,45,41.5,0,0,0,2023-09-04 18:10:37,2023-11-30 21:37:33,\N,1,CN
0,China 2GB,0,Asia,2,2,15,chinacom-15days-2gb,8.5,6.75,5.2,0,0,0,,,,1,CN
628,China 3GB,0,Asia,2,3,30,chinacom-30days-3gb,11.5,9.5,7.7,0,0,0,2023-09-04 18:01:13,2023-11-30 21:37:33,\N,1,CN
629,China 5GB,0,Asia,2,5,30,chinacom-30days-5gb,16.5,14.5,12.5,0,0,0,2023-09-04 18:02:44,2023-11-30 21:37:33,\N,1,CN
0,China UNL 10D,0,Asia,2,Unlimited,10,esim_UL_10D_CN_V2,90,70,57.67,0,0,0,,,,3,CN
0,China UNL 15D,0,Asia,2,Unlimited,15,esim_UL_15D_CN_V2,125,110,86.27,0,0,0,,,,3,CN
0,China UNL 1D,0,Asia,2,Unlimited,1,esim_UL_1D_CN_V2,11,9,6.19,0,0,0,,,,3,CN
0,China UNL 3D,0,Asia,2,Unlimited,3,esim_UL_3D_CN_V2,33,26,17.63,0,0,0,,,,3,CN
0,China UNL 5D,0,Asia,2,Unlimited,5,esim_UL_5D_CN_V2,55,44,29.07,0,0,0,,,,3,CN
0,China UNL 7D,0,Asia,2,Unlimited,7,esim_UL_7D_CN_V2,76,61,40.51,0,0,0,,,,3,CN
138,Colombia,0,LATAM,2,1,7,esim_1GB_7D_CO_V2,7.5,6,2.9,0,0,0,2023-06-24 13:26:02,2023-11-30 21:37:32,\N,3,CO
400,Colombia 10GB,0,LATAM,2,10,30,esim_10GB_30D_CO_V2,75,65,21.58,0,0,0,2023-06-24 13:26:02,2023-11-30 21:37:33,\N,3,CO
0,Colombia 2GB,0,LATAM,2,2,15,esim_2GB_15D_CO_V2,10,8,5.32,0,0,0,,,,3,CO
167,Colombia 3GB,0,LATAM,2,3,30,esim_3GB_30D_CO_V2,27,23.5,7.33,0,0,0,2023-06-24 13:26:02,2023-11-30 21:37:32,\N,3,CO
0,Colombia 50GB,0,LATAM,2,50,30,esim_50GB_30D_CO_V2,163,130,86.99,0,0,0,,,,3,CO
288,Colombia 5GB,0,LATAM,2,5,30,esim_5GB_30D_CO_V2,40,36,11.89,0,0,0,2023-06-24 13:26:02,2023-11-30 21:37:32,\N,3,CO
0,Colombia UNL 10D,0,LATAM,2,Unlimited,10,esim_UL_10D_CO_V2,66,53,35.08,0,0,0,,,,3,CO
0,Colombia UNL 15D,0,LATAM,2,Unlimited,15,esim_UL_15D_CO_V2,99,79,52.38,0,0,0,,,,3,CO
0,Colombia UNL 1D,0,LATAM,2,Unlimited,1,esim_UL_1D_CO_V2,8,6,3.94,0,0,0,,,,3,CO
0,Colombia UNL 30D,0,LATAM,2,Unlimited,30,esim_UL_30D_CO_V2,195,156,104.29,0,0,0,,,,3,CO
0,Colombia UNL 3D,0,LATAM,2,Unlimited,3,esim_UL_3D_CO_V2,20,16,10.86,0,0,0,,,,3,CO
0,Colombia UNL 5D,0,LATAM,2,Unlimited,5,esim_UL_5D_CO_V2,34,27,17.78,0,0,0,,,,3,CO
0,Colombia UNL 7D,0,LATAM,2,Unlimited,7,esim_UL_7D_CO_V2,46,37,24.7,0,0,0,,,,3,CO
145,Congo,0,Africa,2,1,7,sanghatel-7days-1gb,7.5,6.25,5.1,0,0,0,2023-06-24 13:26:02,2023-11-30 21:37:32,\N,1,CG
409,Congo 10GB,0,Africa,2,10,30,esim_10GB_30D_CD_V2,100,85,74.62,0,0,0,2023-06-24 13:26:02,2023-11-30 21:37:33,\N,3,CG
633,Congo 20GB,0,Africa,2,20,30,esim_20GB_30D_CG_V2,180,150,134.18,0,0,0,2023-09-04 18:14:00,2023-11-30 21:37:33,\N,3,CG
0,Congo 2GB,0,Africa,2,2,15,sanghatel-15days-2gb,13.5,12,10.1,0,0,0,,,,1,CG
176,Congo 3GB,0,Africa,2,3,30,sanghatel-30days-3gb,19,17,15,0,0,0,2023-06-24 13:26:02,2023-11-30 21:37:32,\N,1,CG
295,Congo 5GB,0,Africa,2,5,30,sanghatel-30days-3gb,29,26.5,24.5,0,0,0,2023-06-24 13:26:02,2023-11-30 21:37:32,\N,1,CG
0,Congo UNL 10D,0,Africa,2,Unlimited,10,esim_UL_10D_CG_V2,229,183,122.02,0,0,0,,,,3,CG
0,Congo UNL 1D,0,Africa,2,Unlimited,1,esim_UL_1D_CG_V2,24,19,12.63,0,0,0,,,,3,CG
0,Congo UNL 3D,0,Africa,2,Unlimited,3,esim_UL_3D_CG_V2,69,55,36.94,0,0,0,,,,3,CG
0,Congo UNL 5D,0,Africa,2,Unlimited,5,esim_UL_5D_CG_V2,115,92,61.25,0,0,0,,,,3,CG
0,Congo UNL 7D,0,Africa,2,Unlimited,7,esim_UL_7D_CG_V2,160,128,85.56,0,0,0,,,,3,CG
0,Congo-the Democratic Republic of the 2GB,0,Africa,2,2,15,esim_2GB_15D_CD_V2,33,26,17.49,0,0,0,,,,3,CD
0,Congo-the Democratic Republic of the UNL 10D,0,Africa,2,Unlimited,10,esim_UL_10D_CD_V2,229,183,122.02,0,0,0,,,,3,CD
0,Congo-the Democratic Republic of the UNL 1D,0,Africa,2,Unlimited,1,esim_UL_1D_CD_V2,24,19,12.63,0,0,0,,,,3,CD
0,Congo-the Democratic Republic of the UNL 3D,0,Africa,2,Unlimited,3,esim_UL_3D_CD_V2,69,55,36.94,0,0,0,,,,3,CD
0,Congo-the Democratic Republic of the UNL 5D,0,Africa,2,Unlimited,5,esim_UL_5D_CD_V2,115,92,61.25,0,0,0,,,,3,CD
0,Congo-the Democratic Republic of the UNL 7D,0,Africa,2,Unlimited,7,esim_UL_7D_CD_V2,160,128,85.56,0,0,0,,,,3,CD
128,Costa Rica,0,LATAM,2,1,7,esim_1GB_7D_CR_V2,7.5,6,2.9,0,0,0,2023-06-24 13:26:02,2023-11-30 21:37:32,\N,3,CR
410,Costa Rica 10GB,0,LATAM,2,10,30,esim_10GB_30D_CR_V2,55,50,21.58,0,0,0,2023-06-24 13:26:02,2023-11-30 21:37:33,\N,3,CR
690,Costa Rica 20GB,0,LATAM,2,20,30,esim_20GB_30D_CR_V2,70,50,38.54,0,0,0,2023-09-05 12:02:43,2023-11-30 21:37:33,\N,3,CR
0,Costa Rica 2GB,0,LATAM,2,2,15,esim_2GB_15D_CR_V2,10,8,5.32,0,0,0,,,,3,CR
178,Costa Rica 3GB,0,LATAM,2,3,30,esim_3GB_30D_CR_V2,21.5,18,7.33,0,0,0,2023-06-24 13:26:02,2023-11-30 21:37:32,\N,3,CR
0,Costa Rica 50GB,0,LATAM,2,50,30,esim_50GB_30D_CR_V2,163,130,86.99,0,0,0,,,,3,CR
298,Costa Rica 5GB,0,LATAM,2,5,30,esim_5GB_30D_CR_V2,35,30,11.89,0,0,0,2023-06-24 13:26:02,2023-11-30 21:37:33,\N,3,CR
0,Costa Rica UNL 10D,0,LATAM,2,Unlimited,10,esim_UL_10D_CR_V2,66,53,35.08,0,0,0,,,,3,CR
0,Costa Rica UNL 15D,0,LATAM,2,Unlimited,15,esim_UL_15D_CR_V2,99,79,52.38,0,0,0,,,,3,CR
0,Costa Rica UNL 1D,0,LATAM,2,Unlimited,1,esim_UL_1D_CR_V2,8,6,3.94,0,0,0,,,,3,CR
0,Costa Rica UNL 30D,0,LATAM,2,Unlimited,30,esim_UL_30D_CR_V2,195,156,104.29,0,0,0,,,,3,CR
0,Costa Rica UNL 3D,0,LATAM,2,Unlimited,3,esim_UL_3D_CR_V2,20,16,10.86,0,0,0,,,,3,CR
0,Costa Rica UNL 5D,0,LATAM,2,Unlimited,5,esim_UL_5D_CR_V2,34,27,17.78,0,0,0,,,,3,CR
0,Costa Rica UNL 7D,0,LATAM,2,Unlimited,7,esim_UL_7D_CR_V2,46,37,24.7,0,0,0,,,,3,CR
559,Cote d'Ivoire,0,Africa,2,1,7,nouchi-mobile-7days-1gb,7,6,4.8,0,0,0,2023-06-24 13:26:03,2023-11-30 21:37:33,\N,1,CI
634,Cote d'Ivoire 3GB,0,Africa,2,3,30,nouchi-mobile-30days-3gb,17.5,16,14,0,0,0,2023-09-04 18:17:25,2023-11-30 21:37:33,\N,1,CI
635,Cote d'Ivoire 5GB,0,Africa,2,5,30,nouchi-mobile-30days-5gb,27,25,23,0,0,0,2023-09-04 18:19:14,2023-11-30 21:37:33,\N,1,CI
402,Croatia 10GB,0,Eastern Europe,2,10,30,esim_10GB_30D_HR_V2,25,15,8.33,0,0,0,2023-06-24 13:26:02,2023-11-30 21:37:33,\N,3,HR
135,Croatia 1GB,0,Europe,2,1,7,esim_1GB_7D_HR_V2,5,2.5,1.38,0,0,0,2023-06-24 13:26:02,2023-11-30 21:37:32,\N,3,HR
691,Croatia 20GB,0,Eastern Europe,2,20,30,esim_20GB_30D_HR_V2,25,20,14.63,0,0,0,2023-09-05 12:04:35,2023-11-30 21:37:33,\N,3,HR
0,Croatia 2GB,0,Eastern Europe,2,2,15,esim_2GB_15D_HR_V2,9,4.5,2.28,0,0,0,,,,3,HR
170,Croatia 3GB,0,Eastern Europe,2,3,30,esim_3GB_30D_HR_V2,10,6,3.02,0,0,0,2023-06-24 13:26:02,2023-11-30 21:37:32,\N,3,HR
0,Croatia 50GB,0,Eastern Europe,2,50,30,esim_50GB_30D_HR_V2,61,49,32.65,0,0,0,,,,3,HR
286,Croatia 5GB,0,Eastern Europe,2,5,30,esim_5GB_30D_HR_V2,15,10,4.72,0,0,0,2023-06-24 13:26:02,2023-11-30 21:37:32,\N,3,HR
0,Croatia UNL 10D,0,Eastern Europe,2,Unlimited,10,esim_UL_10D_HR_V2,25,20,13.34,0,0,0,,,,3,HR
0,Croatia UNL 15D,0,Eastern Europe,2,Unlimited,15,esim_UL_15D_HR_V2,38,30,19.78,0,0,0,,,,3,HR
0,Croatia UNL 1D,0,Eastern Europe,2,Unlimited,1,esim_UL_1D_HR_V2,4.5,3.5,1.76,0,0,0,,,,3,HR
0,Croatia UNL 30D,0,Eastern Europe,2,Unlimited,30,esim_UL_30D_HR_V2,74,59,39.08,0,0,0,,,,3,HR
0,Croatia UNL 3D,0,Eastern Europe,2,Unlimited,3,esim_UL_3D_HR_V2,17.5,10,4.34,0,0,0,,,,3,HR
0,Croatia UNL 5D,0,Eastern Europe,2,Unlimited,5,esim_UL_5D_HR_V2,20,14,6.91,0,0,0,,,,3,HR
0,Croatia UNL 7D,0,Eastern Europe,2,Unlimited,7,esim_UL_7D_HR_V2,27.5,20,9.48,0,0,0,,,,3,HR
403,Cyprus 10GB,0,Europe,2,10,30,esim_10GB_30D_CY_V2,25,15,8.33,0,0,0,2023-06-24 13:26:02,2023-11-30 21:37:33,\N,3,CY
107,Cyprus 1GB,0,Europe,2,1,7,esim_1GB_7D_CY_V2,5,2.5,1.38,0,0,0,2023-06-24 13:26:02,2023-11-30 21:37:32,\N,3,CY
482,Cyprus 20GB,0,Europe,2,20,30,esim_20GB_30D_CY_V2,35,25,14.63,0,0,0,2023-06-24 13:26:03,2023-11-30 21:37:33,\N,3,CY
0,Cyprus 2GB,0,Europe,2,2,15,esim_2GB_15D_CY_V2,9,4.5,2.28,0,0,0,,,,3,CY
177,Cyprus 3GB,0,Europe,2,3,30,esim_3GB_30D_CY_V2,10,6,3.02,0,0,0,2023-06-24 13:26:02,2023-11-30 21:37:32,\N,3,CY
0,Cyprus 50GB,0,Europe,2,50,30,esim_50GB_30D_CY_V2,61,49,32.65,0,0,0,,,,3,CY
300,Cyprus 5GB,0,Europe,2,5,30,esim_5GB_30D_CY_V2,15,10,4.72,0,0,0,2023-06-24 13:26:02,2023-11-30 21:37:33,\N,3,CY
0,Cyprus UNL 10D,0,Europe,2,Unlimited,10,esim_UL_10D_CY_V2,35,27.5,13.34,0,0,0,,,,3,CY
0,Cyprus UNL 15D,0,Europe,2,Unlimited,15,esim_UL_15D_CY_V2,45,36,19.78,0,0,0,,,,3,CY
0,Cyprus UNL 1D,0,Europe,2,Unlimited,1,esim_UL_1D_CY_V2,6,3.5,1.76,0,0,0,,,,3,CY
0,Cyprus UNL 30D,0,Europe,2,Unlimited,30,esim_UL_30D_CY_V2,70,60,39.08,0,0,0,,,,3,CY
0,Cyprus UNL 3D,0,Europe,2,Unlimited,3,esim_UL_3D_CY_V2,15,10,4.34,0,0,0,,,,3,CY
0,Cyprus UNL 5D,0,Europe,2,Unlimited,5,esim_UL_5D_CY_V2,25,14,6.91,0,0,0,,,,3,CY
0,Cyprus UNL 7D,0,Europe,2,Unlimited,7,esim_UL_7D_CY_V2,30,20,9.48,0,0,0,,,,3,CY
413,Czech Republic 10GB,0,Europe,2,10,30,esim_10GB_30D_CZ_V2,25,15,8.33,0,0,0,2023-06-24 13:26:02,2023-11-30 21:37:33,\N,3,CZ
115,Czech Republic 1GB,0,Europe,2,1,7,esim_1GB_7D_CZ_V2,5,2.5,1.38,0,0,0,2023-06-24 13:26:02,2023-11-30 21:37:32,\N,3,CZ
503,Czech Republic 20GB,0,Europe,2,20,30,esim_20GB_30D_CZ_V2,35,25,14.63,0,0,0,2023-06-24 13:26:03,2023-11-30 21:37:33,\N,3,CZ
0,Czech Republic 2GB,0,Europe,2,2,15,esim_2GB_15D_CZ_V2,9,4.5,2.28,0,0,0,,,,3,CZ
180,Czech Republic 3GB,0,Europe,2,3,30,esim_3GB_30D_CZ_V2,10,6,3.02,0,0,0,2023-06-24 13:26:02,2023-11-30 21:37:32,\N,3,CZ
0,Czech Republic 50GB,0,Europe,2,50,30,esim_50GB_30D_CZ_V2,61,49,32.65,0,0,0,,,,3,CZ
287,Czech Republic 5GB,0,Europe,2,5,30,esim_5GB_30D_CZ_V2,15,10,4.72,0,0,0,2023-06-24 13:26:02,2023-11-30 21:37:32,\N,3,CZ
0,Czech Republic UNL 10D,0,Europe,2,Unlimited,10,esim_UL_10D_CZ_V2,35,27.5,13.34,0,0,0,,,,3,CZ
0,Czech Republic UNL 15D,0,Europe,2,Unlimited,15,esim_UL_15D_CZ_V2,45,36,19.78,0,0,0,,,,3,CZ
0,Czech Republic UNL 1D,0,Europe,2,Unlimited,1,esim_UL_1D_CZ_V2,6,3.5,1.76,0,0,0,,,,3,CZ
0,Czech Republic UNL 30D,0,Europe,2,Unlimited,30,esim_UL_30D_CZ_V2,70,60,39.08,0,0,0,,,,3,CZ
0,Czech Republic UNL 3D,0,Europe,2,Unlimited,3,esim_UL_3D_CZ_V2,15,10,4.34,0,0,0,,,,3,CZ
0,Czech Republic UNL 5D,0,Europe,2,Unlimited,5,esim_UL_5D_CZ_V2,25,14,6.91,0,0,0,,,,3,CZ
0,Czech Republic UNL 7D,0,Europe,2,Unlimited,7,esim_UL_7D_CZ_V2,30,20,9.48,0,0,0,,,,3,CZ
423,Denmark 10GB,0,Europe,2,10,30,esim_10GB_30D_DK_V2,25,15,6.58,0,0,0,2023-06-24 13:26:02,2023-11-30 21:37:33,\N,3,DK
109,Denmark 1GB,0,Europe,2,1,7,esim_1GB_7D_DK_V2,5,2.5,1.18,0,0,0,2023-06-24 13:26:02,2023-11-30 21:37:32,\N,3,DK
517,Denmark 20GB,0,Europe,2,20,30,esim_20GB_30D_DK_V2,35,25,11.49,0,0,0,2023-06-24 13:26:03,2023-11-30 21:37:33,\N,3,DK
0,Denmark 2GB,0,Europe,2,2,15,esim_2GB_15D_DK_V2,9,4.5,1.88,0,0,0,,,,3,DK
175,Denmark 3GB,0,Europe,2,3,30,esim_3GB_30D_DK_V2,10,6,2.46,0,0,0,2023-06-24 13:26:02,2023-11-30 21:37:32,\N,3,DK
0,Denmark 50GB,0,Europe,2,50,30,esim_50GB_30D_DK_V2,48,38,25.5,0,0,0,,,,3,DK
308,Denmark 5GB,0,Europe,2,5,30,esim_5GB_30D_DK_V2,15,10,3.78,0,0,0,2023-06-24 13:26:02,2023-11-30 21:37:33,\N,3,DK
0,Denmark UNL 10D,0,Europe,2,Unlimited,10,esim_UL_10D_DK_V2,35,27.5,10.48,0,0,0,,,,3,DK
0,Denmark UNL 15D,0,Europe,2,Unlimited,15,esim_UL_15D_DK_V2,45,36,15.49,0,0,0,,,,3,DK
0,Denmark UNL 1D,0,Europe,2,Unlimited,1,esim_UL_1D_DK_V2,6,3.5,1.48,0,0,0,,,,3,DK
0,Denmark UNL 30D,0,Europe,2,Unlimited,30,esim_UL_30D_DK_V2,70,60,30.5,0,0,0,,,,3,DK
0,Denmark UNL 3D,0,Europe,2,Unlimited,3,esim_UL_3D_DK_V2,15,10,3.48,0,0,0,,,,3,DK
0,Denmark UNL 5D,0,Europe,2,Unlimited,5,esim_UL_5D_DK_V2,25,14,5.48,0,0,0,,,,3,DK
0,Denmark UNL 7D,0,Europe,2,Unlimited,7,esim_UL_7D_DK_V2,30,20,7.48,0,0,0,,,,3,DK
92,Dominica 1GB,0,Caribbean,2,1,7,vaina-communications-7days-1gb,9.5,9,8.1,0,0,0,2023-06-24 13:26:02,2023-07-21 12:52:51,\N,1,DM
0,Dominica 2GB,0,Caribbean,2,2,15,esim_2GB_15D_DM_V2,76,61,40.51,0,0,0,,,,3,DM
0,Dominica UNL 1D,0,Caribbean,2,Unlimited,1,esim_UL_1D_DM_V2,55,44,29.07,0,0,0,,,,3,DM
0,Dominica UNL 3D,0,Caribbean,2,Unlimited,3,esim_UL_3D_DM_V2,161,129,86.27,0,0,0,,,,3,DM
694,Dominican Republic 1GB,0,Caribbean,2,1,7,esim_1GB_7D_DO_V2,9.5,5,1.58,0,0,0,2023-09-05 13:25:04,2023-09-05 13:25:04,\N,1,DO
0,Dominican Republic 2GB,0,Caribbean,2,2,15,esim_2GB_15D_DO_V2,18,10,2.68,0,0,0,,,,3,DO
695,Dominican Republic 3GB,0,Caribbean,2,3,30,esim_3GB_30D_DO_V2,25,16,3.59,0,0,0,2023-09-05 13:26:44,2023-09-05 13:26:44,\N,1,DO
0,Dominican Republic 50GB,0,Caribbean,2,50,30,esim_50GB_30D_DO_V2,75,60,39.8,0,0,0,,,,3,DO
696,Dominican Republic 5GB,0,Caribbean,2,5,30,esim_5GB_30D_DO_V2,40,30,5.67,0,0,0,2023-09-05 13:28:05,2023-09-05 13:28:05,\N,1,DO
0,Dominican Republic UNL 10D,0,Caribbean,2,Unlimited,10,esim_UL_10D_DO_V2,30,24,16.2,0,0,0,,,,3,DO
0,Dominican Republic UNL 15D,0,Caribbean,2,Unlimited,15,esim_UL_15D_DO_V2,45,36,24.07,0,0,0,,,,3,DO
0,Dominican Republic UNL 1D,0,Caribbean,2,Unlimited,1,esim_UL_1D_DO_V2,10,3,2.05,0,0,0,,,,3,DO
0,Dominican Republic UNL 30D,0,Caribbean,2,Unlimited,30,esim_UL_30D_DO_V2,89,71,47.66,0,0,0,,,,3,DO
0,Dominican Republic UNL 3D,0,Caribbean,2,Unlimited,3,esim_UL_3D_DO_V2,10,8,5.19,0,0,0,,,,3,DO
0,Dominican Republic UNL 5D,0,Caribbean,2,Unlimited,5,esim_UL_5D_DO_V2,16,13,8.34,0,0,0,,,,3,DO
0,Dominican Republic UNL 7D,0,Caribbean,2,Unlimited,7,esim_UL_7D_DO_V2,30,22,11.49,0,0,0,,,,3,DO
122,DRC,0,Africa,2,1,7,pondu-mobile-7days-1gb,6.5,5,4,0,0,0,2023-06-24 13:26:02,2023-11-30 21:37:32,\N,1,CD
174,DRC 3GB,0,Africa,2,3,30,pondu-mobile-30days-3gb,16.5,14,11.8,0,0,0,2023-06-24 13:26:02,2023-11-30 21:37:32,\N,1,CD
636,DRC 5GB,0,Africa,2,5,30,pondu-mobile-30days-5gb,25,23,19.5,0,0,0,2023-09-04 18:31:22,2023-11-30 21:37:33,\N,3,CD
125,Ecuador,0,LATAM,2,1,7,esim_1GB_7D_EC_V2,7.5,6,2.9,0,0,0,2023-06-24 13:26:02,2023-11-30 21:37:32,\N,3,EC
420,Ecuador 10GB,0,LATAM,2,10,30,esim_10GB_30D_EC_V2,55,50,21.58,0,0,0,2023-06-24 13:26:02,2023-11-30 21:37:33,\N,3,EC
711,Ecuador 20GB,0,LATAM,2,20,30,esim_20GB_30D_EC_V2,70,50,38.54,0,0,0,2023-09-05 14:32:23,2023-09-05 14:33:13,2023-09-05 14:33:13,3,EC
712,Ecuador 20GB,0,LATAM,2,20,30,esim_20GB_30D_EC_V2,70,50,38.54,0,0,0,2023-09-05 14:32:23,2023-11-30 21:37:33,\N,3,EC
0,Ecuador 2GB,0,LATAM,2,2,15,esim_2GB_15D_EC_V2,10,8,5.32,0,0,0,,,,3,EC
182,Ecuador 3GB,0,LATAM,2,3,30,esim_3GB_30D_EC_V2,21.5,18,7.33,0,0,0,2023-06-24 13:26:02,2023-11-30 21:37:32,\N,3,EC
0,Ecuador 50GB,0,LATAM,2,50,30,esim_50GB_30D_EC_V2,163,130,86.99,0,0,0,,,,3,EC
306,Ecuador 5GB,0,LATAM,2,5,30,esim_5GB_30D_EC_V2,35,30,11.89,0,0,0,2023-06-24 13:26:02,2023-11-30 21:37:33,\N,3,EC
0,Ecuador UNL 10D,0,LATAM,2,Unlimited,10,esim_UL_10D_EC_V2,66,53,35.08,0,0,0,,,,3,EC
0,Ecuador UNL 15D,0,LATAM,2,Unlimited,15,esim_UL_15D_EC_V2,99,79,52.38,0,0,0,,,,3,EC
0,Ecuador UNL 1D,0,LATAM,2,Unlimited,1,esim_UL_1D_EC_V2,8,6,3.94,0,0,0,,,,3,EC
0,Ecuador UNL 30D,0,LATAM,2,Unlimited,30,esim_UL_30D_EC_V2,195,156,104.29,0,0,0,,,,3,EC
0,Ecuador UNL 3D,0,LATAM,2,Unlimited,3,esim_UL_3D_EC_V2,20,16,10.86,0,0,0,,,,3,EC
0,Ecuador UNL 5D,0,LATAM,2,Unlimited,5,esim_UL_5D_EC_V2,34,27,17.78,0,0,0,,,,3,EC
0,Ecuador UNL 7D,0,LATAM,2,Unlimited,7,esim_UL_7D_EC_V2,46,37,24.7,0,0,0,,,,3,EC
144,Egypt,0,Africa,2,1,7,esim_1GB_7D_EG_V2,9.5,7.2,3.08,0,0,0,2023-06-24 13:26:02,2023-11-30 21:37:32,\N,3,EG
422,Egypt 10GB,0,Africa,2,10,30,esim_10GB_30D_EG_V2,55,50,23.15,0,0,0,2023-06-24 13:26:02,2023-11-30 21:37:33,\N,3,EG
496,Egypt 20GB,0,Africa,2,20,30,esim_20GB_30D_EG_V2,99,85,41.37,0,0,0,2023-06-24 13:26:03,2023-11-30 21:37:33,\N,3,EG
0,Egypt 2GB,0,Africa,2,2,15,esim_2GB_15D_EG_V2,11,9,5.68,0,0,0,,,,3,EG
184,Egypt 3GB,0,Africa,2,3,30,esim_3GB_30D_EG_V2,21.5,18,7.84,0,0,0,2023-06-24 13:26:02,2023-11-30 21:37:32,\N,3,EG
0,Egypt 50GB,0,Africa,2,50,30,esim_50GB_30D_EG_V2,175,140,93.42,0,0,0,,,,3,EG
293,Egypt 5GB,0,Africa,2,5,30,esim_5GB_30D_EG_V2,35,30,12.74,0,0,0,2023-06-24 13:26:02,2023-11-30 21:37:32,\N,3,EG
0,Egypt UNL 10D,0,Africa,2,Unlimited,10,esim_UL_10D_EG_V2,70,56,37.65,0,0,0,,,,3,EG
0,Egypt UNL 15D,0,Africa,2,Unlimited,15,esim_UL_15D_EG_V2,105,84,56.24,0,0,0,,,,3,EG
0,Egypt UNL 1D,0,Africa,2,Unlimited,1,esim_UL_1D_EG_V2,8,6,4.19,0,0,0,,,,3,EG
0,Egypt UNL 30D,0,Africa,2,Unlimited,30,esim_UL_30D_EG_V2,210,168,112.01,0,0,0,,,,3,EG
0,Egypt UNL 3D,0,Africa,2,Unlimited,3,esim_UL_3D_EG_V2,21,17,11.63,0,0,0,,,,3,EG
0,Egypt UNL 5D,0,Africa,2,Unlimited,5,esim_UL_5D_EG_V2,36,29,19.06,0,0,0,,,,3,EG
0,Egypt UNL 7D,0,Africa,2,Unlimited,7,esim_UL_7D_EG_V2,50,40,26.5,0,0,0,,,,3,EG
82,El Salvador,0,LATAM,2,1,7,esim_1GB_7D_SV_V2,7.5,6,2.9,0,0,0,2023-06-24 13:26:02,2023-11-30 21:37:32,\N,3,SV
